# Supplementary File 3,Sheet 12: Small RNAs significantly down-regulated 2 fold or greater in mut-16 mutant animals at 20ºC.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00012124,-8.33397257572557,WBGene00012124,WBGene00012124,History: N.A.
WBGene00008226,-8.3282671565631,WBGene00008226,WBGene00008226,History: N.A.
WBGene00021835,-8.32805715496309,WBGene00021835,WBGene00021835,History: N.A.
WBGene00012961,-8.31967412623277,WBGene00012961,WBGene00012961,History: N.A.
WBGene00003552,-8.3172794130956,WBGene00003552,WBGene00003552,History: N.A.
WBGene00012396,-8.31691365987407,WBGene00012396,WBGene00012396,History: N.A.
WBGene00001247,-8.30835560160516,WBGene00001247,WBGene00001247,History: N.A.
WBGene00197474,-8.29846955168434,WBGene00197474,WBGene00197474,History: N.A.
WBGene00044372,-8.29662760152056,WBGene00044372,WBGene00044372,History: N.A.
WBGene00195183,-8.29634270274594,WBGene00195183,WBGene00195183,History: N.A.
WBGene00017949,-8.29427901580809,WBGene00017949,WBGene00017949,"History: Split into F31D5.7(WBGene00206414). History of WBGene00017949: Split into ""WBGene00206414"" on 2011-02-28"
WBGene00012985,-8.28537600451152,WBGene00012985,WBGene00012985,History: N.A.
WBGene00077756,-8.27825128547705,WBGene00077756,WBGene00077756,History: N.A.
WBGene00020669,-8.27587636305745,WBGene00020669,WBGene00020669,History: N.A.
WBGene00012061,-8.26944278774648,WBGene00012061,WBGene00012061,History: N.A.
WBGene00044768,-8.26108749836184,WBGene00044768,WBGene00044768,History: N.A.
WBGene00019638,-8.25280594843099,WBGene00019638,WBGene00019638,History: N.A.
WBGene00021976,-8.2367062233806,WBGene00021976,WBGene00021976,History: N.A.
WBGene00196365,-8.23050830913801,WBGene00196365,WBGene00196365,History: N.A.
WBGene00018252,-8.22809295385458,WBGene00018252,WBGene00018252,History: N.A.
WBGene00219932,-8.22662194039237,WBGene00219932,WBGene00219932,History: N.A.
WBGene00016110,-8.22217527304441,WBGene00016110,WBGene00016110,History: N.A.
WBGene00018186,-8.2208028646164,WBGene00018186,WBGene00018186,History: N.A.
WBGene00009061,-8.21398415960084,WBGene00009061,WBGene00009061,"History: Split into pals-15(WBGene00044707). History of WBGene00009061: Split into ""WBGene00044707"" on 2006-01-13"
WBGene00219571,-8.19600692769552,WBGene00219571,WBGene00219571,History: N.A.
WBGene00044217,-8.19097390511127,WBGene00044217,WBGene00044217,History: N.A.
WBGene00012499,-8.18993740890079,WBGene00012499,WBGene00012499,History: N.A.
WBGene00002222,-8.18651714156859,WBGene00002222,WBGene00002222,"History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
WBGene00010585,-8.17813520285184,WBGene00010585,WBGene00010585,History: N.A.
WBGene00077712,-8.17785739173846,WBGene00077712,WBGene00077712,History: N.A.
WBGene00012911,-8.16068244692669,WBGene00012911,WBGene00012911,History: N.A.
WBGene00017405,-8.14916800077192,WBGene00017405,WBGene00017405,History: N.A.
WBGene00008932,-8.14479000881218,WBGene00008932,WBGene00008932,History: N.A.
WBGene00020371,-8.14475395282929,WBGene00020371,WBGene00020371,History: N.A.
WBGene00018202,-8.13655531191546,WBGene00018202,WBGene00018202,History: N.A.
WBGene00018634,-8.12681001022627,WBGene00018634,WBGene00018634,History: N.A.
WBGene00022311,-8.12652089959072,WBGene00022311,WBGene00022311,History: N.A.
WBGene00009696,-8.12510948079526,WBGene00009696,WBGene00009696,History: N.A.
WBGene00016012,-8.12202331602641,WBGene00016012,WBGene00016012,History: N.A.
WBGene00219315,-8.11685954490975,WBGene00219315,WBGene00219315,History: N.A.
WBGene00006750,-8.11409589524163,WBGene00006750,WBGene00006750,History: N.A.
WBGene00021301,-8.11326209805222,WBGene00021301,WBGene00021301,History: N.A.
WBGene00011456,-8.11153885187991,WBGene00011456,WBGene00011456,History: N.A.
WBGene00009020,-8.10741179858061,WBGene00009020,WBGene00009020,History: N.A.
WBGene00044401,-8.10386790474608,WBGene00044401,WBGene00044401,History: N.A.
WBGene00189948,-8.10344732614143,WBGene00189948,WBGene00189948,History: N.A.
WBGene00235259,-8.09326777804645,WBGene00235259,WBGene00235259,History: N.A.
WBGene00018005,-8.09281327793355,WBGene00018005,WBGene00018005,History: N.A.
WBGene00022308,-8.06689104146496,WBGene00022308,WBGene00022308,History: N.A.
WBGene00017082,-8.06657569208323,WBGene00017082,WBGene00017082,History: N.A.
WBGene00017106,-8.05114111467043,WBGene00017106,WBGene00017106,History: N.A.
WBGene00016871,-8.04294196352953,WBGene00016871,WBGene00016871,History: Renamed on 2013-04-16
WBGene00022334,-8.04054937343383,WBGene00022334,WBGene00022334,History: N.A.
WBGene00000469,-8.03127359962187,WBGene00000469,WBGene00000469,History: N.A.
WBGene00022951,-8.0294886093162,WBGene00022951,WBGene00022951,History: N.A.
WBGene00012792,-8.02864369471991,WBGene00012792,WBGene00012792,History: N.A.
WBGene00268204,-8.02621110420856,WBGene00268204,WBGene00268204,History: N.A.
WBGene00014033,-8.01892595079114,WBGene00014033,WBGene00014033,History: N.A.
WBGene00013403,-8.01825848337266,WBGene00013403,WBGene00013403,History: N.A.
WBGene00017291,-8.01432142056747,WBGene00017291,WBGene00017291,History: N.A.
WBGene00020473,-8.00564864925001,WBGene00020473,WBGene00020473,History: N.A.
WBGene00003585,-8.00433807306067,WBGene00003585,WBGene00003585,History: N.A.
WBGene00003648,-8.00341522775595,WBGene00003648,WBGene00003648,History: N.A.
WBGene00006939,-7.99524063077423,WBGene00006939,WBGene00006939,History: N.A.
WBGene00012107,-7.99509015335719,WBGene00012107,WBGene00012107,History: N.A.
WBGene00019816,-7.99329273609325,WBGene00019816,WBGene00019816,History: N.A.
WBGene00195048,-7.97356003199067,WBGene00195048,WBGene00195048,History: N.A.
WBGene00014663,-7.97332148436158,WBGene00014663,WBGene00014663,History: N.A.
WBGene00189980,-7.96879958695991,WBGene00189980,WBGene00189980,History: N.A.
WBGene00020146,-7.96516258456938,WBGene00020146,WBGene00020146,History: N.A.
WBGene00012847,-7.96186020712087,WBGene00012847,WBGene00012847,History: N.A.
WBGene00044281,-7.9534349531615,WBGene00044281,WBGene00044281,History: N.A.
WBGene00016070,-7.95308356938993,WBGene00016070,WBGene00016070,History: N.A.
WBGene00015020,-7.95107829944754,WBGene00015020,WBGene00015020,History: N.A.
WBGene00013410,-7.95053810350126,WBGene00013410,WBGene00013410,History: N.A.
WBGene00013370,-7.94858960654634,WBGene00013370,WBGene00013370,History: N.A.
WBGene00045302,-7.94707062087418,WBGene00045302,WBGene00045302,History: N.A.
WBGene00013222,-7.94651388767295,WBGene00013222,WBGene00013222,History: N.A.
WBGene00019739,-7.94132387829757,WBGene00019739,WBGene00019739,History: N.A.
WBGene00045255,-7.92986861162479,WBGene00045255,WBGene00045255,History: N.A.
WBGene00007600,-7.92873764759423,WBGene00007600,WBGene00007600,History: N.A.
WBGene00014099,-7.92553426040349,WBGene00014099,WBGene00014099,History: N.A.
