# Table S2. Genes depleted for 22G-RNAs in parn-1,prg-1,and parn-1; prg-1 double mutant animals,Related to Figure 6
# # ""FALSE"" indicates  fold change ≤ 2,NA,NA,NA
# # ""TRUE"" indicates  fold change > 2,NA,NA,NA
# #  Genes with Reads Per Million greater than 10 in wild-type were listed,NA,NA,NA
WormBaseID,Gene_symbol_1,Gene_symbol_2,wild-type vs. parn-1,wild-type vs .prg-1,wild-type vs. prg-1; parn-1,wild-type,parn-1,prg-1,prg-1; parn-1,Input,Suggested Match,History
WBGene00011036,edc-3,R05D11.8,False,False,False,17.80286723,21.83689409,33.59654557,29.32434564,WBGene00011036,WBGene00011036,History: N.A.
WBGene00011037,,R05D11.9,False,False,False,24.54637755,36.04147568,62.77249303,50.14999058,WBGene00011037,WBGene00011037,History: N.A.
WBGene00011043,,R05H10.2,False,False,False,32.32389278,46.64295925,87.94534333,71.14833185,WBGene00011043,WBGene00011043,History: N.A.
WBGene00011045,,R05H10.5,False,False,False,14.19284138,10.62567315,10.90414198,13.20124216,WBGene00011045,WBGene00011045,History: N.A.
WBGene00011047,,R06A4.2,False,False,False,48.08122855,56.13797124,156.0323776,112.4227524,WBGene00011047,WBGene00011047,History: Renamed on 2021-04-19
WBGene00011049,sdz-26,R06A4.6,False,True,True,358.6198786,387.2338549,1.17882616,1.071908196,WBGene00011049,WBGene00011049,History: N.A.
WBGene00011050,agl-1,R06A4.8,False,False,False,14.29624187,15.05261631,15.91415316,11.25503605,WBGene00011050,WBGene00011050,History: N.A.
WBGene00011051,pfs-2,R06A4.9,False,False,False,48.86797142,66.46472133,129.3761711,85.08909344,WBGene00011051,WBGene00011051,History: N.A.
WBGene00011058,,R06C1.2,False,False,False,23.19767549,30.98860213,37.8697904,39.05420946,WBGene00011058,WBGene00011058,History: N.A.
WBGene00011059,,R06C1.4,False,False,False,126.598167,119.1630123,1718.139129,628.655927,WBGene00011059,WBGene00011059,History: N.A.
WBGene00011061,,R06C7.1,False,False,False,36.32504223,51.73011804,81.04429852,72.35380321,WBGene00011061,WBGene00011061,History: N.A.
WBGene00011064,,R06C7.5,False,False,False,17.53312682,15.68864236,24.46064283,22.66320185,WBGene00011064,WBGene00011064,History: N.A.
WBGene00011066,ztf-15,R06C7.9,False,True,True,46.9348318,41.12968401,15.03003354,10.8722117,WBGene00011066,WBGene00011066,History: N.A.
WBGene00011067,vps-11,R06F6.2,False,False,False,65.54692027,48.33797915,50.98423143,58.78325984,WBGene00011067,WBGene00011067,History: N.A.
WBGene00011068,set-14,R06F6.4,False,False,False,28.32274332,38.90359287,34.77537173,46.32174703,WBGene00011068,WBGene00011068,History: N.A.
WBGene00011071,,R06F6.8,False,False,False,49.36249551,57.58685784,81.52319665,70.68851726,WBGene00011071,WBGene00011071,"History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
WBGene00011087,,R07B7.2,False,False,False,34.2570324,57.98437411,117.4405562,85.75265565,WBGene00011087,WBGene00011087,History: N.A.
WBGene00011109,,R07E5.1,False,False,False,18.74779121,15.75931192,16.2088597,15.54314146,WBGene00011109,WBGene00011109,History: N.A.
WBGene00011110,prdx-3,R07E5.2,True,True,True,27.37865188,8.79836024,0.58941308,2.296946134,WBGene00011110,WBGene00011110,History: N.A.
WBGene00011111,snfc-5,R07E5.3,False,False,False,29.40170498,23.74497221,40.83322839,35.5261002,WBGene00011111,WBGene00011111,History: Renamed on 2011-02-11
WBGene00011112,,R07E5.4,False,True,True,13.75676104,10.17641666,0.29470654,0.306259484,WBGene00011112,WBGene00011112,History: N.A.
WBGene00011115,,R07E5.7,False,False,False,23.4674159,18.86877256,17.38768586,16.84427165,WBGene00011115,WBGene00011115,History: N.A.
WBGene00011116,pdcd-2,R07E5.10,False,False,False,19.96079053,18.65676388,27.40770823,20.97877469,WBGene00011116,WBGene00011116,"History: Split into R07E5.19(WBGene00303105). History of WBGene00011116: Split into ""WBGene00303105"" on 2018-03-06"
WBGene00011122,cpt-2,R07H5.2,False,False,False,27.29772976,41.12968401,61.00425379,43.71854141,WBGene00011122,WBGene00011122,History: N.A.
WBGene00011128,,R07H5.8,False,False,True,31.15501766,26.28907638,19.74533818,13.16915783,WBGene00011128,WBGene00011128,History: N.A.
WBGene00011129,,R07H5.9,True,True,True,15.10546311,5.936243054,0.88411962,0.0,WBGene00011129,WBGene00011129,History: N.A.
WBGene00011131,,R07H5.11,True,True,True,28.23282985,7.137625576,9.185020499,8.524222318,WBGene00011131,WBGene00011131,History: N.A.
WBGene00011139,,R08B4.3,False,True,True,19.96079053,15.15862065,0.29470654,0.459389227,WBGene00011139,WBGene00011139,History: N.A.
WBGene00011142,,R08D7.1,False,False,False,16.18442476,21.94289843,32.85977922,34.63284337,WBGene00011142,WBGene00011142,History: N.A.
WBGene00011143,,R08D7.2,False,False,False,14.56598228,12.72052083,22.39769705,15.61923371,WBGene00011143,WBGene00011143,History: N.A.
WBGene00011144,,R08D7.4,False,True,True,21.03975218,19.71680728,6.778250422,8.728395307,WBGene00011144,WBGene00011144,History: N.A.
WBGene00011145,,R08D7.5,False,True,True,26.43456044,31.37728471,2.652358861,2.603205618,WBGene00011145,WBGene00011145,History: N.A.
WBGene00011146,pde-2,R08D7.6,False,False,False,93.59992318,119.9704121,230.7552209,233.8922115,WBGene00011146,WBGene00011146,History: N.A.
WBGene00011155,,R09B3.2,False,False,False,19.96079053,20.35283333,40.52214926,25.39401559,WBGene00011155,WBGene00011155,History: N.A.
WBGene00011156,,R09B3.3,False,False,False,19.1515693,15.47663368,13.99856065,11.4081658,WBGene00011156,WBGene00011156,History: N.A.
WBGene00011193,,R10D12.12,False,False,False,11.05935692,12.29650347,15.91415316,14.39419577,WBGene00011193,WBGene00011193,History: Renamed on 2015-04-29
WBGene00011194,,R10D12.13,False,False,False,16.73616651,14.68593766,10.92519245,14.78398057,WBGene00011194,WBGene00011194,History: N.A.
WBGene00011205,,R10E4.9,True,True,True,17.80286723,6.784277775,0.29470654,0.153129742,WBGene00011205,WBGene00011205,History: N.A.
WBGene00011206,,R10E4.11,False,True,True,30.34579642,24.38099826,7.367663502,6.737708658,WBGene00011206,WBGene00011206,History: N.A.
WBGene00011216,usp-46,R10E11.3,False,False,False,17.1285162,20.03482031,26.81829515,19.37091239,WBGene00011216,WBGene00011216,History: Renamed on 2009-03-31
WBGene00011225,,R10H10.7,False,False,False,14.83572269,30.95326735,17.09297932,17.91617984,WBGene00011225,WBGene00011225,History: N.A.
WBGene00011230,nud-2,R11A5.2,False,False,False,48.82301468,35.19344096,40.08008945,43.41228192,WBGene00011230,WBGene00011230,History: N.A.
WBGene00011231,,R11A5.3,True,True,True,16.18442476,0.848034722,0.58941308,0.153129742,WBGene00011231,WBGene00011231,History: N.A.
WBGene00011236,,R11A8.1,False,True,True,429.5616071,794.7145388,180.065696,136.2089057,WBGene00011236,WBGene00011236,History: N.A.
WBGene00011237,,R11A8.2,False,False,False,12.40805898,10.70643836,6.630897152,7.043968143,WBGene00011237,WBGene00011237,History: N.A.
WBGene00011239,,R11A8.5,False,False,False,17.26338641,18.86877256,30.94418671,26.03205618,WBGene00011239,WBGene00011239,History: N.A.
WBGene00011240,,R11A8.7,False,False,False,67.06902688,80.56329858,179.2657782,124.1335318,WBGene00011240,WBGene00011240,History: N.A.
WBGene00011242,,R11D1.1,False,False,False,10.51987609,13.99257291,15.03003354,15.92549319,WBGene00011242,WBGene00011242,History: N.A.
WBGene00011250,,R11H6.2,False,False,False,19.96079053,19.08078124,23.28181667,22.35694237,WBGene00011250,WBGene00011250,History: N.A.
WBGene00011267,fbxb-85,R17.1,False,True,True,250.4539731,321.2991553,37.42773059,85.42087454,WBGene00011267,WBGene00011267,History: N.A.
WBGene00011268,,R17.2,False,True,True,18.34234806,18.65676388,6.188837341,4.287632783,WBGene00011268,WBGene00011268,History: N.A.
WBGene00011270,,R31.2,False,False,False,42.07950437,63.60922942,102.2631694,114.7707418,WBGene00011270,WBGene00011270,History: N.A.
WBGene00011271,,R53.1,False,True,True,17.26338641,11.66047743,6.778250422,8.269006081,WBGene00011271,WBGene00011271,History: N.A.
WBGene00011272,,R53.2,False,False,True,26.56943064,17.70272482,14.44062046,10.41282247,WBGene00011272,WBGene00011272,History: N.A.
WBGene00011275,,R53.6,False,True,False,12.40805898,7.844321178,5.894130801,8.422135823,WBGene00011275,WBGene00011275,History: N.A.
WBGene00011276,,R53.7,False,False,False,11.86857816,8.480347219,17.48592138,14.86889797,WBGene00011276,WBGene00011276,History: N.A.
WBGene00011279,asd-1,R74.5,False,False,False,13.48702063,24.91101996,48.03716603,40.80907631,WBGene00011279,WBGene00011279,History: N.A.
WBGene00011280,,R74.6,False,False,False,12.67779939,14.20458159,21.85529668,26.64457515,WBGene00011280,WBGene00011280,History: N.A.
WBGene00011281,,R74.7,False,False,False,17.08355947,21.55421585,29.76536055,36.13497322,WBGene00011281,WBGene00011281,History: N.A.
WBGene00011282,,R74.8,False,False,False,36.68469612,47.27793575,77.2131135,66.66248112,WBGene00011282,WBGene00011282,History: N.A.
WBGene00011291,,R102.4,False,True,True,29.9411858,92.22377601,0.88411962,0.765648711,WBGene00011291,WBGene00011291,History: N.A.
WBGene00011292,,R102.5,False,False,False,18.34234806,16.96069444,27.11300169,22.05068288,WBGene00011292,WBGene00011292,History: N.A.
WBGene00011299,ikke-1,R107.4,False,False,False,24.54637755,28.97451967,26.22888207,23.42885056,WBGene00011299,WBGene00011299,History: N.A.
WBGene00011300,,R107.5,False,False,False,23.06280528,25.55820435,27.70241477,39.04808427,WBGene00011300,WBGene00011300,History: N.A.
WBGene00011302,,R166.2,False,False,False,48.55327427,48.44398349,30.94418671,25.05372727,WBGene00011302,WBGene00011302,History: N.A.
WBGene00011303,,R166.3,False,True,True,258.0632217,404.2248363,26.64147122,34.30106226,WBGene00011303,WBGene00011303,History: N.A.
WBGene00011306,,R186.3,False,False,False,10.7896165,16.21866406,15.32474008,11.17847118,WBGene00011306,WBGene00011306,History: N.A.
WBGene00011308,,R186.7,False,False,True,19.69105012,15.26462499,13.55650084,9.417479148,WBGene00011308,WBGene00011308,History: N.A.
WBGene00011311,,T01B7.5,False,False,False,24.95098817,19.29278992,26.52358861,28.40556718,WBGene00011311,WBGene00011311,History: N.A.
WBGene00011312,,T01B7.6,False,False,False,18.16252112,20.56484201,31.82830633,26.03205618,WBGene00011312,WBGene00011312,History: N.A.
WBGene00011318,cdt-2,T01C3.1,False,False,False,38.30313859,28.83318055,29.47065401,40.42625195,WBGene00011318,WBGene00011318,History: N.A.
WBGene00011320,,T01C3.3,False,False,False,37.76365777,60.74048696,99.97919372,81.84784723,WBGene00011320,WBGene00011320,History: N.A.
WBGene00011323,mut-15,T01C3.8,False,False,False,46.12561056,39.64562325,59.53072109,49.43538512,WBGene00011323,WBGene00011323,History: Renamed on 2013-10-16
WBGene00011324,,T01C3.9,False,False,False,17.93773744,19.61080294,16.50356624,12.48007399,WBGene00011324,WBGene00011324,History: Renamed on 2019-05-20
WBGene00011326,,T01D3.1,False,True,True,16.99364599,44.30981422,0.0,0.0,WBGene00011326,WBGene00011326,"History: Split into ""WBGene00045409"" on 2007-05-02"
WBGene00011329,,T01D3.5,False,False,False,20.36540115,23.32095485,17.6823924,14.47076064,WBGene00011329,WBGene00011329,History: N.A.
WBGene00011333,,T01E8.5,False,False,False,195.0223183,288.8618272,287.4862298,260.3460834,WBGene00011333,WBGene00011333,History: N.A.
WBGene00011334,,T01E8.6,False,False,False,15.37520352,22.68492881,50.78776041,33.53541355,WBGene00011334,WBGene00011334,History: N.A.
WBGene00011338,,T01G1.3,False,False,False,44.77690849,63.39059546,95.77962552,93.86853199,WBGene00011338,WBGene00011338,History: N.A.
WBGene00011344,,T01G9.2,False,False,True,13.62189084,15.26462499,7.662370042,4.440762525,WBGene00011344,WBGene00011344,History: N.A.
WBGene00011348,,T01H3.2,False,False,False,27.7832625,25.76827245,25.63946899,25.87892644,WBGene00011348,WBGene00011348,History: N.A.
WBGene00011349,,T01H3.3,False,False,False,36.95443653,33.7093802,29.47065401,22.12724775,WBGene00011349,WBGene00011349,History: N.A.
WBGene00011350,,T01H3.4,False,False,False,32.90833034,47.27793575,59.23601455,51.29846365,WBGene00011350,WBGene00011350,History: N.A.
WBGene00011352,rskn-1,T01H8.1,False,False,False,25.35559879,20.83852594,20.33475126,31.69785664,WBGene00011352,WBGene00011352,History: N.A.
WBGene00011365,,T02C1.1,True,True,True,73.99878653,18.02073784,0.58941308,0.306259484,WBGene00011365,WBGene00011365,History: N.A.
WBGene00011367,,T02C12.2,False,False,False,10.25013568,13.56855555,10.90414198,13.7816768,WBGene00011367,WBGene00011367,History: N.A.
WBGene00011368,,T02C12.3,False,False,False,23.73715631,25.547046,45.67951371,43.64197654,WBGene00011368,WBGene00011368,History: N.A.
WBGene00011375,,T02E1.2,False,False,False,19.78096359,25.86505902,21.02239986,16.46144729,WBGene00011375,WBGene00011375,History: N.A.
WBGene00011376,gla-3,T02E1.3,False,False,False,25.7602094,31.16527603,45.09010063,42.30209129,WBGene00011376,WBGene00011376,History: N.A.
WBGene00011388,,T02G6.5,False,True,True,22.38845425,23.53296353,0.29470654,0.918778453,WBGene00011388,WBGene00011388,History: N.A.
WBGene00011393,,T03D8.6,True,True,True,122.5970175,45.15784894,0.0,0.0,WBGene00011393,WBGene00011393,History: N.A.
WBGene00011398,qdpr-1,T03F6.1,True,False,False,174.7917874,31.58929339,3747.046304,171.8115708,WBGene00011398,WBGene00011398,History: N.A.
WBGene00011399,,T03F6.3,True,True,True,15.91468434,6.784277775,4.125891561,5.972059947,WBGene00011399,WBGene00011399,History: N.A.
WBGene00011408,,T04A8.6,False,False,False,12.13831857,18.78926931,20.6294578,24.80701824,WBGene00011408,WBGene00011408,History: N.A.
WBGene00011409,,T04A8.7,False,False,False,26.02994982,23.70963743,24.16593629,17.227096,WBGene00011409,WBGene00011409,History: N.A.
WBGene00011410,,T04A8.8,False,False,False,14.83572269,18.23274652,34.77537173,36.44487865,WBGene00011410,WBGene00011410,History: N.A.
WBGene00011411,sel-13,T04A8.10,True,False,False,10.51987609,4.982203991,6.962442009,9.723738632,WBGene00011411,WBGene00011411,History: N.A.
WBGene00011412,,T04A8.11,False,False,False,13.08241001,16.3246684,8.841196202,12.40350912,WBGene00011412,WBGene00011412,History: N.A.
WBGene00011415,him-18,T04A8.15,False,True,True,19.96079053,19.5047986,6.83719173,7.043968143,WBGene00011415,WBGene00011415,History: Renamed on 2010-05-07
WBGene00011433,pde-1,T04D3.3,True,True,True,166.1600942,79.2912465,0.0,0.306259484,WBGene00011433,WBGene00011433,History: N.A.
WBGene00011449,,T04H1.2,False,False,False,29.67144539,26.81909808,26.52358861,18.98808804,WBGene00011449,WBGene00011449,"History: Split into T04H1.13(WBGene00303076). History of WBGene00011449: Split into ""WBGene00303076"" on 2018-03-02"
WBGene00011464,,T05B9.1,False,False,False,24.81611796,37.10151908,66.60367806,45.55609832,WBGene00011464,WBGene00011464,History: N.A.
WBGene00011480,,T05E11.3,False,False,False,13.21728022,7.738316838,10.75678871,9.800303503,WBGene00011480,WBGene00011480,History: N.A.
WBGene00011481,imp-2,T05E11.5,False,False,False,27.51352209,29.46920659,36.24890443,36.44487865,WBGene00011481,WBGene00011481,History: N.A.
WBGene00011482,,T05E11.6,False,False,False,16.72390558,13.14453819,11.49355506,9.953433245,WBGene00011482,WBGene00011482,History: Renamed on 2018-12-11
WBGene00011488,nra-2,T05F1.1,False,True,True,48.01379345,31.37728471,16.79827278,12.40350912,WBGene00011488,WBGene00011488,History: N.A.
WBGene00011489,,T05F1.2,False,False,False,53.20629639,34.7694236,29.76536055,36.90426788,WBGene00011489,WBGene00011489,History: N.A.
WBGene00011497,,T05F1.13,True,True,True,116.1232476,31.16527603,0.58941308,0.918778453,WBGene00011497,WBGene00011497,History: N.A.
WBGene00011498,,T05G5.1,False,True,True,39.38210024,316.7409686,2.652358861,5.053281494,WBGene00011498,WBGene00011498,History: N.A.
WBGene00011499,,T05G5.4,False,False,False,45.85587014,353.9249355,365.8967747,611.5484843,WBGene00011499,WBGene00011499,History: N.A.
WBGene00011501,rmd-1,T05G5.7,False,False,False,15.24033331,14.62859895,21.6609307,22.35694237,WBGene00011501,WBGene00011501,History: N.A.
WBGene00011502,vps-53,T05G5.8,False,False,False,28.32274332,40.03430583,63.21455284,67.83647581,WBGene00011502,WBGene00011502,History: N.A.
WBGene00011503,,T05G5.9,False,False,False,17.53312682,11.66047743,13.85120738,12.93946322,WBGene00011503,WBGene00011503,History: N.A.
WBGene00011507,,T05H10.1,False,False,False,59.34289078,81.09332028,76.62370042,83.60883926,WBGene00011507,WBGene00011507,History: N.A.
WBGene00011510,,T05H10.6,False,False,False,13.89163125,12.82652517,17.53503913,17.45679061,WBGene00011510,WBGene00011510,History: N.A.
WBGene00011511,,T05H10.7,False,True,True,40.05645127,36.04147568,15.17738681,16.92083652,WBGene00011511,WBGene00011511,History: N.A.
WBGene00011513,fbxa-197,T06C12.4,False,False,False,24.88355306,48.28497698,24.6079961,29.0691294,WBGene00011513,WBGene00011513,History: N.A.
WBGene00011526,,T06D8.5,False,False,False,17.93773744,19.71680728,15.03003354,9.953433245,WBGene00011526,WBGene00011526,History: N.A.
WBGene00011527,cchl-1,T06D8.6,False,False,False,14.56598228,10.60043402,29.47065401,16.15518781,WBGene00011527,WBGene00011527,History: N.A.
WBGene00011531,rsbp-1,T06D10.1,False,True,True,199.0684245,153.1762716,0.29470654,1.071908196,WBGene00011531,WBGene00011531,"History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
WBGene00011532,,T06D10.2,False,False,False,23.01784854,18.12674218,12.96708776,18.37556907,WBGene00011532,WBGene00011532,History: N.A.
WBGene00011538,,T06E6.1,False,False,False,33.98729199,36.67750172,64.24602573,57.95960744,WBGene00011538,WBGene00011538,History: N.A.
WBGene00011543,acl-2,T06E8.1,False,False,False,18.07260765,13.56855555,22.71345405,15.08327961,WBGene00011543,WBGene00011543,History: N.A.
WBGene00011559,umps-1,T07C4.1,False,False,False,10.51987609,9.964407983,10.3147289,16.99740139,WBGene00011559,WBGene00011559,History: Renamed on 2014-11-12
WBGene00011560,,T07C4.3,False,False,False,41.27028313,57.66636109,94.60079936,84.37448797,WBGene00011560,WBGene00011560,History: N.A.
WBGene00011562,,T07C4.10,False,False,False,65.03132711,89.78609119,127.2504885,137.361207,WBGene00011562,WBGene00011562,"History: Split into ""WBGene00044098"" on 2005-02-03"
WBGene00011575,,T07C12.11,False,True,True,11.59883774,12.50851215,0.0,0.0,WBGene00011575,WBGene00011575,History: N.A.
WBGene00011576,,T07C12.12,False,True,True,32.0991091,23.10894617,5.010011181,5.206411236,WBGene00011576,WBGene00011576,History: N.A.
WBGene00011580,ddx-19,T07D4.4,False,False,False,36.95443653,55.33426561,123.2855693,91.87784534,WBGene00011580,WBGene00011580,History: N.A.
WBGene00011589,,T07F10.3,False,False,False,41.96711253,33.78004976,43.12539036,36.54441298,WBGene00011589,WBGene00011589,History: N.A.
WBGene00011591,,T07F10.5,True,True,True,33.55483379,11.47745197,2.861694062,2.739320944,WBGene00011591,WBGene00011591,History: N.A.
WBGene00011592,,T07F10.6,True,True,True,86.45180224,38.53257768,0.29470654,0.459389227,WBGene00011592,WBGene00011592,History: N.A.
WBGene00011597,zim-1,T07G12.6,False,False,False,21.71410322,32.75534113,52.75247067,29.47747538,WBGene00011597,WBGene00011597,History: N.A.
WBGene00011600,zim-2,T07G12.10,False,False,False,15.64494393,15.05261631,22.10299051,13.93480654,WBGene00011600,WBGene00011600,History: N.A.
WBGene00011601,zim-3,T07G12.11,False,False,False,16.31929496,23.53296353,38.82758665,34.3120001,WBGene00011601,WBGene00011601,History: N.A.
WBGene00011604,,T08A11.1,False,False,False,60.15211201,109.343477,157.446969,139.6055672,WBGene00011604,WBGene00011604,History: N.A.
WBGene00011605,,T08A11.2,False,False,False,39.38210024,49.43335733,72.22989382,62.55860403,WBGene00011605,WBGene00011605,History: Renamed on 2005-03-17
WBGene00011612,,T08D2.7,False,False,False,23.4674159,24.69901128,45.2374539,20.21312598,WBGene00011612,WBGene00011612,History: N.A.
WBGene00011625,vps-39,T08G5.5,False,False,False,16.45416517,18.12674218,26.52358861,22.96946134,WBGene00011625,WBGene00011625,History: N.A.
WBGene00011629,,T08G11.1,False,False,False,75.39244533,65.47534749,109.1887731,105.2001329,WBGene00011629,WBGene00011629,History: N.A.
WBGene00011631,,T08G11.4,False,False,False,25.35559879,27.56112846,24.90270264,30.31968896,WBGene00011631,WBGene00011631,History: N.A.
WBGene00011635,,T09A5.7,False,True,True,74.31348368,61.80053036,11.50074303,9.494044019,WBGene00011635,WBGene00011635,History: N.A.
WBGene00011636,,T09A5.8,False,False,False,18.88182888,31.37728471,40.08008945,25.95549131,WBGene00011636,WBGene00011636,History: Renamed on 2013-11-11
WBGene00011637,,T09A5.9,False,False,False,16.48413633,20.67084635,18.10212596,9.417479148,WBGene00011637,WBGene00011637,History: Renamed on 2018-08-01
WBGene00011638,ostb-1,T09A5.11,False,False,False,92.79070194,109.0784661,321.5248352,168.5958462,WBGene00011638,WBGene00011638,History: N.A.
WBGene00011639,ztf-17,T09A5.12,False,False,False,31.55962828,35.829467,20.33475126,23.5819803,WBGene00011639,WBGene00011639,History: N.A.
WBGene00011641,,T09A5.15,False,False,False,14.29624187,10.8124427,104.3506741,7.50335737,WBGene00011641,WBGene00011641,History: N.A.
WBGene00011647,,T09E8.1,False,False,False,20.43283626,45.36985762,29.47065401,23.88823979,WBGene00011647,WBGene00011647,History: N.A.
WBGene00011648,,T09E8.3,False,False,False,20.77001177,27.56112846,80.89694525,42.03411424,WBGene00011648,WBGene00011648,History: Renamed on 2013-05-21
WBGene00011662,,T09F3.2,False,False,False,15.10546311,21.41287673,30.94418671,27.63991847,WBGene00011662,WBGene00011662,"History: Split into T09F3.7(WBGene00303079). History of WBGene00011662: Split into ""WBGene00303079"" on 2018-03-02"
WBGene00011663,,T09F3.4,False,True,True,22.38845425,32.01331075,2.357652321,1.531297422,WBGene00011663,WBGene00011663,History: N.A.
WBGene00011664,,T09F3.5,False,False,False,19.01669909,20.24682899,41.40626888,31.69785664,WBGene00011664,WBGene00011664,History: N.A.
WBGene00011680,,T10B10.3,False,False,True,19.42130971,14.20458159,10.90414198,6.278319432,WBGene00011680,WBGene00011680,History: N.A.
WBGene00011696,eea-1,T10G3.5,False,False,False,86.72154266,84.16744615,58.20454166,67.75991094,WBGene00011696,WBGene00011696,History: N.A.
WBGene00011712,,T11F9.10,False,False,False,301.9069568,236.2836744,345.5434182,158.8721076,WBGene00011712,WBGene00011712,History: N.A.
WBGene00011720,,T11G6.5,False,False,False,69.95268034,79.71526386,71.17162943,59.69507785,WBGene00011720,WBGene00011720,History: N.A.
WBGene00011722,,T11G6.8,False,False,False,23.4674159,27.91447626,47.15304641,43.69301978,WBGene00011722,WBGene00011722,History: N.A.
WBGene00011729,set-16,T12D8.1,False,False,False,63.25412676,85.90591733,150.7423952,95.50702023,WBGene00011729,WBGene00011729,History: Renamed on 2007-05-03
WBGene00011730,drr-2,T12D8.2,True,True,True,50.30658695,21.94289843,14.735327,18.52869881,WBGene00011730,WBGene00011730,History: N.A.
WBGene00011733,,T12D8.5,False,True,False,37.02187163,56.18230033,0.29470654,32.46350535,WBGene00011733,WBGene00011733,History: N.A.
WBGene00011734,,T12D8.6,False,False,False,14.70085249,21.41287673,38.31185021,35.06671097,WBGene00011734,WBGene00011734,History: N.A.
WBGene00011735,,T12D8.8,False,False,False,13.75676104,11.13045573,11.49355506,13.32228757,WBGene00011735,WBGene00011735,History: N.A.
WBGene00011737,,T12G3.1,False,False,False,883.3548946,736.4828212,4714.911699,3305.846545,WBGene00011737,WBGene00011737,History: N.A.
WBGene00011742,,T12G3.7,False,False,False,13.21728022,18.51542476,10.90414198,7.197097885,WBGene00011742,WBGene00011742,History: N.A.
WBGene00011743,,T13F2.2,True,True,False,11.59883774,4.664190971,4.125891561,8.88152505,WBGene00011743,WBGene00011743,History: N.A.
WBGene00011746,,T13F2.6,False,False,False,39.92158107,35.829467,30.94418671,23.12259108,WBGene00011746,WBGene00011746,History: N.A.
WBGene00011747,sna-2,T13F2.7,False,False,False,23.19767549,29.36320225,42.43774177,35.21984071,WBGene00011747,WBGene00011747,History: N.A.
WBGene00011757,,T13H5.3,False,True,True,16.18442476,86.81755466,0.0,0.306259484,WBGene00011757,WBGene00011757,History: N.A.
WBGene00011758,,T13H5.4,False,False,False,33.67259484,36.8895104,62.9198463,51.69404882,WBGene00011758,WBGene00011758,History: Renamed on 2005-03-17; Renamed on 2021-03-11
WBGene00011759,,T13H5.5,False,True,True,14.02650146,15.26462499,6.188837341,4.747022009,WBGene00011759,WBGene00011759,History: N.A.
WBGene00011761,,T13H5.8,False,True,True,24.41150734,41.76571006,3.831185021,5.053281494,WBGene00011761,WBGene00011761,History: N.A.
WBGene00011771,,T14G8.3,True,True,True,25.6253392,5.370886572,0.29470654,1.684427165,WBGene00011771,WBGene00011771,History: N.A.
WBGene00011775,,T14G10.5,False,False,False,22.11871383,32.72000635,55.69953607,49.69060136,WBGene00011775,WBGene00011775,History: N.A.
WBGene00011776,,T14G10.7,False,False,False,16.72390558,13.14453819,14.78690065,14.71746967,WBGene00011776,WBGene00011776,History: Renamed on 2018-12-11
WBGene00011788,,T15H9.2,False,False,False,13.48702063,16.11265972,29.76625904,29.29371969,WBGene00011788,WBGene00011788,History: N.A.
WBGene00011791,,T15H9.6,False,True,True,47.33944241,27.88620844,0.58941308,1.242052354,WBGene00011791,WBGene00011791,History: N.A.
WBGene00011803,,T16G12.1,False,True,True,40.19132148,45.0518446,19.45063164,3.675113814,WBGene00011803,WBGene00011803,History: N.A.
WBGene00011804,,T16G12.3,False,False,True,10.29509241,6.519266925,17.09297932,4.160024664,WBGene00011804,WBGene00011804,History: N.A.
WBGene00011805,,T16G12.4,False,False,False,134.3307255,250.488256,2749.80849,492.7459889,WBGene00011805,WBGene00011805,History: N.A.
WBGene00011806,ekl-6,T16G12.5,False,False,False,53.4086017,71.39392315,71.85927802,61.07324553,WBGene00011806,WBGene00011806,"History: Split into T16G12.12(WBGene00269433). History of WBGene00011806: Split into ""WBGene00269433"" on 2016-04-19"
WBGene00011807,,T16G12.6,False,False,False,29.67144539,22.68492881,21.51357743,23.5819803,WBGene00011807,WBGene00011807,History: N.A.
WBGene00011809,,T16G12.8,False,True,True,38.572879,65.29867359,7.957076582,6.584578916,WBGene00011809,WBGene00011809,"History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
WBGene00011812,,T16H12.2,False,False,False,156.3145691,119.1488784,1722.854433,1111.415669,WBGene00011812,WBGene00011812,History: N.A.
WBGene00011813,,T16H12.3,False,False,True,18.61208847,23.95698089,14.07223729,8.119205246,WBGene00011813,WBGene00011813,History: N.A.
WBGene00011815,bath-43,T16H12.5,False,False,False,13.23802948,20.35283333,21.50710956,17.13594735,WBGene00011815,WBGene00011815,History: Renamed on 2020-03-30
WBGene00011819,,T16H12.11,False,False,False,49.0927551,76.11111629,78.6866462,91.80128047,WBGene00011819,WBGene00011819,History: N.A.
WBGene00011827,,T19A6.1,False,False,False,12.22823204,12.93252951,20.82592883,21.99963963,WBGene00011827,WBGene00011827,History: N.A.
WBGene00011829,,T19A6.4,False,True,True,79.30368131,137.5936336,0.58941308,1.071908196,WBGene00011829,WBGene00011829,History: N.A.
WBGene00011835,,T19B10.8,False,False,False,25.35559879,40.28164929,46.26892679,35.19431909,WBGene00011835,WBGene00011835,History: N.A.
