# Table S2. Genes depleted for 22G-RNAs in parn-1,prg-1,and parn-1; prg-1 double mutant animals,Related to Figure 6
# # ""FALSE"" indicates  fold change ≤ 2,NA,NA,NA
# # ""TRUE"" indicates  fold change > 2,NA,NA,NA
# #  Genes with Reads Per Million greater than 10 in wild-type were listed,NA,NA,NA
WormBaseID,Gene_symbol_1,Gene_symbol_2,wild-type vs. parn-1,wild-type vs .prg-1,wild-type vs. prg-1; parn-1,wild-type,parn-1,prg-1,prg-1; parn-1,Input,Suggested Match,History
WBGene00002783,let-607,F57B10.1,False,False,False,14.43111207,12.19049913,21.21887088,24.12599386,WBGene00002783,WBGene00002783,History: N.A.
WBGene00002845,let-711,F57B9.2,False,False,False,67.70484357,81.09332028,109.3361264,96.16547812,WBGene00002845,WBGene00002845,History: Renamed on 2007-04-12
WBGene00002850,let-716,C16A3.3,False,False,False,63.25412676,90.84571959,117.2440852,117.1570136,WBGene00002850,WBGene00002850,History: N.A.
WBGene00002855,let-721,C05D11.12,False,False,False,21.3094926,18.86877256,26.81829515,22.2803775,WBGene00002855,WBGene00002855,History: N.A.
WBGene00002879,let-754,C29E4.8,False,False,False,31.34491608,43.55923058,78.81821162,52.58457119,WBGene00002879,WBGene00002879,History: N.A.
WBGene00002889,let-765,F20H11.2,False,False,False,70.67854976,89.77394207,205.6384239,125.9906552,WBGene00002889,WBGene00002889,History: Renamed on 2010-04-09
WBGene00002957,let-858,F33A8.1,False,False,False,27.51352209,42.61374478,54.37335664,56.55591813,WBGene00002957,WBGene00002957,History: N.A.
WBGene00002977,lev-10,Y105E8A.7,False,True,True,93.26274766,93.1248129,0.29470654,10.10656299,WBGene00002977,WBGene00002977,History: N.A.
WBGene00002980,lgg-1,C32D5.9,False,False,False,20.50027136,20.77685069,13.55650084,12.44179156,WBGene00002980,WBGene00002980,History: Renamed on 2008-02-29
WBGene00002981,lgg-2,ZK593.6,False,False,False,12.94753981,20.14082465,43.02715485,37.28709223,WBGene00002981,WBGene00002981,History: Renamed on 2008-02-29
WBGene00002985,lig-1,C29A12.3,False,False,False,30.75040704,28.30315884,42.2903885,46.09205241,WBGene00002985,WBGene00002985,History: N.A.
WBGene00002986,lig-4,C07H6.1,False,True,False,25.08585837,41.12968401,12.08296814,15.61923371,WBGene00002986,WBGene00002986,History: N.A.
WBGene00002990,lin-1,C37F5.1,False,False,False,189.4219936,309.5649796,163.3586419,235.814881,WBGene00002990,WBGene00002990,History: Renamed on 2011-11-08
WBGene00002992,lin-3,F36H1.4,False,False,False,18.61208847,31.73063251,28.58653439,19.37091239,WBGene00002992,WBGene00002992,History: Renamed on 2006-10-05
WBGene00002994,lin-5,T09A5.10,False,False,False,114.6396754,146.2859895,218.0828397,177.2476766,WBGene00002994,WBGene00002994,History: N.A.
WBGene00002998,lin-9,ZK637.7,False,False,False,44.37229788,53.2141788,75.9606107,77.4070847,WBGene00002998,WBGene00002998,History: N.A.
WBGene00003002,lin-13,C03B8.4,False,False,False,127.2500397,109.2904748,194.3589632,172.4704317,WBGene00003002,WBGene00003002,History: N.A.
WBGene00003009,lin-23,K10B2.1,False,False,False,30.88527724,31.16527603,43.91127447,36.29174891,WBGene00003009,WBGene00003009,History: N.A.
WBGene00003010,lin-24,B0001.1,False,False,False,13.21728022,15.05261631,18.86121856,14.08793629,WBGene00003010,WBGene00003010,History: N.A.
WBGene00003012,lin-26,F18A1.2,False,False,False,13.08241001,16.21866406,22.10299051,11.10190631,WBGene00003012,WBGene00003012,History: N.A.
WBGene00003017,lin-31,K10G6.1,False,True,True,14.02650146,14.41659027,0.036838318,0.076564871,WBGene00003017,WBGene00003017,History: N.A.
WBGene00003020,lin-35,C32F10.2,False,False,False,68.78380522,57.18934156,74.85546118,60.40968331,WBGene00003020,WBGene00003020,History: N.A.
WBGene00003021,lin-36,F44B9.6,False,False,False,77.65695198,92.08813054,40.04830737,39.477763,WBGene00003021,WBGene00003021,History: N.A.
WBGene00003022,lin-37,ZK418.4,False,False,False,15.91468434,17.80872916,20.04004472,19.60060701,WBGene00003022,WBGene00003022,History: N.A.
WBGene00003025,lin-40,T27C4.4,False,False,False,37.35904715,34.39118084,44.64804082,37.8996112,WBGene00003025,WBGene00003025,History: Renamed on 2007-03-01
WBGene00003026,lin-41,C12C8.3,False,False,False,15.10546311,20.84752025,21.51357743,20.82564494,WBGene00003026,WBGene00003026,History: Renamed on 2005-08-24
WBGene00003030,lin-45,Y73B6A.5,False,False,False,58.0481368,79.8212682,39.07128629,33.45510844,WBGene00003030,WBGene00003030,History: N.A.
WBGene00003034,lin-49,F42A9.2,False,False,False,71.75094976,122.117,175.2030381,172.27096,WBGene00003034,WBGene00003034,History: N.A.
WBGene00003036,lin-53,K07A1.12,False,False,False,15.10546311,23.42695919,33.00713249,28.6352618,WBGene00003036,WBGene00003036,History: N.A.
WBGene00003037,lin-54,JC8.6,False,False,False,34.39190261,32.8083433,44.50068755,37.82304633,WBGene00003037,WBGene00003037,History: N.A.
WBGene00003038,lin-56,,False,True,True,35.06625364,58.19638279,6.778250422,7.50335737,WBGene00003038,WBGene00003038,History: N.A.
WBGene00003040,lin-59,T12F5.4,False,False,False,20.23053095,17.3847118,19.1559251,18.68182855,WBGene00003040,WBGene00003040,History: N.A.
WBGene00003041,lin-61,R06C7.7,False,False,False,40.32619169,45.5818663,59.23601455,70.13342194,WBGene00003041,WBGene00003041,History: N.A.
WBGene00003044,lir-1,F18A1.3,False,True,True,22.38845425,14.94661197,9.725315822,7.426792498,WBGene00003044,WBGene00003044,History: Renamed on 2017-04-20; Renamed on 2017-05-11
WBGene00003045,lir-2,F18A1.4,False,True,True,52.05989963,83.60208967,15.91415316,13.47541732,WBGene00003045,WBGene00003045,History: N.A.
WBGene00003047,lis-1,T03F6.5,False,False,False,34.07720546,26.6070894,53.09629497,45.27536045,WBGene00003047,WBGene00003047,History: N.A.
WBGene00003048,lit-1,W06F12.1,False,False,False,15.37520352,13.78056423,19.18539576,24.34762902,WBGene00003048,WBGene00003048,History: N.A.
WBGene00003052,lmn-1,DY3.2,False,False,False,40.19132148,51.83612238,112.7989282,93.48570764,WBGene00003052,WBGene00003052,History: N.A.
WBGene00003059,lpd-2,C48E7.3,False,False,False,13.75676104,11.23646007,10.60943544,19.75373675,WBGene00003059,WBGene00003059,History: N.A.
WBGene00003060,lpd-3,Y47G6A.23,False,False,False,38.52792227,46.13544453,85.40174522,78.72570193,WBGene00003060,WBGene00003060,History: N.A.
WBGene00003061,lpd-5,ZK973.10,False,True,True,11.05935692,8.6923559,3.831185021,2.75633536,WBGene00003061,WBGene00003061,History: Renamed on 2008-02-26
WBGene00003062,lpd-6,K09H9.6,False,False,False,17.93773744,23.46986571,30.83089898,30.28140653,WBGene00003062,WBGene00003062,History: N.A.
WBGene00003063,lpd-7,R13A5.12,False,False,False,21.57923301,46.00588366,59.23601455,60.02685896,WBGene00003063,WBGene00003063,History: N.A.
WBGene00003073,lars-1,R74.1,False,False,False,28.18787312,24.38099826,43.02715485,58.18930205,WBGene00003073,WBGene00003073,History: Renamed on 2010-01-29
WBGene00003074,lars-2,ZK524.3,False,True,False,17.39825661,19.92881597,7.367663502,9.264349405,WBGene00003074,WBGene00003074,History: Renamed on 2010-01-29
WBGene00003075,lrx-1,T04H1.6,False,True,True,48.55327427,51.51810936,0.0,0.459389227,WBGene00003075,WBGene00003075,History: N.A.
WBGene00003076,lsm-1,F40F8.9,False,False,False,22.38845425,28.93918489,18.86121856,20.97877469,WBGene00003076,WBGene00003076,History: N.A.
WBGene00003078,lsm-4,F32A5.7,False,False,False,11.39653243,13.93957074,6.483543882,6.278319432,WBGene00003078,WBGene00003078,History: N.A.
WBGene00003082,lsm-8,Y73B6BL.32,False,False,False,18.74695868,28.1971545,52.75247067,29.98790785,WBGene00003082,WBGene00003082,History: N.A.
WBGene00003085,lst-3,Y37A1B.1,False,False,False,45.45125953,49.18601387,82.59150785,68.75525426,WBGene00003085,WBGene00003085,History: Renamed on 2015-11-23
WBGene00003086,lst-4,Y37A1B.2,False,False,False,17.39825661,11.55447309,21.16484135,19.22367226,WBGene00003086,WBGene00003086,History: N.A.
WBGene00003091,lys-2,Y22F5A.5,True,True,True,18.88182888,8.6923559,6.041484071,4.287632783,WBGene00003091,WBGene00003091,History: N.A.
WBGene00003119,mac-1,Y48C3A.7,False,False,False,29.13196456,28.72717621,73.52928175,44.5735158,WBGene00003119,WBGene00003119,History: N.A.
WBGene00003123,mag-1,R09B3.5,False,False,False,22.79306487,28.83318055,65.71955844,40.57938169,WBGene00003123,WBGene00003123,History: N.A.
WBGene00003124,mai-1,K10B3.9,False,True,True,101.961876,302.4303827,1.76823924,0.612518969,WBGene00003124,WBGene00003124,History: N.A.
WBGene00003130,map-2,Y116A8A.9,False,False,False,14.22880677,17.74004099,35.66980219,32.14448506,WBGene00003130,WBGene00003130,History: N.A.
WBGene00003132,mat-1,Y110A7A.17,False,False,False,29.53657518,47.24260097,69.62442009,72.35380321,WBGene00003132,WBGene00003132,History: Renamed on 2015-03-03
WBGene00003133,mat-2,W10C6.1,False,False,False,83.61952791,100.9161319,177.4133371,139.1694141,WBGene00003133,WBGene00003133,History: Renamed on 2022-01-03
WBGene00003134,mat-3,F10C5.1,False,False,False,28.32274332,43.09076431,55.84688934,53.86338683,WBGene00003134,WBGene00003134,History: Renamed on 2006-03-01; Renamed on 2016-01-22
WBGene00003136,mau-2,C09H6.3,False,False,False,28.05300291,37.31352777,47.44775295,39.5074735,WBGene00003136,WBGene00003136,History: N.A.
WBGene00003142,mau-8,Y62E10A.8,False,True,True,24.54637755,20.98885937,7.515016772,5.436105849,WBGene00003142,WBGene00003142,History: Renamed on 2006-06-16
WBGene00003144,max-2,Y38F1A.10,False,False,False,40.01149454,34.4160758,43.91371006,51.62322943,WBGene00003144,WBGene00003144,History: Renamed on 2006-12-04
WBGene00003148,mbf-1,H21P03.1,False,False,False,18.07260765,18.02073784,27.40770823,18.06930958,WBGene00003148,WBGene00003148,History: N.A.
WBGene00003150,mbk-2,F49E11.1,False,False,False,25.23571416,30.10639115,58.94757837,42.65230468,WBGene00003150,WBGene00003150,History: N.A.
WBGene00003153,mca-3,Y67D8C.10,False,False,False,66.58092518,91.40116847,61.02881267,46.07045719,WBGene00003153,WBGene00003153,History: Renamed on 2007-10-09
WBGene00003154,mcm-2,Y17G7B.5,False,False,False,65.50196353,95.83675727,84.28620534,56.97180459,WBGene00003154,WBGene00003154,History: N.A.
WBGene00003155,mcm-3,C25D7.6,False,False,False,45.31638932,52.1541354,72.7925154,64.67179447,WBGene00003155,WBGene00003155,History: N.A.
WBGene00003156,mcm-4,Y39G10AR.14,False,False,False,28.45761353,24.16898958,31.09153998,27.94617796,WBGene00003156,WBGene00003156,History: Renamed on 2015-03-03; Renamed on 2015-03-03
WBGene00003157,mcm-5,R10E4.4,False,False,False,37.76365777,38.05555815,59.08866128,45.40296857,WBGene00003157,WBGene00003157,History: N.A.
WBGene00003158,mcm-6,ZK632.1,False,False,False,29.40170498,37.31352777,58.94130801,52.70215295,WBGene00003158,WBGene00003158,History: N.A.
WBGene00003159,mcm-7,F32D1.10,False,False,False,42.07950437,57.05683614,111.3499544,82.17962833,WBGene00003159,WBGene00003159,History: N.A.
WBGene00003160,mdf-1,C50F4.11,False,False,False,57.58957809,81.62334199,137.1858944,131.9293324,WBGene00003160,WBGene00003160,History: Renamed on 2013-11-19
WBGene00003161,mdf-2,Y69A2AR.30,False,False,False,13.21728022,14.41659027,29.04262784,17.74846631,WBGene00003161,WBGene00003161,History: Renamed on 2013-11-19
WBGene00003162,mdh-1,F20H11.3,False,False,False,14.56598228,20.77685069,28.29182785,33.84167303,WBGene00003162,WBGene00003162,History: Renamed on 2010-08-18
WBGene00003163,mdl-1,R03E9.1,True,True,True,10.25013568,2.756112846,1.4735327,1.531297422,WBGene00003163,WBGene00003163,History: N.A.
WBGene00003164,mdt-6,Y57E12AL.5,False,False,False,11.59883774,8.6923559,21.80828397,12.93946322,WBGene00003164,WBGene00003164,History: N.A.
WBGene00003177,mec-15,T01E8.4,False,False,False,20.50027136,27.56112846,43.91127447,30.70251332,WBGene00003177,WBGene00003177,History: N.A.
WBGene00003182,mef-2,W10D5.1,False,True,False,50.71119757,299.2502525,1.76823924,63.85510251,WBGene00003182,WBGene00003182,History: N.A.
WBGene00003183,mei-1,T01G9.5,False,False,False,38.84261942,30.31724131,44.35333428,41.03877092,WBGene00003183,WBGene00003183,History: N.A.
WBGene00003184,mei-2,F57B10.12,False,False,False,29.67144539,29.25719791,38.60655675,53.36571517,WBGene00003184,WBGene00003184,History: N.A.
WBGene00003186,mek-2,Y54E10BL.6,False,False,False,35.4978383,38.18276336,42.95347821,39.73333987,WBGene00003186,WBGene00003186,History: N.A.
WBGene00003196,mel-11,C06C3.1,False,False,False,28.59248374,21.09486371,35.21743154,37.23604899,WBGene00003196,WBGene00003196,History: N.A.
WBGene00003209,mel-26,ZK858.4,False,False,False,35.60573447,23.85097655,19.45063164,26.03205618,WBGene00003209,WBGene00003209,History: N.A.
WBGene00003210,mel-28,C38D4.3,False,False,False,67.70772849,100.5627841,190.6751314,161.1443781,WBGene00003210,WBGene00003210,History: N.A.
WBGene00003214,mel-32,C05D11.11,False,False,False,50.44145716,70.5988906,97.8425713,89.93820194,WBGene00003214,WBGene00003214,History: N.A.
WBGene00003218,mep-1,M04B2.1,False,False,False,119.8996134,190.3837951,288.9948466,273.5626386,WBGene00003218,WBGene00003218,History: N.A.
WBGene00003220,mes-2,R06A4.7,False,False,False,26.16482002,27.56112846,54.52070991,49.61403648,WBGene00003220,WBGene00003220,History: N.A.
WBGene00003221,mes-3,F54C1.3,False,False,False,11.59883774,14.62859895,19.74533818,17.60992036,WBGene00003221,WBGene00003221,History: N.A.
WBGene00003222,mes-4,Y2H9A.1,False,False,False,54.89217397,64.87465623,108.8940666,84.06822849,WBGene00003222,WBGene00003222,History: N.A.
WBGene00003224,mes-6,C09G4.5,False,False,False,24.41150734,36.78350606,50.68952489,45.09670909,WBGene00003224,WBGene00003224,History: N.A.
WBGene00003228,mex-1,W03C9.7,False,False,False,13.89163125,19.29278992,43.32186139,30.14777631,WBGene00003228,WBGene00003228,History: N.A.
WBGene00003230,mex-5,W02A2.7,False,False,False,27.51352209,52.11880062,43.91127447,32.84632971,WBGene00003230,WBGene00003230,History: N.A.
WBGene00003231,mex-6,AH6.5,False,False,False,20.25750499,24.16898958,28.88124093,24.42419389,WBGene00003231,WBGene00003231,History: N.A.
WBGene00003235,mif-2,C52E4.2,False,False,False,98.45525061,83.74342879,1300.982021,410.0048848,WBGene00003235,WBGene00003235,History: N.A.
WBGene00003241,mig-5,T05C12.6,False,False,False,29.67144539,43.9918012,56.95203887,58.35635268,WBGene00003241,WBGene00003241,History: N.A.
WBGene00003253,mig-22,PAR2.4,False,False,False,33.58268137,37.53338862,55.44036888,58.49556153,WBGene00003253,WBGene00003253,History: N.A.
WBGene00003367,mix-1,M106.1,False,False,False,53.67834211,78.51388134,111.3499544,103.4442452,WBGene00003367,WBGene00003367,History: N.A.
WBGene00003373,mlh-1,T28A8.7,False,True,True,26.97404126,27.1371111,8.546489662,4.593892267,WBGene00003373,WBGene00003373,History: N.A.
WBGene00003387,mod-5,Y54E10BR.7,True,True,True,13.21728022,1.908078124,0.0,0.765648711,WBGene00003387,WBGene00003387,History: N.A.
WBGene00003389,mog-1,K03H1.2,False,False,False,57.18496747,70.91690362,116.1143768,102.9031868,WBGene00003389,WBGene00003389,History: N.A.
WBGene00003390,mog-2,,False,False,False,13.890742,21.4905354,20.26634201,29.92579263,WBGene00003390,WBGene00003390,History: Renamed on 2011-05-05
WBGene00003392,mog-4,C04H5.6,False,False,False,55.02704417,55.86428731,60.56219398,64.161362,WBGene00003392,WBGene00003392,History: N.A.
WBGene00003393,mog-5,EEED8.5,False,False,False,40.19132148,42.9317578,79.53898374,66.07548378,WBGene00003393,WBGene00003393,History: N.A.
WBGene00003396,mom-4,F52F12.3,False,True,True,15.64494393,22.51532187,5.599424261,5.206411236,WBGene00003396,WBGene00003396,History: N.A.
WBGene00003397,mom-5,T23D8.1,False,False,False,32.50371972,23.53296353,33.89125211,22.96946134,WBGene00003397,WBGene00003397,History: N.A.
WBGene00003401,mpk-1,F43C1.2,False,False,False,19.55617991,37.26935929,81.78106487,55.39468425,WBGene00003401,WBGene00003401,History: N.A.
WBGene00003402,mpk-2,C04G6.1,False,True,True,15.91468434,39.64562325,0.392942053,0.153129742,WBGene00003402,WBGene00003402,History: N.A.
WBGene00003405,mre-11,ZC302.1,False,False,False,30.48066663,40.49365797,30.35477363,31.16190255,WBGene00003405,WBGene00003405,History: N.A.
WBGene00003406,mrg-1,Y37D8A.9,False,False,False,17.80286723,29.11585879,46.56363333,41.95754937,WBGene00003406,WBGene00003406,History: N.A.
WBGene00003410,mrp-4,F21G4.2,False,False,True,45.99074035,64.02662151,41.99568196,21.82098827,WBGene00003410,WBGene00003410,History: N.A.
WBGene00003413,mrp-7,Y43F8C.12,False,False,False,26.56943064,28.14415233,22.69240359,19.44747726,WBGene00003413,WBGene00003413,History: N.A.
WBGene00003415,mars-1,F58B3.5,False,False,False,25.08585837,23.74497221,49.51069873,36.82770301,WBGene00003415,WBGene00003415,History: Renamed on 2010-01-29; Renamed on 2015-03-25
WBGene00003418,msh-2,H26D21.2,False,False,False,22.92793507,26.28907638,40.08008945,38.28243556,WBGene00003418,WBGene00003418,History: N.A.
WBGene00003421,msh-5,F09E8.3,False,False,False,58.53366954,80.13928122,135.6239497,113.469139,WBGene00003421,WBGene00003421,History: N.A.
WBGene00003422,msh-6,Y47G6A.11,False,False,False,40.55097536,51.99512889,39.19596983,44.25449551,WBGene00003422,WBGene00003422,History: N.A.
WBGene00003472,mtk-1,B0414.7,False,True,True,37.49391735,39.22160589,16.50356624,13.7816768,WBGene00003472,WBGene00003472,History: N.A.
WBGene00003475,mtm-1,Y110A7A.5,False,False,False,28.86222415,35.90013656,55.69953607,58.95495076,WBGene00003475,WBGene00003475,History: N.A.
WBGene00003476,mtm-3,T24A11.1,False,False,False,46.9348318,46.00588366,32.85977922,35.98548943,WBGene00003476,WBGene00003476,History: N.A.
WBGene00003478,mtm-6,F53A2.8,True,False,False,26.09738492,12.83225513,18.27180548,22.58663698,WBGene00003478,WBGene00003478,History: N.A.
WBGene00003479,mtm-9,Y39H10A.3,False,False,False,12.54292919,9.010368921,8.841196202,11.35074214,WBGene00003479,WBGene00003479,History: N.A.
WBGene00003480,klf-3,F54H5.4,True,True,True,52.32964005,7.208295136,0.0,1.225037938,WBGene00003480,WBGene00003480,History: N.A.
WBGene00003499,mut-2,K04F10.6,False,True,False,13.35215042,10.91844704,6.483543882,10.18312786,WBGene00003499,WBGene00003499,History: Renamed on 2006-07-10
WBGene00003504,mut-7,ZK1098.8,False,False,False,64.46795862,90.73971525,196.0535258,163.8488242,WBGene00003504,WBGene00003504,History: N.A.
WBGene00003507,mut-14,C14C11.6,False,False,False,62.31003531,90.81038481,160.9195944,135.6729516,WBGene00003507,WBGene00003507,History: N.A.
WBGene00003508,mut-16,B0379.3,False,False,False,50.86193486,82.70292344,135.2858984,110.4672439,WBGene00003508,WBGene00003508,History: Renamed on 2013-10-16
WBGene00003509,mxl-1,T19B10.11,True,True,True,10.25013568,4.028164929,3.241771941,2.296946134,WBGene00003509,WBGene00003509,History: N.A.
WBGene00003523,nas-4,C05D11.6,False,True,True,52.59938046,183.3875086,0.88411962,1.37816768,WBGene00003523,WBGene00003523,History: N.A.
WBGene00003552,nas-36,C26C6.3,False,True,True,115.4488966,271.7067914,1.17882616,0.612518969,WBGene00003552,WBGene00003552,History: N.A.
WBGene00003559,ncl-1,ZK112.2,False,False,False,62.0402949,86.05689321,198.4062663,130.5291124,WBGene00003559,WBGene00003559,History: N.A.
WBGene00003576,ndc-80,W01B6.9,False,False,False,41.00054272,36.99551474,38.31185021,37.21052736,WBGene00003576,WBGene00003576,History: Renamed on 2006-01-16
WBGene00003579,ndx-2,W02G9.1,False,False,False,62.37747042,49.18601387,435.6918374,179.1617984,WBGene00003579,WBGene00003579,History: N.A.
WBGene00003582,dcap-2,F52G2.1,False,True,True,35.67316957,30.74125867,4.715304641,8.039311467,WBGene00003582,WBGene00003582,History: Renamed on 2005-12-19
WBGene00003584,ndx-7,C43E11.7,False,True,True,17.53312682,20.35283333,8.546489662,7.656487112,WBGene00003584,WBGene00003584,History: N.A.
WBGene00003585,ndx-8,Y87G2A.14,False,True,False,18.61208847,71.44692532,0.58941308,66.22861352,WBGene00003585,WBGene00003585,History: N.A.
WBGene00003587,ned-8,F45H11.2,False,False,False,12.40805898,8.480347219,17.09297932,14.54732551,WBGene00003587,WBGene00003587,History: N.A.
WBGene00003588,nex-1,ZC155.1,False,False,False,13.08241001,13.78056423,11.93561487,10.71908196,WBGene00003588,WBGene00003588,History: N.A.
WBGene00003592,nfi-1,ZK1290.4,False,False,False,48.01379345,61.93682166,98.87404419,89.81059382,WBGene00003592,WBGene00003592,History: N.A.
WBGene00003593,nfm-1,F42A10.2,False,True,True,130.4194895,71.70133574,0.58941308,1.071908196,WBGene00003593,WBGene00003593,History: N.A.
WBGene00003596,ngp-1,T19A6.2,False,False,False,41.54002354,76.48213148,85.09651344,64.31449174,WBGene00003596,WBGene00003596,History: N.A.
WBGene00003598,nhl-2,F26F4.7,False,False,False,44.9117787,57.24234373,67.92985749,65.10201613,WBGene00003598,WBGene00003598,History: N.A.
WBGene00003600,nhr-1,R09G11.2,False,True,True,47.02474527,44.41581856,2.06294578,2.858421855,WBGene00003600,WBGene00003600,History: N.A.
WBGene00003602,nhr-3,H01A20.1,True,True,True,90.90251905,18.76276822,0.0,0.612518969,WBGene00003602,WBGene00003602,History: N.A.
WBGene00003607,nhr-8,F33D4.1,False,True,True,16.18442476,38.69158419,0.88411962,1.148473067,WBGene00003607,WBGene00003607,History: N.A.
WBGene00003614,nhr-15,F33E11.1,False,False,False,289.4988978,307.0945737,838.2436355,522.9380697,WBGene00003614,WBGene00003614,History: N.A.
WBGene00003622,nhr-23,C01H6.5,False,False,False,48.55327427,26.71309374,47.44775295,41.49816015,WBGene00003622,WBGene00003622,History: Renamed on 2015-03-05
WBGene00003624,nhr-28,C11G6.4,False,True,True,15.64494393,8.79836024,0.29470654,0.153129742,WBGene00003624,WBGene00003624,History: N.A.
WBGene00003636,nhr-46,C45E5.6,False,False,False,11.19422712,17.59672048,9.234138255,6.584578916,WBGene00003636,WBGene00003636,History: N.A.
WBGene00003637,nhr-47,C24G6.4,False,True,True,18.88182888,20.03482031,1.03147289,1.990686649,WBGene00003637,WBGene00003637,History: Renamed on 2005-12-15
WBGene00003638,nhr-48,ZK662.3,True,True,True,22.38845425,6.572269095,2.357652321,0.918778453,WBGene00003638,WBGene00003638,History: N.A.
WBGene00003639,nhr-49,K10C3.6,False,False,False,33.71755158,34.98143228,50.24746508,36.59800839,WBGene00003639,WBGene00003639,History: N.A.
WBGene00003648,nhr-58,R11G11.2,False,True,True,36.68469612,52.36614408,0.0,0.765648711,WBGene00003648,WBGene00003648,History: N.A.
WBGene00003656,nhr-66,T09A12.4,False,False,False,55.16191438,31.58929339,46.41628006,50.76250955,WBGene00003656,WBGene00003656,History: N.A.
WBGene00003674,nhr-84,T06C12.7,False,True,True,24.27663714,79.92727254,0.58941308,0.68908384,WBGene00003674,WBGene00003674,History: N.A.
WBGene00003676,nhr-86,Y40B10A.8,False,False,False,28.45761353,37.73754513,63.95131919,57.2705236,WBGene00003676,WBGene00003676,History: N.A.
WBGene00003688,nhr-98,M02H5.6,True,True,True,18.29739132,5.300217012,0.0,0.153129742,WBGene00003688,WBGene00003688,History: N.A.
WBGene00003750,nlp-12,M01D7.5,False,False,False,19.1515693,63.60572192,65.4248519,127.4039455,WBGene00003750,WBGene00003750,History: N.A.
WBGene00003777,nmy-2,F20G4.3,False,False,False,45.94578362,52.89616578,58.79395474,53.36571517,WBGene00003777,WBGene00003777,History: N.A.
WBGene00003783,nos-1,R03D7.7,False,False,False,13.75676104,16.96069444,26.96564842,23.12259108,WBGene00003783,WBGene00003783,History: N.A.
WBGene00003785,nos-3,Y53C12B.3,False,False,False,16.45416517,24.38099826,38.31185021,34.76045149,WBGene00003785,WBGene00003785,History: N.A.
WBGene00003787,npp-1,K07F5.13,False,False,False,54.57747682,71.44692532,100.7896367,94.30239959,WBGene00003787,WBGene00003787,History: N.A.
WBGene00003788,npp-2,T01G9.4,False,False,False,34.52677281,55.8006847,46.26892679,44.63731986,WBGene00003788,WBGene00003788,History: N.A.
WBGene00003789,npp-3,K12D12.2,False,False,False,54.21782294,67.41876039,133.6960508,97.27644606,WBGene00003789,WBGene00003789,History: N.A.
WBGene00003790,npp-4,Y54E5A.4,False,False,False,36.95443653,41.55370137,74.35024997,62.49881051,WBGene00003790,WBGene00003790,History: N.A.
WBGene00003791,npp-5,F07A11.3,False,False,False,34.1221622,42.9317578,73.08722194,58.03617231,WBGene00003791,WBGene00003791,History: Renamed on 2007-03-15
WBGene00003792,npp-6,F56A3.3,False,False,False,62.17516511,89.5736675,154.8682868,133.682265,WBGene00003792,WBGene00003792,History: Renamed on 2015-03-05
WBGene00003793,npp-7,T19B4.2,False,False,False,49.76710613,67.91344731,92.24314704,81.23532826,WBGene00003793,WBGene00003793,History: N.A.
WBGene00003794,npp-8,Y41D4B.19,False,False,False,44.96572678,51.21632934,82.56482619,58.09420866,WBGene00003794,WBGene00003794,History: N.A.
WBGene00003795,npp-9,F59A2.1,False,False,False,33.89737852,38.37357117,58.35189493,60.13404978,WBGene00003795,WBGene00003795,History: N.A.
WBGene00003796,npp-10,ZK328.5,False,False,False,75.617229,95.65831663,205.8770771,158.6679346,WBGene00003796,WBGene00003796,History: N.A.
WBGene00003797,npp-11,F53F10.5,False,False,False,30.75040704,43.56778384,87.82254894,77.86647393,WBGene00003797,WBGene00003797,History: N.A.
WBGene00003798,npp-12,T23H2.1,False,False,False,43.96768726,73.17832955,80.89694525,67.0708271,WBGene00003798,WBGene00003798,History: N.A.
WBGene00003799,npp-13,Y37E3.15,False,False,False,34.2570324,61.27050866,104.7050236,70.56548054,WBGene00003799,WBGene00003799,History: N.A.
WBGene00003800,npp-14,C03D6.4,False,False,False,43.83281705,62.62736421,72.64516213,70.31207331,WBGene00003800,WBGene00003800,History: N.A.
WBGene00003801,npp-15,C29E4.4,False,False,False,75.71388598,94.55496901,152.8897833,145.5715797,WBGene00003801,WBGene00003801,History: N.A.
WBGene00003802,npp-16,Y56A3A.17,False,False,False,13.48702063,14.13391203,12.81973449,16.11690537,WBGene00003802,WBGene00003802,History: N.A.
WBGene00003803,npp-17,F10G8.3,False,False,False,16.99364599,17.49071614,28.29182785,24.04136953,WBGene00003803,WBGene00003803,History: N.A.
WBGene00003804,npp-18,Y43F4B.4,False,False,False,11.46396754,15.50313476,36.06471284,30.24312409,WBGene00003804,WBGene00003804,History: N.A.
WBGene00003805,npp-19,R06F6.5,False,False,False,24.00689672,33.60337586,69.94368551,48.61869316,WBGene00003805,WBGene00003805,History: N.A.
WBGene00003806,npp-20,Y77E11A.13,False,False,False,26.16482002,41.44769703,31.9756596,21.28503417,WBGene00003806,WBGene00003806,History: N.A.
WBGene00003813,nrf-6,C08B11.4,False,True,True,12.40805898,9.540390622,4.420598101,2.603205618,WBGene00003813,WBGene00003813,History: N.A.
WBGene00003818,nsf-1,H15N14.2,False,False,False,29.97972015,42.90147084,82.29797078,55.79128005,WBGene00003818,WBGene00003818,History: N.A.
WBGene00003821,nst-1,K01C8.9,False,False,False,28.05300291,30.42324565,34.77537173,38.53400585,WBGene00003821,WBGene00003821,History: N.A.
