# Table S2.  Heritable Dysregulated Genes upon Hypoxia Treatment
# Downregulated Genes in WT
Generation,Gene name,Input,Suggested Match,History
P0-F1,WBGene00001455,WBGene00001455,WBGene00001455,History: N.A.
P0-F1,WBGene00016191,WBGene00016191,WBGene00016191,History: N.A.
P0-F1,WBGene00020510,WBGene00020510,WBGene00020510,History: N.A.
P0-F1,WBGene00016611,WBGene00016611,WBGene00016611,History: N.A.
P0-F1,WBGene00016684,WBGene00016684,WBGene00016684,History: N.A.
P0-F1,WBGene00004212,WBGene00004212,WBGene00004212,History: N.A.
P0-F1,WBGene00003716,WBGene00003716,WBGene00003716,History: N.A.
P0-F1,WBGene00022802,WBGene00022802,WBGene00022802,"History: Split into ZK688.12(WBGene00044763). History of WBGene00022802: Split into ""WBGene00044763"" on 2006-02-24"
P0-F1,WBGene00015633,WBGene00015633,WBGene00015633,History: N.A.
P0-F1,WBGene00016848,WBGene00016848,WBGene00016848,History: N.A.
P0-F1,WBGene00007984,WBGene00007984,WBGene00007984,History: N.A.
P0-F1,WBGene00008971,WBGene00008971,WBGene00008971,History: N.A.
P0-F1,WBGene00019170,WBGene00019170,WBGene00019170,History: N.A.
P0-F1,WBGene00015704,WBGene00015704,WBGene00015704,History: Renamed on 2013-04-16
P0-F1,WBGene00019249,WBGene00019249,WBGene00019249,History: N.A.
P0-F1,WBGene00011927,WBGene00011927,WBGene00011927,History: N.A.
P0-F1,WBGene00020188,WBGene00020188,WBGene00020188,History: N.A.
P0-F1,WBGene00006545,WBGene00006545,WBGene00006545,History: N.A.
P0-F1,WBGene00001955,WBGene00001955,WBGene00001955,History: N.A.
P0-F1,WBGene00017692,WBGene00017692,WBGene00017692,History: N.A.
P0-F1,WBGene00000135,WBGene00000135,WBGene00000135,History: N.A.
P0-F1,WBGene00017350,WBGene00017350,WBGene00017350,History: N.A.
P0-F1,WBGene00010341,WBGene00010341,WBGene00010341,History: N.A.
P0-F1,WBGene00010850,WBGene00010850,WBGene00010850,History: N.A.
P0-F1,WBGene00019490,WBGene00019490,WBGene00019490,History: N.A.
P0-F1,WBGene00022623,WBGene00022623,WBGene00022623,History: N.A.
P0-F1,WBGene00008453,WBGene00008453,WBGene00008453,History: N.A.
P0-F1,WBGene00013980,WBGene00013980,WBGene00013980,History: N.A.
P0-F1,WBGene00000212,WBGene00000212,WBGene00000212,History: N.A.
P0-F1,WBGene00006982,WBGene00006982,WBGene00006982,History: N.A.
P0-F1,WBGene00010792,WBGene00010792,WBGene00010792,History: N.A.
P0-F1,WBGene00015402,WBGene00015402,WBGene00015402,History: N.A.
P0-F1,WBGene00010047,WBGene00010047,WBGene00010047,History: N.A.
P0-F1,WBGene00018758,WBGene00018758,WBGene00018758,History: N.A.
P0-F1,WBGene00001165,WBGene00001165,WBGene00001165,History: N.A.
P0-F1,WBGene00044082,WBGene00044082,WBGene00044082,History: N.A.
P0-F1,WBGene00013693,WBGene00013693,WBGene00013693,History: N.A.
P0-F1,WBGene00003978,WBGene00003978,WBGene00003978,History: N.A.
P0-F1,WBGene00000490,WBGene00000490,WBGene00000490,History: Renamed on 2018-06-11
P0-F1,WBGene00006592,WBGene00006592,WBGene00006592,History: Renamed on 2005-06-13
P0-F1,WBGene00010313,WBGene00010313,WBGene00010313,History: N.A.
P0-F1,WBGene00016315,WBGene00016315,WBGene00016315,History: N.A.
P0-F1,WBGene00021629,WBGene00021629,WBGene00021629,History: N.A.
P0-F1,WBGene00009547,WBGene00009547,WBGene00009547,History: N.A.
P0-F1,WBGene00007200,WBGene00007200,WBGene00007200,History: N.A.
P0-F1,WBGene00009799,WBGene00009799,WBGene00009799,History: N.A.
P0-F1,WBGene00044389,WBGene00044389,WBGene00044389,History: N.A.
P0-F1,WBGene00006652,WBGene00006652,WBGene00006652,History: N.A.
P0-F1,WBGene00018214,WBGene00018214,WBGene00018214,History: N.A.
P0-F1,WBGene00017298,WBGene00017298,WBGene00017298,History: N.A.
P0-F1,WBGene00016362,WBGene00016362,WBGene00016362,History: N.A.
P0-F1,WBGene00018241,WBGene00018241,WBGene00018241,"History: Split into F40G9.15(WBGene00077531). History of WBGene00018241: Split into ""WBGene00077531"" on 2008-01-15"
P0-F1,WBGene00013321,WBGene00013321,WBGene00013321,History: N.A.
P0-F1,WBGene00020334,WBGene00020334,WBGene00020334,History: Renamed on 2013-04-05; Renamed on 2016-01-05
P0-F1,WBGene00006831,WBGene00006831,WBGene00006831,History: N.A.
P0-F1,WBGene00013694,WBGene00013694,WBGene00013694,History: N.A.
P0-F1,WBGene00009212,WBGene00009212,WBGene00009212,History: N.A.
P0-F1,WBGene00006470,WBGene00006470,WBGene00006470,History: N.A.
P0-F1,WBGene00002020,WBGene00002020,WBGene00002020,History: N.A.
P0-F1,WBGene00008233,WBGene00008233,WBGene00008233,History: N.A.
P0-F1,WBGene00009388,WBGene00009388,WBGene00009388,History: N.A.
P0-F1,WBGene00003939,WBGene00003939,WBGene00003939,History: N.A.
P0-F1,WBGene00001251,WBGene00001251,WBGene00001251,History: N.A.
P0-F1,WBGene00015045,WBGene00015045,WBGene00015045,History: N.A.
P0-F1,WBGene00020245,WBGene00020245,WBGene00020245,History: N.A.
P0-F1,WBGene00044289,WBGene00044289,WBGene00044289,History: N.A.
P0-F1,WBGene00007666,WBGene00007666,WBGene00007666,History: N.A.
P0-F1,WBGene00018683,WBGene00018683,WBGene00018683,History: N.A.
P0-F1,WBGene00010943,WBGene00010943,WBGene00010943,"History: Split into M176.16(WBGene00303071). History of WBGene00010943: Split into ""WBGene00303071"" on 2018-03-02"
P0-F1,WBGene00044291,WBGene00044291,WBGene00044291,History: N.A.
P0-F1,WBGene00001145,WBGene00001145,WBGene00001145,History: N.A.
P0-F1,WBGene00017651,WBGene00017651,WBGene00017651,History: N.A.
P0-F1,WBGene00019563,WBGene00019563,WBGene00019563,History: N.A.
P0-F1,WBGene00004257,WBGene00004257,WBGene00004257,History: N.A.
P0-F1,WBGene00013841,WBGene00013841,WBGene00013841,History: N.A.
P0-F1,WBGene00004172,WBGene00004172,WBGene00004172,"History: Split into Y75B8A.39(WBGene00023483). History of WBGene00004172: Split into ""WBGene00023483"" on 2004-08-11"
P0-F1,WBGene00011849,WBGene00011849,WBGene00011849,History: N.A.
P0-F1,WBGene00016197,WBGene00016197,WBGene00016197,History: N.A.
P0-F1,WBGene00015947,WBGene00015947,WBGene00015947,History: N.A.
P0-F1,WBGene00015561,WBGene00015561,WBGene00015561,History: N.A.
P0-F1,WBGene00011966,WBGene00011966,WBGene00011966,History: N.A.
P0-F1,WBGene00022614,WBGene00022614,WBGene00022614,History: N.A.
P0-F1,WBGene00017362,WBGene00017362,WBGene00017362,History: N.A.
P0-F1,WBGene00004727,WBGene00004727,WBGene00004727,History: N.A.
P0-F1,WBGene00003759,WBGene00003759,WBGene00003759,History: N.A.
P0-F1,WBGene00010628,WBGene00010628,WBGene00010628,History: N.A.
P0-F1,WBGene00044500,WBGene00044500,WBGene00044500,History: N.A.
P0-F1,WBGene00003006,WBGene00003006,WBGene00003006,History: N.A.
P0-F1,WBGene00018763,WBGene00018763,WBGene00018763,History: N.A.
P0-F1,WBGene00022821,WBGene00022821,WBGene00022821,History: N.A.
P0-F1,WBGene00007392,WBGene00007392,WBGene00007392,History: N.A.
P0-F1,WBGene00012140,WBGene00012140,WBGene00012140,History: N.A.
P0-F1,WBGene00011706,WBGene00011706,WBGene00011706,History: N.A.
P0-F1,WBGene00002018,WBGene00002018,WBGene00002018,History: N.A.
P0-F1,WBGene00007592,WBGene00007592,WBGene00007592,History: N.A.
P0-F1,WBGene00022910,WBGene00022910,WBGene00022910,History: N.A.
P0-F1,WBGene00009020,WBGene00009020,WBGene00009020,History: N.A.
P0-F1,WBGene00194650,WBGene00194650,WBGene00194650,History: N.A.
P0-F1,WBGene00011100,WBGene00011100,WBGene00011100,History: N.A.
P0-F1,WBGene00015972,WBGene00015972,WBGene00015972,History: N.A.
P0-F1,WBGene00003903,WBGene00003903,WBGene00003903,History: N.A.
P0-F1,WBGene00001952,WBGene00001952,WBGene00001952,History: N.A.
P0-F1,WBGene00015202,WBGene00015202,WBGene00015202,History: N.A.
P0-F1,WBGene00000910,WBGene00000910,WBGene00000910,History: N.A.
P0-F1,WBGene00014454,WBGene00014454,WBGene00014454,History: N.A.
P0-F1,WBGene00006306,WBGene00006306,WBGene00006306,History: N.A.
P0-F1,WBGene00002016,WBGene00002016,WBGene00002016,History: N.A.
P0-F1,WBGene00011042,WBGene00011042,WBGene00011042,History: N.A.
P0-F1,WBGene00000981,WBGene00000981,WBGene00000981,History: N.A.
P0-F1,WBGene00010789,WBGene00010789,WBGene00010789,History: N.A.
P0-F1,WBGene00004855,WBGene00004855,WBGene00004855,History: N.A.
P0-F1,WBGene00002217,WBGene00002217,WBGene00002217,History: N.A.
P0-F1,WBGene00021725,WBGene00021725,WBGene00021725,History: N.A.
P0-F1,WBGene00020758,WBGene00020758,WBGene00020758,History: N.A.
P0-F1,WBGene00002013,WBGene00002013,WBGene00002013,History: Renamed on 2004-07-28
P0-F1,WBGene00017472,WBGene00017472,WBGene00017472,History: N.A.
P0-F1,WBGene00020726,WBGene00020726,WBGene00020726,History: N.A.
P0-F1,WBGene00004951,WBGene00004951,WBGene00004951,History: N.A.
P0-F1,WBGene00000035,WBGene00000035,WBGene00000035,History: Renamed on 2019-05-20
P0-F1,WBGene00017781,WBGene00017781,WBGene00017781,History: N.A.
P0-F1,WBGene00019750,WBGene00019750,WBGene00019750,History: N.A.
P0-F1,WBGene00010063,WBGene00010063,WBGene00010063,History: N.A.
P0-F1,WBGene00013378,WBGene00013378,WBGene00013378,History: N.A.
P0-F1,WBGene00016499,WBGene00016499,WBGene00016499,History: N.A.
P0-F1,WBGene00016172,WBGene00016172,WBGene00016172,History: N.A.
P0-F1,WBGene00006798,WBGene00006798,WBGene00006798,History: Renamed on 2010-04-16
P0-F1,WBGene00010848,WBGene00010848,WBGene00010848,History: N.A.
P0-F1,WBGene00015805,WBGene00015805,WBGene00015805,History: N.A.
P0-F1,WBGene00008927,WBGene00008927,WBGene00008927,History: N.A.
P0-F1,WBGene00000149,WBGene00000149,WBGene00000149,History: N.A.
P0-F1,WBGene00045379,WBGene00045379,WBGene00045379,History: N.A.
P0-F1,WBGene00015539,WBGene00015539,WBGene00015539,History: N.A.
P0-F1,WBGene00008886,WBGene00008886,WBGene00008886,History: N.A.
P0-F1,WBGene00010572,WBGene00010572,WBGene00010572,History: Renamed on 2010-07-27
P0-F1,WBGene00010558,WBGene00010558,WBGene00010558,History: Renamed on 2023-07-10
P0-F1,WBGene00012136,WBGene00012136,WBGene00012136,History: N.A.
P0-F1,WBGene00016871,WBGene00016871,WBGene00016871,History: Renamed on 2013-04-16
P0-F1,WBGene00016751,WBGene00016751,WBGene00016751,History: N.A.
P0-F1,WBGene00009097,WBGene00009097,WBGene00009097,History: N.A.
P0-F1,WBGene00000395,WBGene00000395,WBGene00000395,History: N.A.
P0-F1,WBGene00010174,WBGene00010174,WBGene00010174,History: N.A.
P0-F1,WBGene00002017,WBGene00002017,WBGene00002017,History: N.A.
P0-F1,WBGene00009851,WBGene00009851,WBGene00009851,History: N.A.
P0-F1,WBGene00043702,WBGene00043702,WBGene00043702,History: Killed on 2004-10-04; Resurrected on 2013-09-12
P0-F1,WBGene00001208,WBGene00001208,WBGene00001208,History: N.A.
P0-F1,WBGene00008138,WBGene00008138,WBGene00008138,History: N.A.
P0-F1,WBGene00000832,WBGene00000832,WBGene00000832,History: N.A.
P0-F1,WBGene00009595,WBGene00009595,WBGene00009595,History: N.A.
P0-F1,WBGene00011920,WBGene00011920,WBGene00011920,History: N.A.
P0-F1,WBGene00012152,WBGene00012152,WBGene00012152,History: N.A.
P0-F1,WBGene00014492,WBGene00014492,,History: Killed on 2022-04-08. Remark: Killed as the Transcripot was retired.
P0-F1,WBGene00002980,WBGene00002980,WBGene00002980,History: Renamed on 2008-02-29
P0-F1,WBGene00009773,WBGene00009773,WBGene00009773,History: N.A.
P0-F1,WBGene00015680,WBGene00015680,WBGene00015680,History: N.A.
P0-F1,WBGene00022867,WBGene00022867,WBGene00022867,History: N.A.
P0-F1,WBGene00014181,WBGene00014181,WBGene00014181,History: N.A.
P0-F1,WBGene00012240,WBGene00012240,WBGene00012240,History: N.A.
P0-F1,WBGene00012440,WBGene00012440,WBGene00012440,History: N.A.
P0-F1,WBGene00009939,WBGene00009939,WBGene00009939,History: Renamed on 2008-02-20
P0-F1,WBGene00003772,WBGene00003772,WBGene00003772,History: N.A.
P0-F1,WBGene00020589,WBGene00020589,WBGene00020589,History: N.A.
P0-F1,WBGene00077437,WBGene00077437,WBGene00077437,History: N.A.
P0-F1,WBGene00018164,WBGene00018164,WBGene00018164,History: N.A.
P0-F1,WBGene00007548,WBGene00007548,WBGene00007548,History: N.A.
P0-F1,WBGene00006874,WBGene00006874,WBGene00006874,History: N.A.
P0-F1,WBGene00010893,WBGene00010893,WBGene00010893,History: N.A.
P0-F1,WBGene00004746,WBGene00004746,WBGene00004746,History: N.A.
P0-F1,WBGene00001464,WBGene00001464,WBGene00001464,History: N.A.
P0-F1,WBGene00010200,WBGene00010200,WBGene00010200,History: N.A.
P0-F1,WBGene00018413,WBGene00018413,WBGene00018413,History: N.A.
P0-F1,WBGene00045077,WBGene00045077,WBGene00045077,History: N.A.
P0-F1,WBGene00016005,WBGene00016005,WBGene00016005,History: N.A.
P0-F1,WBGene00021843,WBGene00021843,WBGene00021843,History: N.A.
P0-F1,WBGene00016009,WBGene00016009,WBGene00016009,History: N.A.
P0-F1,WBGene00002026,WBGene00002026,WBGene00002026,History: N.A.
P0-F1,WBGene00009562,WBGene00009562,WBGene00009562,History: N.A.
P0-F1,WBGene00077756,WBGene00077756,WBGene00077756,History: N.A.
P0-F1,WBGene00017541,WBGene00017541,WBGene00017541,History: N.A.
P0-F1,WBGene00006615,WBGene00006615,WBGene00006615,History: N.A.
P0-F1,WBGene00006830,WBGene00006830,WBGene00006830,History: N.A.
P0-F1,WBGene00007395,WBGene00007395,WBGene00007395,History: N.A.
P0-F1,WBGene00020200,WBGene00020200,WBGene00020200,History: N.A.
P0-F1,WBGene00023408,WBGene00023408,WBGene00023408,History: N.A.
P0-F1,WBGene00001454,WBGene00001454,WBGene00001454,History: N.A.
P0-F1,WBGene00018281,WBGene00018281,WBGene00018281,History: N.A.
P0-F1,WBGene00271716,WBGene00271716,WBGene00271716,History: N.A.
P0-F1,WBGene00235164,WBGene00235164,WBGene00235164,History: N.A.
P0-F1,WBGene00021543,WBGene00021543,WBGene00021543,History: N.A.
P0-F1,WBGene00012554,WBGene00012554,WBGene00012554,History: N.A.
P0-F1,WBGene00006342,WBGene00006342,WBGene00006342,History: Renamed on 2012-05-11
P0-F1,WBGene00010944,WBGene00010944,WBGene00010944,History: N.A.
P0-F1,WBGene00019703,WBGene00019703,WBGene00019703,History: N.A.
P0-F1,WBGene00013222,WBGene00013222,WBGene00013222,History: N.A.
P0-F1,WBGene00004898,WBGene00004898,WBGene00004898,History: N.A.
P0-F1,WBGene00021493,WBGene00021493,WBGene00021493,History: N.A.
P0-F1,WBGene00194651,WBGene00194651,WBGene00194651,History: N.A.
P0-F1,WBGene00022861,WBGene00022861,WBGene00022861,History: N.A.
P0-F1,WBGene00013042,WBGene00013042,WBGene00013042,History: Renamed on 2014-04-30
P0-F1,WBGene00019597,WBGene00019597,WBGene00019597,"History: Split into K09H9.8(WBGene00045387). History of WBGene00019597: Split into ""WBGene00045387"" on 2007-04-27"
P0-F1,WBGene00019407,WBGene00019407,WBGene00019407,"History: Split into K05F1.13(WBGene00270309). History of WBGene00019407: Split into ""WBGene00270309"" on 2016-08-31"
P0-F1,WBGene00019434,WBGene00019434,WBGene00019434,History: N.A.
P0-F1,WBGene00012364,WBGene00012364,WBGene00012364,History: N.A.
P0-F1,WBGene00007652,WBGene00007652,WBGene00007652,History: N.A.
P0-F1,WBGene00021547,WBGene00021547,WBGene00021547,History: N.A.
P0-F1,WBGene00003380,WBGene00003380,WBGene00003380,History: N.A.
P0-F1,WBGene00020673,WBGene00020673,WBGene00020673,History: N.A.
P0-F1,WBGene00000017,WBGene00000017,WBGene00000017,History: N.A.
P0-F1,WBGene00013082,WBGene00013082,WBGene00013082,History: N.A.
P0-F1,WBGene00044433,WBGene00044433,WBGene00044433,History: N.A.
P0-F1,WBGene00003969,WBGene00003969,WBGene00003969,History: N.A.
P0-F1,WBGene00000016,WBGene00000016,WBGene00000016,History: N.A.
P0-F1,WBGene00002124,WBGene00002124,WBGene00002124,History: N.A.
P0-F1,WBGene00009953,WBGene00009953,WBGene00009953,History: N.A.
P0-F1,WBGene00003689,WBGene00003689,WBGene00003689,History: N.A.
P0-F1,WBGene00018199,WBGene00018199,WBGene00018199,History: N.A.
P0-F1,WBGene00003602,WBGene00003602,WBGene00003602,History: N.A.
P0-F1,WBGene00016976,WBGene00016976,WBGene00016976,History: N.A.
P0-F1,WBGene00010150,WBGene00010150,WBGene00010150,History: N.A.
P0-F1,WBGene00003746,WBGene00003746,WBGene00003746,History: N.A.
P0-F1,WBGene00020386,WBGene00020386,WBGene00020386,History: Renamed on 2019-05-20
P0-F1,WBGene00017375,WBGene00017375,WBGene00017375,History: Renamed on 2008-02-01
P0-F1,WBGene00010865,WBGene00010865,WBGene00010865,History: N.A.
P0-F1,WBGene00008910,WBGene00008910,WBGene00008910,"History: Split into F17C8.9(WBGene00185014). History of WBGene00008910: Split into ""WBGene00185014"" on 2009-02-18"
P0-F1,WBGene00010488,WBGene00010488,WBGene00010488,History: N.A.
P0-F1,WBGene00001462,WBGene00001462,WBGene00001462,History: N.A.
P0-F1,WBGene00013647,WBGene00013647,WBGene00013647,History: N.A.
P0-F1,WBGene00011089,WBGene00011089,WBGene00011089,History: N.A.
P0-F1,WBGene00007694,WBGene00007694,WBGene00007694,History: N.A.
P0-F1,WBGene00000476,WBGene00000476,WBGene00000476,History: N.A.
P0-F1,WBGene00019182,WBGene00019182,WBGene00019182,History: N.A.
P0-F1,WBGene00003014,WBGene00003014,WBGene00003014,History: N.A.
P0-F1,WBGene00018568,WBGene00018568,WBGene00018568,History: N.A.
P0-F1,WBGene00016768,WBGene00016768,WBGene00016768,History: N.A.
P0-F1,WBGene00077701,WBGene00077701,WBGene00077701,History: N.A.
P0-F1,WBGene00006818,WBGene00006818,WBGene00006818,History: N.A.
P0-F1,WBGene00006589,WBGene00006589,WBGene00006589,History: N.A.
P0-F1,WBGene00004121,WBGene00004121,WBGene00004121,History: Renamed on 2012-12-21
P0-F1,WBGene00003706,WBGene00003706,WBGene00003706,History: N.A.
P0-F1,WBGene00004368,WBGene00004368,WBGene00004368,History: N.A.
P0-F1,WBGene00006833,WBGene00006833,WBGene00006833,History: Renamed on 2008-11-18
P0-F1,WBGene00018590,WBGene00018590,WBGene00018590,History: Renamed on 2008-04-18; Renamed on 2018-12-11
P0-F1,WBGene00020862,WBGene00020862,WBGene00020862,History: N.A.
P0-F1,WBGene00007653,WBGene00007653,WBGene00007653,History: N.A.
P0-F1,WBGene00021167,WBGene00021167,WBGene00021167,History: N.A.
P0-F1,WBGene00001989,WBGene00001989,WBGene00001989,History: N.A.
P0-F1,WBGene00007958,WBGene00007958,WBGene00007958,History: N.A.
P0-F1,WBGene00003690,WBGene00003690,WBGene00003690,History: N.A.
P0-F1,WBGene00009635,WBGene00009635,WBGene00009635,History: N.A.
P0-F1,WBGene00023415,WBGene00023415,WBGene00023415,History: N.A.
P0-F1,WBGene00004194,WBGene00004194,WBGene00004194,History: N.A.
P0-F1,WBGene00000120,WBGene00000120,WBGene00000120,History: Renamed on 2005-04-27
P0-F1,WBGene00016894,WBGene00016894,WBGene00016894,History: N.A.
P0-F1,WBGene00015356,WBGene00015356,WBGene00015356,History: N.A.
P0-F1,WBGene00002393,WBGene00002393,WBGene00002393,History: Renamed on 2007-11-27
P0-F1,WBGene00013683,WBGene00013683,WBGene00013683,History: Renamed on 2008-07-18
P0-F1,WBGene00004092,WBGene00004092,WBGene00004092,History: N.A.
P0-F1,WBGene00000103,WBGene00000103,WBGene00000103,History: N.A.
P0-F1,WBGene00007495,WBGene00007495,WBGene00007495,History: N.A.
P0-F1,WBGene00001844,WBGene00001844,WBGene00001844,History: N.A.
P0-F1,WBGene00044280,WBGene00044280,WBGene00044280,History: N.A.
P0-F1,WBGene00019280,WBGene00019280,WBGene00019280,History: N.A.
P0-F1,WBGene00001671,WBGene00001671,WBGene00001671,History: N.A.
P0-F1,WBGene00018931,WBGene00018931,WBGene00018931,History: N.A.
P0-F1,WBGene00045387,WBGene00045387,WBGene00045387,History: N.A.
P0-F1,WBGene00002125,WBGene00002125,WBGene00002125,History: N.A.
P0-F1,WBGene00002261,WBGene00002261,WBGene00002261,History: N.A.
P0-F1,WBGene00045052,WBGene00045052,WBGene00045052,History: N.A.
P0-F1,WBGene00016719,WBGene00016719,WBGene00016719,History: N.A.
P0-F1,WBGene00007599,WBGene00007599,WBGene00007599,History: N.A.
P0-F1,WBGene00007982,WBGene00007982,WBGene00007982,History: N.A.
P0-F1,WBGene00010822,WBGene00010822,WBGene00010822,History: N.A.
P0-F1,WBGene00006825,WBGene00006825,WBGene00006825,History: Renamed on 2007-02-02
P0-F1,WBGene00000482,WBGene00000482,WBGene00000482,History: N.A.
P0-F1,WBGene00018346,WBGene00018346,WBGene00018346,History: N.A.
P0-F1,WBGene00020710,WBGene00020710,WBGene00020710,History: N.A.
P0-F1,WBGene00003634,WBGene00003634,WBGene00003634,History: N.A.
P0-F1,WBGene00001555,WBGene00001555,WBGene00001555,History: N.A.
P0-F1,WBGene00004344,WBGene00004344,WBGene00004344,History: N.A.
P0-F1,WBGene00020735,WBGene00020735,WBGene00020735,History: N.A.
P0-F1,WBGene00001451,WBGene00001451,WBGene00001451,History: N.A.
P0-F1,WBGene00044303,WBGene00044303,WBGene00044303,History: N.A.
P0-F1,WBGene00000414,WBGene00000414,WBGene00000414,History: N.A.
P0-F1,WBGene00001448,WBGene00001448,WBGene00001448,History: N.A.
P0-F1,WBGene00009724,WBGene00009724,WBGene00009724,History: N.A.
P0-F1,WBGene00007983,WBGene00007983,WBGene00007983,History: N.A.
P0-F1,WBGene00020130,WBGene00020130,WBGene00020130,History: N.A.
P0-F1,WBGene00009349,WBGene00009349,WBGene00009349,History: N.A.
P0-F1,WBGene00001249,WBGene00001249,WBGene00001249,History: N.A.
P0-F1,WBGene00003172,WBGene00003172,WBGene00003172,History: N.A.
P0-F1,WBGene00001174,WBGene00001174,WBGene00001174,History: N.A.
P0-F1,WBGene00014472,WBGene00014472,WBGene00014472,History: N.A.
P0-F1,WBGene00019818,WBGene00019818,WBGene00019818,History: N.A.
P0-F1,WBGene00015494,WBGene00015494,WBGene00015494,History: N.A.
P0-F1,WBGene00019014,WBGene00019014,WBGene00019014,History: N.A.
P0-F1,WBGene00021909,WBGene00021909,WBGene00021909,"History: Split into Y55B1BL.2(WBGene00303093). History of WBGene00021909: Split into ""WBGene00303093"" on 2018-03-02"
P0-F1,WBGene00008926,WBGene00008926,WBGene00008926,History: N.A.
P0-F1,WBGene00003915,WBGene00003915,WBGene00003915,History: N.A.
P0-F1,WBGene00017852,WBGene00017852,WBGene00017852,History: N.A.
P0-F1,WBGene00003170,WBGene00003170,WBGene00003170,History: N.A.
P0-F1,WBGene00001494,WBGene00001494,WBGene00001494,History: N.A.
P0-F1,WBGene00019329,WBGene00019329,WBGene00019329,History: N.A.
P0-F1,WBGene00000518,WBGene00000518,WBGene00000518,History: N.A.
P0-F1,WBGene00013882,WBGene00013882,WBGene00013882,History: N.A.
P0-F1,WBGene00004335,WBGene00004335,WBGene00004335,History: N.A.
P0-F1,WBGene00009383,WBGene00009383,WBGene00009383,History: N.A.
P0-F1,WBGene00019944,WBGene00019944,WBGene00019944,History: N.A.
P0-F1,WBGene00011095,WBGene00011095,WBGene00011095,History: N.A.
P0-F1,WBGene00003741,WBGene00003741,WBGene00003741,History: N.A.
P0-F1,WBGene00007855,WBGene00007855,WBGene00007855,History: N.A.
P0-F1,WBGene00004807,WBGene00004807,WBGene00004807,History: N.A.
P0-F1,WBGene00008229,WBGene00008229,WBGene00008229,History: N.A.
P0-F1,WBGene00015476,WBGene00015476,WBGene00015476,History: N.A.
P0-F1,WBGene00004826,WBGene00004826,WBGene00004826,History: N.A.
P0-F1,WBGene00002981,WBGene00002981,WBGene00002981,History: Renamed on 2008-02-29
P0-F1,WBGene00008110,WBGene00008110,WBGene00008110,History: N.A.
P0-F1,WBGene00003595,WBGene00003595,WBGene00003595,History: N.A.
P0-F1,WBGene00012886,WBGene00012886,WBGene00012886,History: N.A.
P0-F1,WBGene00002213,WBGene00002213,WBGene00002213,History: N.A.
P0-F1,WBGene00002128,WBGene00002128,WBGene00002128,History: N.A.
P0-F1,WBGene00000004,WBGene00000004,WBGene00000004,History: N.A.
P0-F1,WBGene00003726,WBGene00003726,WBGene00003726,History: N.A.
P0-F1,WBGene00007551,WBGene00007551,WBGene00007551,History: N.A.
P0-F1,WBGene00008211,WBGene00008211,WBGene00008211,History: N.A.
P0-F1,WBGene00044221,WBGene00044221,WBGene00044221,History: N.A.
P0-F1,WBGene00011894,WBGene00011894,WBGene00011894,History: N.A.
P0-F1,WBGene00219771,WBGene00219771,WBGene00219771,History: N.A.
P0-F2,WBGene00019282,WBGene00019282,WBGene00019282,History: N.A.
P0-F2,WBGene00044921,WBGene00044921,WBGene00044921,History: N.A.
P0-F2,WBGene00009947,WBGene00009947,WBGene00009947,History: N.A.
P0-F2,WBGene00002184,WBGene00002184,WBGene00002184,History: N.A.
P0-F2,WBGene00007206,WBGene00007206,WBGene00007206,History: N.A.
P0-F2,WBGene00044697,WBGene00044697,WBGene00044697,History: N.A.
P0-F2,WBGene00001459,WBGene00001459,WBGene00001459,History: N.A.
P0-F2,WBGene00006538,WBGene00006538,WBGene00006538,History: N.A.
P0-F2,WBGene00020786,WBGene00020786,WBGene00020786,History: N.A.
P0-F2,WBGene00001858,WBGene00001858,WBGene00001858,History: Renamed on 2010-11-12
P0-F2,WBGene00012717,WBGene00012717,WBGene00012717,History: N.A.
P0-F2,WBGene00015115,WBGene00015115,WBGene00015115,History: N.A.
P0-F2,WBGene00003143,WBGene00003143,WBGene00003143,History: N.A.
P0-F2,WBGene00003745,WBGene00003745,WBGene00003745,History: N.A.
P0-F2,WBGene00003822,WBGene00003822,WBGene00003822,"History: Split into F59A6.13(WBGene00303064). History of WBGene00003822: Renamed on 2016-10-25; Split into ""WBGene00303064"" on 2018-03-02; Renamed on 2019-08-02"
P0-F2,WBGene00021919,WBGene00021919,WBGene00021919,History: N.A.
P0-F2,WBGene00003632,WBGene00003632,WBGene00003632,History: N.A.
P0-F2,WBGene00019427,WBGene00019427,WBGene00019427,History: N.A.
P0-F2,WBGene00015781,WBGene00015781,WBGene00015781,History: N.A.
P0-F2,WBGene00022562,WBGene00022562,WBGene00022562,History: N.A.
P0-F2,WBGene00001461,WBGene00001461,WBGene00001461,History: N.A.
P0-F2,WBGene00010262,WBGene00010262,WBGene00010262,History: N.A.
P0-F2,WBGene00003710,WBGene00003710,WBGene00003710,History: N.A.
P0-F2,WBGene00004437,WBGene00004437,WBGene00004437,History: N.A.
P0-F2,WBGene00015552,WBGene00015552,WBGene00015552,History: N.A.
P0-F2,WBGene00012420,WBGene00012420,WBGene00012420,History: N.A.
P0-F2,WBGene00017613,WBGene00017613,WBGene00017613,History: N.A.
P0-F2,WBGene00006814,WBGene00006814,WBGene00006814,History: N.A.
P0-F2,WBGene00004779,WBGene00004779,WBGene00004779,History: Renamed on 2005-12-15; Renamed on 2005-12-15
P0-F2,WBGene00010522,WBGene00010522,WBGene00010522,History: N.A.
