# Supplementary File 3,Sheet 6: Small RNAs significantly down-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for two generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen2),Input,Suggested Match,History
WBGene00008690,-3.500112372,-3.77344729800114,WBGene00008690,WBGene00008690,History: N.A.
WBGene00022642,-3.4974403,-3.46543462053759,WBGene00022642,WBGene00022642,History: N.A.
WBGene00043992,-3.494601259,-3.16261312053569,WBGene00043992,WBGene00043992,History: N.A.
WBGene00201351,-3.493694636,-3.65423876394308,WBGene00201351,WBGene00201351,History: N.A.
WBGene00009558,-3.487092098,-3.4405019043286,WBGene00009558,WBGene00009558,History: N.A.
WBGene00015735,-3.466043538,-2.5374404786611,WBGene00015735,WBGene00015735,History: Renamed on 2012-08-29
WBGene00018761,-3.464431322,-3.16814977307896,WBGene00018761,WBGene00018761,History: N.A.
WBGene00006784,-3.45771669,-3.47444141617965,WBGene00006784,WBGene00006784,History: N.A.
WBGene00021260,-3.453089932,-3.23587792596066,WBGene00021260,WBGene00021260,History: N.A.
WBGene00020318,-3.443243363,-2.90585680663885,WBGene00020318,WBGene00020318,History: N.A.
WBGene00022311,-3.435181345,-2.56160737594613,WBGene00022311,WBGene00022311,History: N.A.
WBGene00013613,-3.433241016,-3.28885322557075,WBGene00013613,WBGene00013613,History: N.A.
WBGene00009468,-3.427400482,-3.27046086200421,WBGene00009468,WBGene00009468,History: N.A.
WBGene00015913,-3.426213412,-2.73316441795876,WBGene00015913,WBGene00015913,History: N.A.
WBGene00013777,-3.425406619,-2.92672864787557,WBGene00013777,WBGene00013777,History: N.A.
WBGene00020450,-3.416145047,-3.35948366727909,WBGene00020450,WBGene00020450,History: N.A.
WBGene00013602,-3.415722611,-2.86180687085405,WBGene00013602,WBGene00013602,History: N.A.
WBGene00012486,-3.415708314,-2.91788950106429,WBGene00012486,WBGene00012486,History: N.A.
WBGene00021039,-3.413814087,-3.29093991845111,WBGene00021039,WBGene00021039,"History: Split into W05F2.8(WBGene00195045). History of WBGene00021039: Split into ""WBGene00195045"" on 2010-03-10"
WBGene00019899,-3.408234908,-3.52571537179922,WBGene00019899,WBGene00019899,History: N.A.
WBGene00007119,-3.403123699,-2.9522692413154,WBGene00007119,WBGene00007119,History: N.A.
WBGene00015868,-3.398263286,-3.44379872480699,WBGene00015868,WBGene00015868,History: N.A.
WBGene00020486,-3.396850126,-3.08922095015552,WBGene00020486,WBGene00020486,History: N.A.
WBGene00022608,-3.392955453,-3.61066523576521,WBGene00022608,WBGene00022608,History: N.A.
WBGene00012717,-3.39269428,-3.65360389865832,WBGene00012717,WBGene00012717,History: N.A.
WBGene00013222,-3.383727911,-2.44812628367377,WBGene00013222,WBGene00013222,History: N.A.
WBGene00021678,-3.379855257,-3.13470695045776,WBGene00021678,WBGene00021678,History: N.A.
WBGene00003091,-3.356750993,-3.3694091381767,WBGene00003091,WBGene00003091,History: N.A.
WBGene00008858,-3.355972184,-3.49383443156116,WBGene00008858,WBGene00008858,History: N.A.
WBGene00020451,-3.350363043,-3.05423185108889,WBGene00020451,WBGene00020451,History: N.A.
WBGene00019261,-3.346232646,-3.27121608998638,WBGene00019261,WBGene00019261,History: N.A.
WBGene00010587,-3.341676978,-3.33076900878807,WBGene00010587,WBGene00010587,History: N.A.
WBGene00219721,-3.321898817,-2.7770199318996,WBGene00219721,WBGene00219721,History: N.A.
WBGene00220089,-3.312983017,-3.71139386212573,WBGene00220089,WBGene00220089,History: N.A.
WBGene00001638,-3.305585632,-2.81281813036113,WBGene00001638,WBGene00001638,History: N.A.
WBGene00206532,-3.304602519,-3.00665350822294,WBGene00206532,WBGene00206532,History: N.A.
WBGene00044504,-3.304408306,-3.31473777760359,WBGene00044504,WBGene00044504,History: N.A.
WBGene00020756,-3.276270618,-1.98621449752788,WBGene00020756,WBGene00020756,History: N.A.
WBGene00007941,-3.27565617,-2.94557761287406,WBGene00007941,WBGene00007941,History: N.A.
WBGene00022736,-3.273561311,-2.63218975350041,WBGene00022736,WBGene00022736,History: N.A.
WBGene00003093,-3.273264891,-3.02346476473258,WBGene00003093,WBGene00003093,History: N.A.
WBGene00196465,-3.272841245,-3.41943003996467,WBGene00196465,WBGene00196465,History: N.A.
WBGene00021095,-3.264833078,-3.10539773492266,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00007672,-3.264463183,-3.79741919616575,WBGene00007672,WBGene00007672,History: N.A.
WBGene00021274,-3.262287869,-3.30302801532435,WBGene00021274,WBGene00021274,History: N.A.
WBGene00009697,-3.255602548,-3.85024233618787,WBGene00009697,WBGene00009697,History: N.A.
WBGene00077728,-3.25270434,-3.52420504700357,WBGene00077728,WBGene00077728,History: N.A.
WBGene00019316,-3.247167218,-2.88194707857868,WBGene00019316,WBGene00019316,History: N.A.
WBGene00015887,-3.236061512,-3.0096183480972,WBGene00015887,WBGene00015887,History: N.A.
WBGene00011200,-3.223412658,-3.76059425898185,WBGene00011200,WBGene00011200,History: N.A.
WBGene00206419,-3.221754928,-4.11158111094234,WBGene00206419,,History: Killed on 2017-06-29. Remark: Duplicate
WBGene00006928,-3.220200353,-4.0854681560782,WBGene00006928,WBGene00006928,History: N.A.
WBGene00022497,-3.214055628,-2.68742164068071,WBGene00022497,WBGene00022497,History: N.A.
WBGene00011809,-3.213035692,-2.51155874744424,WBGene00011809,WBGene00011809,"History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
WBGene00006927,-3.207261335,-3.97332159266913,WBGene00006927,WBGene00006927,History: N.A.
WBGene00021668,-3.20117627,-2.64219177342471,WBGene00021668,WBGene00021668,History: N.A.
WBGene00010989,-3.200542224,-3.19357048016651,WBGene00010989,WBGene00010989,History: N.A.
WBGene00022843,-3.195539929,-2.52775043127297,WBGene00022843,WBGene00022843,History: N.A.
WBGene00021976,-3.195251242,-3.54205700339613,WBGene00021976,WBGene00021976,History: N.A.
WBGene00013563,-3.192662583,-3.14619236773737,WBGene00013563,WBGene00013563,History: N.A.
WBGene00023404,-3.189419766,-1.88985672980424,WBGene00023404,WBGene00023404,History: N.A.
WBGene00002019,-3.167736452,-3.86630923120264,WBGene00002019,WBGene00002019,History: N.A.
WBGene00012144,-3.156248268,-2.79519258018008,WBGene00012144,WBGene00012144,History: N.A.
WBGene00002020,-3.153567012,-3.82135270663987,WBGene00002020,WBGene00002020,History: N.A.
WBGene00021463,-3.152157477,-2.03306427486476,WBGene00021463,WBGene00021463,History: N.A.
WBGene00021768,-3.150148634,-2.52363971127202,WBGene00021768,WBGene00021768,History: N.A.
WBGene00022446,-3.145863918,-2.6684351736682,WBGene00022446,WBGene00022446,History: N.A.
WBGene00022682,-3.132099337,-2.8561486071862,WBGene00022682,WBGene00022682,History: N.A.
WBGene00235300,-3.11997523,-3.50759390881876,WBGene00235300,WBGene00235300,History: N.A.
WBGene00011733,-3.11311367,-2.84361000726366,WBGene00011733,WBGene00011733,History: N.A.
WBGene00021913,-3.1118578,-3.14534988481595,WBGene00021913,WBGene00021913,History: N.A.
WBGene00017189,-3.090528754,-2.01389505250243,WBGene00017189,WBGene00017189,"History: Split into F07B7.17(WBGene00271799). History of WBGene00017189: Split into ""WBGene00271799"" on 2017-09-21"
WBGene00000402,-3.088532591,-3.22113957342466,WBGene00000402,WBGene00000402,"History: Split into C45G7.13(WBGene00235340). History of WBGene00000402: Split into ""WBGene00235340"" on 2013-09-12"
WBGene00019442,-3.082495978,-1.99441768693257,WBGene00019442,WBGene00019442,"History: Split into K06C4.27(WBGene00271800). History of WBGene00019442: Split into ""WBGene00271800"" on 2017-09-21"
WBGene00007165,-3.078383653,-2.22194115223968,WBGene00007165,WBGene00007165,History: N.A.
WBGene00018593,-3.073327733,-2.45574832901856,WBGene00018593,WBGene00018593,History: N.A.
WBGene00008620,-3.069389217,-2.73288430091852,WBGene00008620,WBGene00008620,History: N.A.
WBGene00018929,-3.065503874,-2.63983963165749,WBGene00018929,WBGene00018929,History: N.A.
WBGene00000214,-3.065044444,-2.97305633427005,WBGene00000214,WBGene00000214,History: N.A.
WBGene00015096,-3.061359426,-3.48533960946371,WBGene00015096,WBGene00015096,History: N.A.
WBGene00012699,-3.058540308,-2.94205838990249,WBGene00012699,WBGene00012699,History: N.A.
WBGene00021458,-3.056998576,-3.16913671119097,WBGene00021458,WBGene00021458,History: N.A.
WBGene00000959,-3.056136203,-2.35728133701369,WBGene00000959,WBGene00000959,History: N.A.
WBGene00017453,-3.047158056,-4.06457119603365,WBGene00017453,WBGene00017453,History: N.A.
WBGene00044268,-3.046262138,-3.26354144559905,WBGene00044268,WBGene00044268,History: N.A.
WBGene00009142,-3.04555598,-2.29655811335499,WBGene00009142,WBGene00009142,History: N.A.
WBGene00000518,-3.039441447,-2.80333405188557,WBGene00000518,WBGene00000518,History: N.A.
WBGene00006570,-3.035183022,-2.62432100813178,WBGene00006570,WBGene00006570,History: N.A.
WBGene00000781,-3.034258335,-2.73369777175295,WBGene00000781,WBGene00000781,History: N.A.
WBGene00022441,-3.02951153,-3.38465224097396,WBGene00022441,WBGene00022441,History: N.A.
WBGene00000219,-3.028927246,-3.05352070586552,WBGene00000219,WBGene00000219,History: N.A.
WBGene00006929,-3.014375808,-3.91909129566276,WBGene00006929,WBGene00006929,History: N.A.
WBGene00017630,-3.002693202,-2.5798426555943,WBGene00017630,WBGene00017630,History: N.A.
WBGene00014944,-2.999631914,-2.62168551392155,WBGene00014944,WBGene00014944,History: N.A.
WBGene00219771,-2.993388909,-2.26738159779847,WBGene00219771,WBGene00219771,History: N.A.
WBGene00014888,-2.983133147,-3.29607497471395,WBGene00014888,WBGene00014888,History: N.A.
WBGene00009889,-2.982113442,-3.10830580120088,WBGene00009889,WBGene00009889,History: N.A.
WBGene00194896,-2.977352156,-2.71843307281814,WBGene00194896,WBGene00194896,History: N.A.
WBGene00017225,-2.960665412,-1.988378130547,WBGene00017225,WBGene00017225,History: N.A.
WBGene00022131,-2.95625866,-3.11030814311486,WBGene00022131,WBGene00022131,History: N.A.
WBGene00194956,-2.955720894,-2.4065380648741,WBGene00194956,WBGene00219589,"History: Merged into ""WBGene00219589"" on 2017-09-21"
WBGene00010585,-2.954499073,-2.32809674207844,WBGene00010585,WBGene00010585,History: N.A.
WBGene00013511,-2.948886606,-2.12281416881467,WBGene00013511,WBGene00013511,"History: Split into Y71A12B.18(WBGene00045077). History of WBGene00013511: Split into ""WBGene00045077"" on 2006-10-17"
WBGene00016216,-2.943395618,-3.00343028645203,WBGene00016216,WBGene00016216,History: N.A.
WBGene00016299,-2.931100344,-3.18411892734583,WBGene00016299,WBGene00016299,History: N.A.
WBGene00013429,-2.911225557,-3.07323235301178,WBGene00013429,WBGene00013429,History: N.A.
WBGene00008353,-2.909878519,-2.62525976067713,WBGene00008353,WBGene00008353,History: N.A.
WBGene00001523,-2.909819372,-2.66871284097087,WBGene00001523,WBGene00001523,History: N.A.
WBGene00007453,-2.905100755,-2.07939947126259,WBGene00007453,WBGene00007453,History: N.A.
WBGene00045366,-2.901625591,-2.85102038862217,WBGene00045366,WBGene00045366,History: N.A.
WBGene00004827,-2.900490324,-3.13620618555986,WBGene00004827,WBGene00004827,History: N.A.
WBGene00012549,-2.898404088,-3.78505828514896,WBGene00012549,WBGene00012549,History: N.A.
WBGene00020730,-2.897329731,-3.08902535839142,WBGene00020730,WBGene00020730,History: N.A.
WBGene00006640,-2.870516219,-2.18358746333307,WBGene00006640,WBGene00006640,History: N.A.
WBGene00012981,-2.86925211,-3.40772247200192,WBGene00012981,WBGene00012981,History: N.A.
WBGene00006930,-2.858956121,-3.65195751909525,WBGene00006930,WBGene00006930,History: N.A.
WBGene00000554,-2.847373898,-2.84606420854993,WBGene00000554,WBGene00000554,History: N.A.
WBGene00014090,-2.847093022,-2.22014986976887,WBGene00014090,WBGene00014090,"History: Split into ZK822.6(WBGene00044009). History of WBGene00014090: Split into ""WBGene00044009"" on 2004-11-30"
WBGene00005387,-2.83666421,-2.28268050933298,WBGene00005387,WBGene00005387,History: N.A.
WBGene00012796,-2.836066454,-1.74487400197986,WBGene00012796,WBGene00012796,History: N.A.
WBGene00015153,-2.827001742,-2.93112855561898,WBGene00015153,WBGene00015153,History: N.A.
WBGene00012909,-2.821634553,-3.0413105465486,WBGene00012909,WBGene00012909,History: N.A.
WBGene00018615,-2.821477278,-1.6927642159103,WBGene00018615,WBGene00018615,History: N.A.
