# Supplementary File 3,Sheet 9: Small RNAs significantly up-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for seven generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen7),Input,Suggested Match,History
WBGene00003776,1.92143289106795,1.19080442932388,WBGene00003776,WBGene00003776,History: N.A.
WBGene00019588,1.91202840865014,3.24822829463192,WBGene00019588,WBGene00019588,History: N.A.
WBGene00021107,1.88243489264081,1.49112985469125,WBGene00021107,WBGene00021107,History: N.A.
WBGene00011291,1.86587089979327,1.08719871125794,WBGene00011291,WBGene00011291,History: N.A.
WBGene00017186,1.82857896913313,1.49513871555681,WBGene00017186,WBGene00017186,History: N.A.
WBGene00010295,1.81588301300499,1.82960567189282,WBGene00010295,WBGene00010295,History: N.A.
WBGene00015334,1.7838175789281,1.29753884675925,WBGene00015334,WBGene00015334,History: N.A.
WBGene00001933,1.68370750122759,1.17389201653979,WBGene00001933,WBGene00001933,History: N.A.
WBGene00013531,1.58213112590648,1.64078417924149,WBGene00013531,WBGene00013531,History: N.A.
WBGene00022693,1.54315448516633,1.63270819017208,WBGene00022693,WBGene00022693,History: N.A.
WBGene00007281,1.51323740851133,1.73336331579917,WBGene00007281,WBGene00007281,History: N.A.
WBGene00021194,1.41483449077857,1.67378168285237,WBGene00021194,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00045055,1.36310256448325,1.1055017395846,WBGene00045055,WBGene00045055,History: N.A.
WBGene00006472,1.35504556619702,1.23319635077416,WBGene00006472,WBGene00006472,History: N.A.
WBGene00013835,1.34323418307964,1.26933364376465,WBGene00013835,WBGene00013835,History: N.A.
WBGene00022692,1.33425069921998,1.57680971436969,WBGene00022692,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00219822,1.3273590574973,1.10332004407321,WBGene00219822,WBGene00219822,History: N.A.
WBGene00015229,1.28934415855919,1.15246928692756,WBGene00015229,WBGene00015229,History: N.A.
WBGene00013154,1.28800506501632,1.41038972507218,WBGene00013154,WBGene00013154,History: N.A.
WBGene00004054,1.27068460953865,1.49678126425549,WBGene00004054,WBGene00004054,History: Renamed on 2014-12-04
WBGene00010294,1.21894556474091,1.09753524485378,WBGene00010294,WBGene00010294,History: N.A.
WBGene00019189,1.21667639758559,1.02003241013283,WBGene00019189,WBGene00019189,History: N.A.
WBGene00018020,1.21635205724185,1.49700438242615,WBGene00018020,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00019136,1.19865447898195,1.55325196206232,WBGene00019136,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00021577,1.09615687924645,1.6172604999025,WBGene00021577,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00013172,1.08650244294377,1.55178972576547,WBGene00013172,WBGene00013172,History: N.A.
WBGene00017796,1.07517429163591,1.40727183393217,WBGene00017796,WBGene00017796,History: N.A.
WBGene00000237,1.03214839084195,1.86842883793658,WBGene00000237,WBGene00000237,History: N.A.
