# Supplementary File 5,Sheet 11: mRNAs significantly up-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for 10 generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen10),Input,Suggested Match,History
WBGene00016637,2.56295391569055,2.27677861692669,WBGene00016637,WBGene00016637,History: N.A.
WBGene00013854,2.55953251947242,1.06836153352474,WBGene00013854,WBGene00013854,History: N.A.
WBGene00219295,2.54849678775573,3.62754098835181,WBGene00219295,WBGene00219295,History: N.A.
WBGene00007376,2.5480664823922,1.45881204616317,WBGene00007376,WBGene00007376,History: N.A.
WBGene00015015,2.51090679410733,4.22578530580643,WBGene00015015,WBGene00015015,History: N.A.
WBGene00001483,2.50409816637382,1.06621635540582,WBGene00001483,WBGene00001483,History: N.A.
WBGene00016447,2.48711863183703,1.06572948883197,WBGene00016447,WBGene00016447,History: N.A.
WBGene00002006,2.44000938954957,1.65909531045946,WBGene00002006,WBGene00002006,History: N.A.
WBGene00014902,2.42143602785159,3.85227360771614,WBGene00014902,WBGene00014902,History: N.A.
WBGene00020715,2.40788954398388,1.7388005367105,WBGene00020715,WBGene00020715,History: N.A.
WBGene00000803,2.40244325845185,1.18933743191723,WBGene00000803,WBGene00000803,History: N.A.
WBGene00235295,2.39489782781957,1.27168544688835,WBGene00235295,WBGene00235295,History: N.A.
WBGene00007077,2.37295930258049,4.00708302762958,WBGene00007077,WBGene00007077,History: N.A.
WBGene00013999,2.37157270586966,1.45412281357245,WBGene00013999,WBGene00013999,History: N.A.
WBGene00013153,2.37121141509409,2.53738946236838,WBGene00013153,WBGene00013153,History: N.A.
WBGene00022090,2.3661557514081,1.04671313316458,WBGene00022090,WBGene00022090,History: N.A.
WBGene00020630,2.35881170291206,1.13979049838433,WBGene00020630,WBGene00020630,History: N.A.
WBGene00021853,2.34813801885291,1.3110311149564,WBGene00021853,WBGene00021853,History: N.A.
WBGene00017185,2.32516317380645,6.7543669787405,WBGene00017185,WBGene00017185,History: N.A.
WBGene00021106,2.32516317380645,6.7543669787405,WBGene00021106,WBGene00021106,History: N.A.
WBGene00003469,2.3173296224716,1.28818213722781,WBGene00003469,WBGene00003469,History: N.A.
WBGene00010702,2.30898640866727,1.01829885075947,WBGene00010702,WBGene00010702,History: N.A.
WBGene00012373,2.30467617033645,4.69290896569637,WBGene00012373,WBGene00012373,History: N.A.
WBGene00002063,2.29013468317928,3.38987037118534,WBGene00002063,WBGene00002063,History: N.A.
WBGene00016161,2.24787209777214,1.2859696713408,WBGene00016161,WBGene00016161,History: N.A.
WBGene00012547,2.23920911949369,2.84584664345065,WBGene00012547,WBGene00012547,History: N.A.
WBGene00017387,2.21578020536692,1.6175178521451,WBGene00017387,WBGene00017387,History: N.A.
WBGene00017955,2.17210648328236,1.17387450024636,WBGene00017955,WBGene00017955,History: N.A.
WBGene00009754,2.13470471057508,2.51513221614283,WBGene00009754,WBGene00009754,History: N.A.
WBGene00012040,2.12378422443608,1.91294426904139,WBGene00012040,WBGene00012040,History: N.A.
WBGene00019431,2.11242236626967,1.34572507842904,WBGene00019431,WBGene00019431,History: N.A.
WBGene00022224,2.0926349977324,3.30448126135862,WBGene00022224,WBGene00022224,History: N.A.
WBGene00015230,2.07381497588417,2.57003132958732,WBGene00015230,WBGene00015230,History: N.A.
WBGene00007133,2.06300225227998,2.28677845632643,WBGene00007133,WBGene00007133,History: N.A.
WBGene00010989,2.05714559878712,3.25109506665109,WBGene00010989,WBGene00010989,History: N.A.
WBGene00018336,2.04694305111866,1.28601004196983,WBGene00018336,WBGene00018336,History: N.A.
WBGene00005904,2.04590183858003,3.97480283880298,WBGene00005904,WBGene00005904,History: N.A.
WBGene00022754,2.04578878809649,1.14134265094941,WBGene00022754,WBGene00022754,History: N.A.
WBGene00011046,2.038633158805,1.05570380966836,WBGene00011046,WBGene00011046,History: N.A.
WBGene00019912,2.01772834735898,1.35071681356073,WBGene00019912,WBGene00019912,History: N.A.
WBGene00008259,2.00355392864427,1.17217780687691,WBGene00008259,WBGene00008259,History: N.A.
WBGene00044998,1.98630076145415,2.38547780472045,WBGene00044998,WBGene00044998,History: N.A.
WBGene00015236,1.97116165644336,1.92800952697065,WBGene00015236,WBGene00015236,History: N.A.
WBGene00010083,1.97039164348683,1.85754209931241,WBGene00010083,WBGene00010083,History: N.A.
WBGene00012898,1.95823061855298,2.05091803710672,WBGene00012898,WBGene00012898,"History: Split into Y46G5A.42(WBGene00077635), Y46G5A.43(WBGene00077636). History of WBGene00012898: Renamed on 2005-03-17; Split into ""WBGene00077636"" on 2008-02-22"
WBGene00021969,1.91758485060655,1.38425577066045,WBGene00021969,WBGene00021969,History: N.A.
WBGene00008030,1.91413538871824,1.10315738497021,WBGene00008030,WBGene00008030,History: N.A.
WBGene00044655,1.91403165600778,2.02381904577563,WBGene00044655,WBGene00044655,History: N.A.
WBGene00008074,1.90135037702953,1.28142254361799,WBGene00008074,WBGene00008074,History: N.A.
WBGene00015456,1.88468786649902,5.13156957830636,WBGene00015456,WBGene00015456,History: N.A.
WBGene00017264,1.88147723910633,2.64523507538634,WBGene00017264,WBGene00017264,History: N.A.
WBGene00019189,1.85847903109172,1.80274042388913,WBGene00019189,WBGene00019189,History: N.A.
WBGene00016357,1.78907613577493,1.24415575736097,WBGene00016357,WBGene00016357,History: N.A.
WBGene00012176,1.75401665428652,1.79464461980382,WBGene00012176,WBGene00012176,History: N.A.
WBGene00007509,1.74909665226217,1.28935177542821,WBGene00007509,WBGene00007509,History: N.A.
