# Table S2.  Heritable Dysregulated Genes upon Hypoxia Treatment
# Upregulated Genes in WT
Generation,Gene name,Input,Suggested Match,History
P0-F2,WBGene00021979,WBGene00021979,WBGene00021979,History: N.A.
P0-F2,WBGene00020600,WBGene00020600,WBGene00020600,History: N.A.
P0-F2,WBGene00000496,WBGene00000496,WBGene00000496,History: N.A.
P0-F2,WBGene00001683,WBGene00001683,WBGene00001683,History: N.A.
P0-F2,WBGene00020481,WBGene00020481,WBGene00020481,History: N.A.
P0-F2,WBGene00013557,WBGene00013557,WBGene00013557,History: N.A.
P0-F2,WBGene00012593,WBGene00012593,WBGene00012593,History: N.A.
P0-F2,WBGene00020102,WBGene00020102,WBGene00020102,History: N.A.
P0-F2,WBGene00006626,WBGene00006626,WBGene00006626,History: N.A.
P0-F2,WBGene00015912,WBGene00015912,WBGene00015912,History: N.A.
P0-F2,WBGene00015167,WBGene00015167,WBGene00015167,History: N.A.
P0-F2,WBGene00008053,WBGene00008053,WBGene00008053,History: N.A.
P0-F2,WBGene00003228,WBGene00003228,WBGene00003228,History: N.A.
P0-F2,WBGene00016769,WBGene00016769,WBGene00016769,History: N.A.
P0-F2,WBGene00000883,WBGene00000883,WBGene00000883,History: N.A.
P0-F2,WBGene00001571,WBGene00001571,WBGene00001571,History: N.A.
P0-F2,WBGene00015660,WBGene00015660,WBGene00015660,History: N.A.
P0-F2,WBGene00016317,WBGene00016317,WBGene00016317,History: N.A.
P0-F2,WBGene00000713,WBGene00000713,WBGene00000713,History: N.A.
P0-F2,WBGene00009922,WBGene00009922,WBGene00009922,History: N.A.
P0-F2,WBGene00021921,WBGene00021921,WBGene00021921,History: N.A.
P0-F2,WBGene00018237,WBGene00018237,WBGene00018237,History: Renamed on 2016-09-23
P0-F2,WBGene00002036,WBGene00002036,WBGene00002036,History: N.A.
P0-F2,WBGene00009201,WBGene00009201,WBGene00009201,History: N.A.
P0-F2,WBGene00015557,WBGene00015557,WBGene00015557,History: N.A.
P0-F2,WBGene00016632,WBGene00016632,WBGene00016632,History: N.A.
P0-F2,WBGene00020098,WBGene00020098,WBGene00020098,History: N.A.
P0-F2,WBGene00195248,WBGene00195248,WBGene00195248,History: N.A.
P0-F2,WBGene00006706,WBGene00006706,WBGene00006706,History: N.A.
P0-F2,WBGene00022722,WBGene00022722,WBGene00022722,History: N.A.
P0-F2,WBGene00001744,WBGene00001744,WBGene00001744,History: Renamed on 2010-01-29
P0-F2,WBGene00003914,WBGene00003914,WBGene00003914,History: Renamed on 2006-10-19
P0-F2,WBGene00018636,WBGene00018636,WBGene00018636,History: N.A.
P0-F2,WBGene00006997,WBGene00006997,WBGene00006997,History: N.A.
P0-F2,WBGene00000198,WBGene00000198,WBGene00000198,History: N.A.
P0-F2,WBGene00000473,WBGene00000473,WBGene00000473,History: N.A.
P0-F2,WBGene00020391,WBGene00020391,WBGene00020391,History: N.A.
P0-F2,WBGene00012584,WBGene00012584,WBGene00012584,History: N.A.
P0-F2,WBGene00006530,WBGene00006530,WBGene00006530,History: N.A.
P0-F2,WBGene00006541,WBGene00006541,WBGene00006541,History: N.A.
P0-F2,WBGene00016444,WBGene00016444,WBGene00016444,History: N.A.
P0-F2,WBGene00018145,WBGene00018145,WBGene00018145,History: N.A.
P0-F2,WBGene00021649,WBGene00021649,WBGene00021649,History: N.A.
P0-F2,WBGene00000155,WBGene00000155,WBGene00000155,History: N.A.
P0-F2,WBGene00006536,WBGene00006536,WBGene00006536,History: N.A.
P0-F2,WBGene00001855,WBGene00001855,WBGene00001855,History: Renamed on 2010-11-12
P0-F2,WBGene00004466,WBGene00004466,WBGene00004466,History: N.A.
P0-F2,WBGene00001214,WBGene00001214,WBGene00001214,History: N.A.
P0-F2,WBGene00010896,WBGene00010896,WBGene00010896,History: Renamed on 2005-03-17
P0-F2,WBGene00000670,WBGene00000670,WBGene00000670,History: N.A.
P0-F2,WBGene00019983,WBGene00019983,WBGene00019983,History: N.A.
P0-F2,WBGene00011735,WBGene00011735,WBGene00011735,History: N.A.
P0-F2,WBGene00022669,WBGene00022669,WBGene00022669,History: N.A.
P0-F2,WBGene00009365,WBGene00009365,WBGene00009365,History: N.A.
P0-F2,WBGene00022351,WBGene00022351,WBGene00022351,History: N.A.
P0-F2,WBGene00002008,WBGene00002008,WBGene00002008,History: N.A.
P0-F2,WBGene00006856,WBGene00006856,WBGene00006856,History: N.A.
P0-F2,WBGene00010367,WBGene00010367,WBGene00010367,"History: Split into H05L14.3(WBGene00271605). History of WBGene00010367: Split into ""WBGene00271605"" on 2017-03-02"
P0-F2,WBGene00003148,WBGene00003148,WBGene00003148,History: N.A.
P0-F2,WBGene00008710,WBGene00008710,WBGene00008710,History: N.A.
P0-F2,WBGene00022598,WBGene00022598,WBGene00022598,History: N.A.
P0-F2,WBGene00013442,WBGene00013442,WBGene00013442,History: N.A.
P0-F2,WBGene00013074,WBGene00013074,WBGene00013074,History: N.A.
P0-F2,WBGene00021934,WBGene00021934,WBGene00021934,History: N.A.
P0-F2,WBGene00002368,WBGene00002368,WBGene00002368,History: N.A.
P0-F2,WBGene00006699,WBGene00006699,WBGene00006699,History: N.A.
P0-F2,WBGene00012253,WBGene00012253,WBGene00012253,History: N.A.
P0-F2,WBGene00007352,WBGene00007352,WBGene00007352,History: Renamed on 2005-03-17
P0-F2,WBGene00044469,WBGene00044469,WBGene00044469,History: N.A.
P0-F2,WBGene00003994,WBGene00003994,WBGene00003994,History: Renamed on 2005-10-06
P0-F2,WBGene00010279,WBGene00010279,WBGene00010279,History: N.A.
P0-F2,WBGene00006529,WBGene00006529,WBGene00006529,History: N.A.
P0-F2,WBGene00002083,WBGene00002083,WBGene00002083,History: N.A.
P0-F2,WBGene00015176,WBGene00015176,WBGene00015176,History: N.A.
P0-F2,WBGene00010583,WBGene00010583,WBGene00010583,History: N.A.
P0-F2,WBGene00000378,WBGene00000378,WBGene00000378,History: N.A.
P0-F2,WBGene00014115,WBGene00014115,WBGene00014115,History: N.A.
P0-F2,WBGene00002066,WBGene00002066,WBGene00002066,History: N.A.
P0-F2,WBGene00010465,WBGene00010465,WBGene00010465,"History: Split into ""WBGene00303067"" on 2018-03-02"
P0-F2,WBGene00018960,WBGene00018960,WBGene00018960,History: N.A.
P0-F2,WBGene00003410,WBGene00003410,WBGene00003410,History: N.A.
P0-F2,WBGene00000417,WBGene00000417,WBGene00000417,History: N.A.
P0-F2,WBGene00020068,WBGene00020068,WBGene00020068,History: N.A.
P0-F2,WBGene00017031,WBGene00017031,WBGene00017031,History: N.A.
P0-F2,WBGene00012251,WBGene00012251,WBGene00012251,History: N.A.
P0-F2,WBGene00013674,WBGene00013674,WBGene00013674,History: N.A.
P0-F2,WBGene00006499,WBGene00006499,WBGene00006499,History: N.A.
P0-F2,WBGene00001226,WBGene00001226,WBGene00001226,History: N.A.
P0-F2,WBGene00006737,WBGene00006737,WBGene00006737,History: N.A.
P0-F2,WBGene00020839,WBGene00020839,WBGene00020839,History: N.A.
P0-F2,WBGene00004243,WBGene00004243,WBGene00004243,History: N.A.
P0-F2,WBGene00011061,WBGene00011061,WBGene00011061,History: N.A.
P0-F2,WBGene00016844,WBGene00016844,WBGene00016844,History: N.A.
P0-F2,WBGene00016823,WBGene00016823,WBGene00016823,History: N.A.
P0-F2,WBGene00001598,WBGene00001598,WBGene00001598,History: N.A.
P0-F2,WBGene00017482,WBGene00017482,WBGene00017482,History: N.A.
P0-F2,WBGene00011804,WBGene00011804,WBGene00011804,History: N.A.
P0-F2,WBGene00015943,WBGene00015943,WBGene00015943,History: N.A.
P0-F2,WBGene00015941,WBGene00015941,WBGene00015941,History: N.A.
P0-F2,WBGene00003793,WBGene00003793,WBGene00003793,History: N.A.
P0-F2,WBGene00001164,WBGene00001164,WBGene00001164,History: N.A.
P0-F2,WBGene00015713,WBGene00015713,WBGene00015713,History: N.A.
P0-F2,WBGene00011638,WBGene00011638,WBGene00011638,History: N.A.
P0-F2,WBGene00008174,WBGene00008174,WBGene00008174,History: N.A.
P0-F2,WBGene00001046,WBGene00001046,WBGene00001046,History: N.A.
P0-F2,WBGene00020999,WBGene00020999,WBGene00020999,History: N.A.
P0-F2,WBGene00007762,WBGene00007762,WBGene00007762,History: N.A.
P0-F2,WBGene00000776,WBGene00000776,WBGene00000776,History: N.A.
P0-F2,WBGene00017892,WBGene00017892,WBGene00017892,History: N.A.
P0-F2,WBGene00012128,WBGene00012128,WBGene00012128,History: N.A.
P0-F2,WBGene00015249,WBGene00015249,WBGene00015249,History: N.A.
P0-F2,WBGene00003962,WBGene00003962,WBGene00003962,History: N.A.
P0-F2,WBGene00008107,WBGene00008107,WBGene00008107,History: Renamed on 2006-09-21
P0-F2,WBGene00019259,WBGene00019259,WBGene00019259,History: Renamed on 2022-10-03
P0-F2,WBGene00010690,WBGene00010690,WBGene00010690,History: N.A.
P0-F2,WBGene00007696,WBGene00007696,WBGene00007696,History: N.A.
P0-F2,WBGene00015976,WBGene00015976,WBGene00015976,History: N.A.
P0-F2,WBGene00004458,WBGene00004458,WBGene00004458,History: N.A.
P0-F2,WBGene00004503,WBGene00004503,WBGene00004503,History: N.A.
P0-F2,WBGene00019146,WBGene00019146,WBGene00019146,History: N.A.
P0-F2,WBGene00009583,WBGene00009583,WBGene00009583,History: N.A.
P0-F2,WBGene00004373,WBGene00004373,WBGene00004373,History: N.A.
P0-F2,WBGene00009925,WBGene00009925,WBGene00009925,History: N.A.
P0-F2,WBGene00021857,WBGene00021857,WBGene00021857,History: N.A.
P0-F2,WBGene00016418,WBGene00016418,WBGene00016418,History: N.A.
P0-F2,WBGene00000231,WBGene00000231,WBGene00000231,History: N.A.
P0-F2,WBGene00001599,WBGene00001599,WBGene00001599,History: N.A.
P0-F2,WBGene00018421,WBGene00018421,WBGene00018421,History: N.A.
P0-F2,WBGene00044324,WBGene00044324,WBGene00044324,History: Renamed on 2013-03-15
P0-F2,WBGene00014114,WBGene00014114,WBGene00014114,History: Renamed on 2012-07-04
P0-F2,WBGene00005648,WBGene00005648,WBGene00005648,History: N.A.
P0-F2,WBGene00021952,WBGene00021952,WBGene00021952,History: N.A.
P0-F2,WBGene00010277,WBGene00010277,WBGene00010277,History: N.A.
P0-F2,WBGene00009897,WBGene00009897,WBGene00009897,History: N.A.
P0-F2,WBGene00006977,WBGene00006977,WBGene00006977,History: N.A.
P0-F2,WBGene00015468,WBGene00015468,WBGene00015468,History: N.A.
P0-F2,WBGene00004978,WBGene00004978,WBGene00004978,History: Renamed on 2005-03-17; Renamed on 2015-03-05
P0-F2,WBGene00018769,WBGene00018769,WBGene00018769,"History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
P0-F2,WBGene00012659,WBGene00012659,WBGene00012659,History: N.A.
P0-F2,WBGene00044457,WBGene00044457,WBGene00044457,History: N.A.
P0-F2,WBGene00003949,WBGene00003949,WBGene00003949,History: N.A.
P0-F2,WBGene00044305,WBGene00044305,WBGene00044305,History: N.A.
P0-F2,WBGene00022462,WBGene00022462,WBGene00022462,History: N.A.
P0-F2,WBGene00015499,WBGene00015499,WBGene00015499,History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
P0-F2,WBGene00017163,WBGene00017163,WBGene00017163,History: N.A.
P0-F2,WBGene00007221,WBGene00007221,WBGene00007221,History: N.A.
P0-F2,WBGene00003392,WBGene00003392,WBGene00003392,History: N.A.
P0-F2,WBGene00003922,WBGene00003922,WBGene00003922,History: N.A.
P0-F2,WBGene00012803,WBGene00012803,WBGene00012803,History: N.A.
P0-F2,WBGene00020683,WBGene00020683,WBGene00020683,History: N.A.
P0-F2,WBGene00002153,WBGene00002153,WBGene00002153,"History: Split into C25A1.20(WBGene00303030). History of WBGene00002153: Renamed on 2010-01-29; Split into ""WBGene00303030"" on 2018-03-06"
P0-F2,WBGene00012484,WBGene00012484,WBGene00012484,History: Renamed on 2005-12-05
P0-F2,WBGene00011908,WBGene00011908,WBGene00011908,History: N.A.
P0-F2,WBGene00022296,WBGene00022296,WBGene00022296,History: N.A.
P0-F2,WBGene00002244,WBGene00002244,WBGene00002244,History: N.A.
P0-F2,WBGene00019002,WBGene00019002,WBGene00019002,History: N.A.
P0-F2,WBGene00021088,WBGene00021088,WBGene00021088,History: N.A.
P0-F2,WBGene00013380,WBGene00013380,WBGene00013380,History: N.A.
P0-F2,WBGene00022508,WBGene00022508,WBGene00022508,History: N.A.
P0-F2,WBGene00022253,WBGene00022253,WBGene00022253,History: N.A.
P0-F2,WBGene00001686,WBGene00001686,WBGene00001686,History: N.A.
P0-F2,WBGene00004702,WBGene00004702,WBGene00004702,History: N.A.
P0-F2,WBGene00009441,WBGene00009441,WBGene00009441,History: N.A.
P0-F2,WBGene00007092,WBGene00007092,WBGene00007092,History: N.A.
P0-F2,WBGene00011720,WBGene00011720,WBGene00011720,History: N.A.
P0-F2,WBGene00006933,WBGene00006933,WBGene00006933,History: N.A.
P0-F2,WBGene00002005,WBGene00002005,WBGene00002005,History: N.A.
P0-F2,WBGene00007071,WBGene00007071,WBGene00007071,History: N.A.
P0-F2,WBGene00010677,WBGene00010677,WBGene00010677,History: N.A.
P0-F2,WBGene00000480,WBGene00000480,WBGene00000480,History: N.A.
P0-F2,WBGene00003952,WBGene00003952,WBGene00003952,History: N.A.
P0-F2,WBGene00018483,WBGene00018483,WBGene00018483,History: N.A.
P0-F2,WBGene00000543,WBGene00000543,WBGene00000543,History: N.A.
P0-F2,WBGene00003829,WBGene00003829,WBGene00003829,History: N.A.
P0-F2,WBGene00006707,WBGene00006707,WBGene00006707,History: N.A.
P0-F2,WBGene00013381,WBGene00013381,WBGene00013381,History: N.A.
P0-F2,WBGene00044644,WBGene00044644,WBGene00044644,History: N.A.
P0-F2,WBGene00001061,WBGene00001061,WBGene00001061,History: N.A.
P0-F2,WBGene00021854,WBGene00021854,WBGene00021854,History: N.A.
P0-F2,WBGene00011302,WBGene00011302,WBGene00011302,History: N.A.
P0-F2,WBGene00015203,WBGene00015203,WBGene00015203,History: N.A.
P0-F2,WBGene00008968,WBGene00008968,WBGene00008968,History: N.A.
P0-F2,WBGene00016534,WBGene00016534,WBGene00016534,History: N.A.
P0-F2,WBGene00006510,WBGene00006510,WBGene00006510,History: Renamed on 2011-04-20
P0-F2,WBGene00021565,WBGene00021565,WBGene00021565,History: N.A.
P0-F2,WBGene00020035,WBGene00020035,WBGene00020035,History: N.A.
P0-F2,WBGene00015989,WBGene00015989,WBGene00015989,History: N.A.
P0-F2,WBGene00018426,WBGene00018426,WBGene00018426,History: N.A.
P0-F2,WBGene00015949,WBGene00015949,WBGene00015949,History: N.A.
P0-F2,WBGene00013668,WBGene00013668,WBGene00013668,History: N.A.
P0-F2,WBGene00020185,WBGene00020185,WBGene00020185,History: N.A.
P0-F2,WBGene00017490,WBGene00017490,WBGene00017490,History: N.A.
P0-F2,WBGene00014113,WBGene00014113,WBGene00014113,History: N.A.
P0-F2,WBGene00021153,WBGene00021153,WBGene00021153,History: N.A.
P0-F2,WBGene00019893,WBGene00019893,WBGene00019893,History: N.A.
P0-F2,WBGene00010061,WBGene00010061,WBGene00010061,History: N.A.
P0-F2,WBGene00018353,WBGene00018353,WBGene00018353,History: N.A.
P0-F2,WBGene00016960,WBGene00016960,WBGene00016960,History: N.A.
P0-F2,WBGene00004915,WBGene00004915,WBGene00004915,History: N.A.
P0-F2,WBGene00021470,WBGene00021470,WBGene00021470,History: N.A.
P0-F2,WBGene00003216,WBGene00003216,WBGene00003216,History: Renamed on 2016-10-14
P0-F2,WBGene00002229,WBGene00002229,WBGene00002229,History: N.A.
P0-F2,WBGene00012972,WBGene00012972,WBGene00012972,History: N.A.
P0-F2,WBGene00013924,WBGene00013924,WBGene00013924,History: N.A.
P0-F2,WBGene00021097,WBGene00021097,WBGene00021097,History: N.A.
P0-F2,WBGene00016836,WBGene00016836,WBGene00016836,History: N.A.
P0-F2,WBGene00008400,WBGene00008400,WBGene00008400,History: Renamed on 2005-11-22
P0-F2,WBGene00013095,WBGene00013095,WBGene00013095,History: N.A.
P0-F2,WBGene00004465,WBGene00004465,WBGene00004465,History: N.A.
P0-F2,WBGene00019473,WBGene00019473,WBGene00019473,History: N.A.
P0-F2,WBGene00020463,WBGene00020463,WBGene00020463,History: N.A.
P0-F2,WBGene00000467,WBGene00000467,WBGene00000467,History: N.A.
P0-F2,WBGene00008848,WBGene00008848,WBGene00008848,History: N.A.
P0-F2,WBGene00022335,WBGene00022335,WBGene00022335,History: N.A.
P0-F2,WBGene00008145,WBGene00008145,WBGene00008145,History: N.A.
P0-F2,WBGene00013530,WBGene00013530,WBGene00013530,History: N.A.
P0-F2,WBGene00007332,WBGene00007332,WBGene00007332,History: N.A.
P0-F2,WBGene00001569,WBGene00001569,WBGene00001569,History: Renamed on 2014-08-15
P0-F2,WBGene00001029,WBGene00001029,WBGene00001029,History: N.A.
P0-F2,WBGene00006912,WBGene00006912,WBGene00006912,History: N.A.
P0-F2,WBGene00004468,WBGene00004468,WBGene00004468,History: N.A.
P0-F2,WBGene00018612,WBGene00018612,WBGene00018612,History: Renamed on 2017-03-13
P0-F2,WBGene00018862,WBGene00018862,WBGene00018862,History: N.A.
P0-F2,WBGene00007297,WBGene00007297,WBGene00007297,History: Renamed on 2022-10-03
P0-F2,WBGene00017500,WBGene00017500,WBGene00017500,History: N.A.
P0-F2,WBGene00004953,WBGene00004953,WBGene00004953,History: N.A.
P0-F2,WBGene00019890,WBGene00019890,WBGene00019890,History: N.A.
P0-F2,WBGene00000522,WBGene00000522,WBGene00000522,History: N.A.
P0-F2,WBGene00007588,WBGene00007588,WBGene00007588,History: N.A.
P0-F2,WBGene00013610,WBGene00013610,WBGene00013610,History: N.A.
P0-F2,WBGene00019608,WBGene00019608,WBGene00019608,History: N.A.
P0-F2,WBGene00001497,WBGene00001497,WBGene00001497,History: Renamed on 2010-01-29; Renamed on 2015-03-04
P0-F2,WBGene00010036,WBGene00010036,WBGene00010036,History: N.A.
P0-F2,WBGene00008422,WBGene00008422,WBGene00008422,History: N.A.
P0-F2,WBGene00011011,WBGene00011011,WBGene00011011,History: N.A.
P0-F2,WBGene00007167,WBGene00007167,WBGene00007167,History: Renamed on 2008-06-23
P0-F2,WBGene00021856,WBGene00021856,WBGene00021856,History: N.A.
P0-F2,WBGene00012600,WBGene00012600,WBGene00012600,History: N.A.
P0-F2,WBGene00001999,WBGene00001999,WBGene00001999,History: Renamed on 2019-11-21
P0-F2,WBGene00003799,WBGene00003799,WBGene00003799,History: N.A.
P0-F2,WBGene00021832,WBGene00021832,WBGene00021832,History: N.A.
P0-F2,WBGene00009126,WBGene00009126,WBGene00009126,History: N.A.
P0-F2,WBGene00000731,WBGene00000731,WBGene00000731,History: N.A.
P0-F2,WBGene00012481,WBGene00012481,WBGene00012481,History: N.A.
P0-F2,WBGene00012678,WBGene00012678,WBGene00012678,History: N.A.
P0-F2,WBGene00004756,WBGene00004756,WBGene00004756,History: N.A.
P0-F2,WBGene00013270,WBGene00013270,WBGene00013270,History: N.A.
P0-F2,WBGene00002276,WBGene00002276,WBGene00002276,History: N.A.
P0-F2,WBGene00018152,WBGene00018152,WBGene00018152,History: N.A.
P0-F2,WBGene00010351,WBGene00010351,WBGene00010351,History: N.A.
P0-F2,WBGene00012543,WBGene00012543,WBGene00012543,History: N.A.
P0-F2,WBGene00008428,WBGene00008428,WBGene00008428,History: N.A.
P0-F2,WBGene00011376,WBGene00011376,WBGene00011376,History: N.A.
P0-F2,WBGene00020403,WBGene00020403,WBGene00020403,History: N.A.
P0-F2,WBGene00013137,WBGene00013137,WBGene00013137,History: N.A.
P0-F2,WBGene00001134,WBGene00001134,WBGene00001134,History: N.A.
P0-F2,WBGene00016235,WBGene00016235,WBGene00016235,History: N.A.
P0-F3,WBGene00011059,WBGene00011059,WBGene00011059,History: N.A.
P0-F3,WBGene00000675,WBGene00000675,WBGene00000675,History: N.A.
P0-F3,WBGene00018342,WBGene00018342,WBGene00018342,History: N.A.
P0-F3,WBGene00000786,WBGene00000786,WBGene00000786,History: N.A.
P0-F3,WBGene00010658,WBGene00010658,WBGene00010658,History: N.A.
P0-F3,WBGene00004875,WBGene00004875,WBGene00004875,"History: Split into F47G4.14(WBGene00303058). History of WBGene00004875: Split into ""WBGene00303058"" on 2018-03-02"
P0-F3,WBGene00017726,WBGene00017726,WBGene00017726,History: N.A.
P0-F3,WBGene00002269,WBGene00002269,WBGene00002269,History: N.A.
P0-F3,WBGene00044094,WBGene00044094,WBGene00044094,History: N.A.
P0-F3,WBGene00021590,WBGene00021590,WBGene00021590,"History: Split into ""WBGene00195076"" on 2010-04-22"
P0-F3,WBGene00000696,WBGene00000696,WBGene00000696,History: N.A.
P0-F3,WBGene00021020,WBGene00021020,WBGene00021020,History: N.A.
P0-F3,WBGene00018811,WBGene00018811,WBGene00018811,History: N.A.
P0-F3,WBGene00005002,WBGene00005002,WBGene00005002,History: N.A.
P0-F3,WBGene00021518,WBGene00021518,WBGene00021518,History: N.A.
P0-F3,WBGene00011979,WBGene00011979,WBGene00011979,History: N.A.
P0-F3,WBGene00008132,WBGene00008132,WBGene00008132,History: N.A.
P0-F3,WBGene00014667,WBGene00014667,WBGene00014667,History: N.A.
P0-F3,WBGene00009488,WBGene00009488,WBGene00009488,History: N.A.
P0-F3,WBGene00012615,WBGene00012615,WBGene00012615,History: N.A.
P0-F3,WBGene00010204,WBGene00010204,WBGene00010204,History: N.A.
P0-F3,WBGene00008922,WBGene00008922,WBGene00008922,History: N.A.
P0-F3,WBGene00007362,WBGene00007362,WBGene00007362,History: N.A.
P0-F3,WBGene00007455,WBGene00007455,WBGene00007455,History: N.A.
P0-F3,WBGene00022644,WBGene00022644,WBGene00022644,History: N.A.
P0-F3,WBGene00000512,WBGene00000512,WBGene00000512,History: N.A.
P0-F3,WBGene00003995,WBGene00003995,WBGene00003995,History: N.A.
P0-F3,WBGene00019550,WBGene00019550,WBGene00019550,History: N.A.
P0-F3,WBGene00003091,WBGene00003091,WBGene00003091,History: N.A.
P0-F3,WBGene00019744,WBGene00019744,WBGene00019744,History: N.A.
P0-F3,WBGene00008560,WBGene00008560,WBGene00008560,History: N.A.
P0-F3,WBGene00018823,WBGene00018823,WBGene00018823,History: N.A.
P0-F3,WBGene00017336,WBGene00017336,WBGene00017336,History: N.A.
P0-F3,WBGene00009433,WBGene00009433,WBGene00009433,History: N.A.
P0-F3,WBGene00009431,WBGene00009431,WBGene00009431,History: N.A.
P0-F3,WBGene00009898,WBGene00009898,WBGene00009898,History: N.A.
P0-F3,WBGene00017948,WBGene00017948,WBGene00017948,History: N.A.
P0-F3,WBGene00002007,WBGene00002007,WBGene00002007,History: N.A.
P0-F3,WBGene00016877,WBGene00016877,WBGene00016877,History: N.A.
P0-F3,WBGene00012834,WBGene00012834,WBGene00012834,History: N.A.
P0-F3,WBGene00003055,WBGene00003055,WBGene00003055,History: N.A.
P0-F3,WBGene00011753,WBGene00011753,WBGene00011753,History: N.A.
P0-F3,WBGene00012217,WBGene00012217,WBGene00012217,History: N.A.
P0-F3,WBGene00011741,WBGene00011741,WBGene00011741,History: N.A.
P0-F3,WBGene00019914,WBGene00019914,WBGene00019914,History: N.A.
P0-F3,WBGene00000597,WBGene00000597,WBGene00000597,History: N.A.
P0-F3,WBGene00002271,WBGene00002271,WBGene00002271,History: N.A.
P0-F3,WBGene00022122,WBGene00022122,WBGene00022122,History: N.A.
P0-F3,WBGene00009237,WBGene00009237,WBGene00009237,History: N.A.
P0-F3,WBGene00001099,WBGene00001099,WBGene00001099,History: N.A.
P0-F3,WBGene00022072,WBGene00022072,WBGene00022072,History: N.A.
P0-F3,WBGene00013311,WBGene00013311,WBGene00013311,History: Renamed on 2019-05-20
P0-F3,WBGene00021354,WBGene00021354,WBGene00021354,History: N.A.
P0-F3,WBGene00003982,WBGene00003982,WBGene00003982,History: N.A.
P0-F3,WBGene00002025,WBGene00002025,WBGene00002025,History: N.A.
P0-F3,WBGene00013559,WBGene00013559,WBGene00013559,History: N.A.
P0-F3,WBGene00008199,WBGene00008199,WBGene00008199,History: N.A.
P0-F3,WBGene00003989,WBGene00003989,WBGene00003989,History: N.A.
P0-F3,WBGene00019565,WBGene00019565,WBGene00019565,History: N.A.
P0-F3,WBGene00014666,WBGene00014666,WBGene00014666,History: N.A.
P0-F3,WBGene00000064,WBGene00000064,WBGene00000064,History: N.A.
P0-F3,WBGene00003214,WBGene00003214,WBGene00003214,History: N.A.
P0-F3,WBGene00018055,WBGene00018055,WBGene00018055,History: N.A.
P0-F3,WBGene00022497,WBGene00022497,WBGene00022497,History: N.A.
P0-F3,WBGene00000716,WBGene00000716,WBGene00000716,History: N.A.
P0-F3,WBGene00008566,WBGene00008566,WBGene00008566,History: Renamed on 2017-01-05
P0-F3,WBGene00018921,WBGene00018921,WBGene00018921,History: Renamed on 2014-03-26
P0-F3,WBGene00003957,WBGene00003957,WBGene00003957,History: N.A.
P0-F3,WBGene00021420,WBGene00021420,WBGene00021420,History: N.A.
P0-F3,WBGene00016943,WBGene00016943,WBGene00016943,History: Renamed on 2004-08-25
P0-F3,WBGene00000067,WBGene00000067,WBGene00000067,History: N.A.
P0-F3,WBGene00006928,WBGene00006928,WBGene00006928,History: N.A.
P0-F3,WBGene00006927,WBGene00006927,WBGene00006927,History: N.A.
P0-F3,WBGene00022645,WBGene00022645,WBGene00022645,History: Renamed on 2022-10-03
P0-F3,WBGene00006925,WBGene00006925,WBGene00006925,History: N.A.
P0-F3,WBGene00000620,WBGene00000620,WBGene00000620,History: N.A.
P0-F3,WBGene00004981,WBGene00004981,WBGene00004981,History: N.A.
P0-F3,WBGene00006493,WBGene00006493,WBGene00006493,History: Renamed on 2017-10-11
P0-F3,WBGene00017780,WBGene00017780,WBGene00017780,History: N.A.
P0-F3,WBGene00011771,WBGene00011771,WBGene00011771,History: N.A.
P0-F3,WBGene00002273,WBGene00002273,WBGene00002273,History: N.A.
P0-F3,WBGene00019760,WBGene00019760,WBGene00019760,History: N.A.
P0-F3,WBGene00011487,WBGene00011487,WBGene00011487,History: N.A.
P0-F3,WBGene00010266,WBGene00010266,WBGene00010266,History: N.A.
P0-F3,WBGene00013238,WBGene00013238,WBGene00013238,History: N.A.
P0-F3,WBGene00017501,WBGene00017501,WBGene00017501,History: N.A.
P0-F3,WBGene00000673,WBGene00000673,WBGene00000673,History: N.A.
P0-F3,WBGene00018647,WBGene00018647,WBGene00018647,History: N.A.
P0-F3,WBGene00015400,WBGene00015400,WBGene00015400,History: N.A.
P0-F3,WBGene00018643,WBGene00018643,WBGene00018643,History: N.A.
P0-F3,WBGene00003090,WBGene00003090,WBGene00003090,History: N.A.
P0-F3,WBGene00012664,WBGene00012664,WBGene00012664,History: N.A.
P0-F3,WBGene00013392,WBGene00013392,WBGene00013392,History: N.A.
P0-F3,WBGene00019660,WBGene00019660,WBGene00019660,History: N.A.
P0-F3,WBGene00021427,WBGene00021427,WBGene00021427,History: N.A.
P0-F3,WBGene00018138,WBGene00018138,WBGene00018138,History: N.A.
P0-F3,WBGene00009434,WBGene00009434,WBGene00009434,History: N.A.
P0-F3,WBGene00019441,WBGene00019441,WBGene00019441,History: N.A.
P0-F3,WBGene00017691,WBGene00017691,WBGene00017691,History: N.A.
