# Table S2.  Heritable Dysregulated Genes upon Hypoxia Treatment
# Upregulated Genes in WT
Generation,Gene name,Input,Suggested Match,History
P0-F1,WBGene00016558,WBGene00016558,WBGene00016558,History: N.A.
P0-F1,WBGene00000668,WBGene00000668,WBGene00000668,History: N.A.
P0-F1,WBGene00045275,WBGene00045275,WBGene00045275,History: N.A.
P0-F1,WBGene00009254,WBGene00009254,WBGene00009254,History: N.A.
P0-F1,WBGene00045239,WBGene00045239,WBGene00045239,History: N.A.
P0-F1,WBGene00000251,WBGene00000251,WBGene00000251,History: N.A.
P0-F1,WBGene00006692,WBGene00006692,WBGene00006692,History: N.A.
P0-F1,WBGene00018427,WBGene00018427,WBGene00018427,History: N.A.
P0-F1,WBGene00004358,WBGene00004358,WBGene00004358,History: N.A.
P0-F1,WBGene00000615,WBGene00000615,WBGene00000615,History: N.A.
P0-F1,WBGene00004053,WBGene00004053,WBGene00004053,History: Renamed on 2014-11-18
P0-F1,WBGene00015956,WBGene00015956,WBGene00015956,History: N.A.
P0-F1,WBGene00010828,WBGene00010828,WBGene00010828,History: N.A.
P0-F1,WBGene00011152,WBGene00011152,WBGene00011152,History: N.A.
P0-F1,WBGene00001240,WBGene00001240,WBGene00001240,History: N.A.
P0-F1,WBGene00003958,WBGene00003958,WBGene00003958,History: N.A.
P0-F1,WBGene00015248,WBGene00015248,WBGene00015248,History: N.A.
P0-F1,WBGene00017759,WBGene00017759,WBGene00017759,History: N.A.
P0-F1,WBGene00007024,WBGene00007024,WBGene00007024,History: N.A.
P0-F1,WBGene00018794,WBGene00018794,WBGene00018794,History: N.A.
P0-F1,WBGene00003185,WBGene00003185,WBGene00003185,History: N.A.
P0-F1,WBGene00000684,WBGene00000684,WBGene00000684,History: N.A.
P0-F1,WBGene00001708,WBGene00001708,WBGene00001708,History: N.A.
P0-F1,WBGene00009146,WBGene00009146,WBGene00009146,"History: Split into C08H9.16(WBGene00086566). History of WBGene00009146: Split into ""WBGene00086566"" on 2008-07-18"
P0-F1,WBGene00000639,WBGene00000639,WBGene00000639,History: N.A.
P0-F1,WBGene00021985,WBGene00021985,WBGene00021985,History: N.A.
P0-F1,WBGene00022257,WBGene00022257,WBGene00022257,History: N.A.
P0-F1,WBGene00007709,WBGene00007709,WBGene00007709,History: Renamed on 2006-06-15
P0-F1,WBGene00016392,WBGene00016392,WBGene00016392,History: N.A.
P0-F1,WBGene00003030,WBGene00003030,WBGene00003030,History: N.A.
P0-F1,WBGene00012896,WBGene00012896,WBGene00012896,History: Renamed on 2005-03-17
P0-F1,WBGene00013679,WBGene00013679,WBGene00013679,History: N.A.
P0-F1,WBGene00000711,WBGene00000711,WBGene00000711,History: N.A.
P0-F1,WBGene00020992,WBGene00020992,WBGene00020992,History: N.A.
P0-F1,WBGene00009812,WBGene00009812,WBGene00009812,History: N.A.
P0-F1,WBGene00020311,WBGene00020311,WBGene00020311,History: N.A.
P0-F1,WBGene00017279,WBGene00017279,WBGene00017279,History: N.A.
P0-F1,WBGene00001775,WBGene00001775,WBGene00001775,History: N.A.
P0-F1,WBGene00009132,WBGene00009132,WBGene00009132,History: N.A.
P0-F1,WBGene00021276,WBGene00021276,WBGene00021276,History: N.A.
P0-F1,WBGene00003664,WBGene00003664,WBGene00003664,History: N.A.
P0-F1,WBGene00011006,WBGene00011006,WBGene00011006,"History: Split into C08B6.14(WBGene00044044). History of WBGene00011006: Split into ""WBGene00044080"" on 2005-01-05"
P0-F1,WBGene00016274,WBGene00016274,WBGene00016274,History: N.A.
P0-F1,WBGene00017969,WBGene00017969,WBGene00017969,History: N.A.
P0-F1,WBGene00022399,WBGene00022399,WBGene00022399,History: N.A.
P0-F1,WBGene00007788,WBGene00007788,WBGene00007788,History: N.A.
P0-F1,WBGene00022610,WBGene00022610,WBGene00022610,History: N.A.
P0-F1,WBGene00010055,WBGene00010055,WBGene00010055,History: N.A.
P0-F1,WBGene00000751,WBGene00000751,WBGene00000751,History: N.A.
P0-F1,WBGene00013253,WBGene00013253,WBGene00013253,History: N.A.
P0-F1,WBGene00007707,WBGene00007707,WBGene00007707,History: N.A.
P0-F1,WBGene00004246,WBGene00004246,WBGene00004246,History: N.A.
P0-F1,WBGene00016658,WBGene00016658,WBGene00016658,History: N.A.
P0-F1,WBGene00009319,WBGene00009319,WBGene00009319,History: N.A.
P0-F1,WBGene00003923,WBGene00003923,WBGene00003923,History: N.A.
P0-F1,WBGene00006381,WBGene00006381,WBGene00006381,History: N.A.
P0-F1,WBGene00017955,WBGene00017955,WBGene00017955,History: N.A.
P0-F1,WBGene00018783,WBGene00018783,WBGene00018783,History: N.A.
P0-F1,WBGene00019654,WBGene00019654,WBGene00019654,History: N.A.
P0-F1,WBGene00020628,WBGene00020628,WBGene00020628,History: N.A.
P0-F1,WBGene00006920,WBGene00006920,WBGene00006920,History: N.A.
P0-F1,WBGene00011886,WBGene00011886,WBGene00011886,History: N.A.
P0-F1,WBGene00021282,WBGene00021282,WBGene00021282,History: N.A.
P0-F1,WBGene00000549,WBGene00000549,WBGene00000549,History: N.A.
P0-F1,WBGene00004235,WBGene00004235,WBGene00004235,History: N.A.
P0-F1,WBGene00009280,WBGene00009280,WBGene00009280,History: N.A.
P0-F1,WBGene00012109,WBGene00012109,WBGene00012109,History: N.A.
P0-F1,WBGene00004147,WBGene00004147,WBGene00004147,History: Renamed on 2006-12-05; Renamed on 2008-04-18
P0-F1,WBGene00004044,WBGene00004044,WBGene00004044,History: N.A.
P0-F1,WBGene00003421,WBGene00003421,WBGene00003421,History: N.A.
P0-F1,WBGene00021938,WBGene00021938,WBGene00021938,History: N.A.
P0-F1,WBGene00007087,WBGene00007087,WBGene00007087,History: N.A.
P0-F1,WBGene00004501,WBGene00004501,WBGene00004501,History: N.A.
P0-F1,WBGene00015098,WBGene00015098,WBGene00015098,History: N.A.
P0-F1,WBGene00017548,WBGene00017548,WBGene00017548,History: N.A.
P0-F1,WBGene00006351,WBGene00006351,WBGene00006351,History: N.A.
P0-F1,WBGene00007966,WBGene00007966,WBGene00007966,History: N.A.
P0-F1,WBGene00022300,WBGene00022300,WBGene00022300,History: N.A.
P0-F1,WBGene00019673,WBGene00019673,WBGene00019673,History: N.A.
P0-F1,WBGene00010622,WBGene00010622,WBGene00010622,History: N.A.
P0-F1,WBGene00021555,WBGene00021555,WBGene00021555,History: N.A.
P0-F1,WBGene00003948,WBGene00003948,WBGene00003948,History: N.A.
P0-F1,WBGene00012011,WBGene00012011,WBGene00012011,History: N.A.
P0-F1,WBGene00009404,WBGene00009404,WBGene00009404,History: N.A.
P0-F1,WBGene00021322,WBGene00021322,WBGene00021322,History: N.A.
P0-F1,WBGene00000369,WBGene00000369,WBGene00000369,History: N.A.
P0-F1,WBGene00019406,WBGene00019406,WBGene00019406,History: N.A.
P0-F1,WBGene00016113,WBGene00016113,WBGene00016113,History: N.A.
P0-F1,WBGene00013256,WBGene00013256,WBGene00013256,History: N.A.
P0-F1,WBGene00020268,WBGene00020268,WBGene00020268,History: N.A.
P0-F1,WBGene00001514,WBGene00001514,WBGene00001514,History: Renamed on 2008-09-15
P0-F1,WBGene00011775,WBGene00011775,WBGene00011775,History: N.A.
P0-F1,WBGene00006587,WBGene00006587,WBGene00006587,History: N.A.
P0-F1,WBGene00007637,WBGene00007637,WBGene00007637,History: N.A.
P0-F1,WBGene00011036,WBGene00011036,WBGene00011036,History: N.A.
P0-F1,WBGene00020827,WBGene00020827,WBGene00020827,History: N.A.
P0-F1,WBGene00015083,WBGene00015083,WBGene00015083,History: N.A.
P0-F1,WBGene00011438,WBGene00011438,WBGene00011438,History: N.A.
P0-F1,WBGene00009542,WBGene00009542,WBGene00009542,History: N.A.
P0-F1,WBGene00014176,WBGene00014176,WBGene00014176,History: N.A.
P0-F1,WBGene00000541,WBGene00000541,WBGene00000541,History: N.A.
P0-F1,WBGene00019157,WBGene00019157,WBGene00019157,History: N.A.
P0-F1,WBGene00044734,WBGene00044734,WBGene00044734,History: N.A.
P0-F1,WBGene00020094,WBGene00020094,WBGene00020094,History: N.A.
P0-F1,WBGene00004042,WBGene00004042,WBGene00004042,History: N.A.
P0-F1,WBGene00016356,WBGene00016356,WBGene00016356,History: N.A.
P0-F1,WBGene00007913,WBGene00007913,WBGene00007913,History: N.A.
P0-F1,WBGene00020314,WBGene00020314,WBGene00020314,History: N.A.
P0-F1,WBGene00006974,WBGene00006974,WBGene00006974,History: N.A.
P0-F1,WBGene00000585,WBGene00000585,WBGene00000585,History: Renamed on 2006-01-17
P0-F1,WBGene00013874,WBGene00013874,WBGene00013874,History: N.A.
P0-F1,WBGene00011474,WBGene00011474,WBGene00011474,History: N.A.
P0-F1,WBGene00008506,WBGene00008506,WBGene00008506,History: N.A.
P0-F1,WBGene00019715,WBGene00019715,WBGene00019715,History: N.A.
P0-F1,WBGene00015642,WBGene00015642,WBGene00015642,History: N.A.
P0-F1,WBGene00018833,WBGene00018833,WBGene00018833,History: N.A.
P0-F1,WBGene00044789,WBGene00044789,WBGene00044789,History: N.A.
P0-F1,WBGene00007685,WBGene00007685,WBGene00007685,History: N.A.
P0-F1,WBGene00021690,WBGene00021690,WBGene00021690,History: N.A.
P0-F1,WBGene00016085,WBGene00016085,WBGene00016085,History: N.A.
P0-F1,WBGene00016014,WBGene00016014,WBGene00016014,History: N.A.
P0-F1,WBGene00001774,WBGene00001774,WBGene00001774,History: N.A.
P0-F1,WBGene00001023,WBGene00001023,WBGene00001023,History: N.A.
P0-F1,WBGene00011236,WBGene00011236,WBGene00011236,History: N.A.
P0-F1,WBGene00011350,WBGene00011350,WBGene00011350,History: N.A.
P0-F1,WBGene00005023,WBGene00005023,WBGene00005023,"History: Split into T24D1.7(WBGene00303082). History of WBGene00005023: Split into ""WBGene00303082"" on 2018-03-02"
P0-F1,WBGene00003395,WBGene00003395,WBGene00003395,History: N.A.
P0-F1,WBGene00015266,WBGene00015266,WBGene00015266,History: N.A.
P0-F1,WBGene00007433,WBGene00007433,WBGene00007433,History: N.A.
P0-F1,WBGene00006509,WBGene00006509,WBGene00006509,History: N.A.
P0-F1,WBGene00015310,WBGene00015310,WBGene00015310,History: N.A.
P0-F1,WBGene00007463,WBGene00007463,WBGene00007463,History: N.A.
P0-F1,WBGene00011338,WBGene00011338,WBGene00011338,History: N.A.
P0-F1,WBGene00021038,WBGene00021038,WBGene00021038,History: N.A.
P0-F1,WBGene00015101,WBGene00015101,WBGene00015101,History: N.A.
P0-F1,WBGene00003795,WBGene00003795,WBGene00003795,History: N.A.
P0-F1,WBGene00001597,WBGene00001597,WBGene00001597,History: N.A.
P0-F1,WBGene00000465,WBGene00000465,WBGene00000465,History: Renamed on 2006-06-16; Renamed on 2008-01-14
P0-F1,WBGene00020933,WBGene00020933,WBGene00020933,"History: Split into W02D3.13(WBGene00303103). History of WBGene00020933: Split into ""WBGene00303103"" on 2018-03-06"
P0-F1,WBGene00013551,WBGene00013551,WBGene00013551,History: N.A.
P0-F1,WBGene00006565,WBGene00006565,WBGene00006565,History: N.A.
P0-F1,WBGene00009645,WBGene00009645,WBGene00009645,History: N.A.
P0-F1,WBGene00003865,WBGene00003865,WBGene00003865,History: N.A.
P0-F1,WBGene00004020,WBGene00004020,WBGene00004020,History: N.A.
P0-F1,WBGene00021093,WBGene00021093,WBGene00021093,History: N.A.
P0-F1,WBGene00019556,WBGene00019556,WBGene00019556,History: N.A.
P0-F1,WBGene00022301,WBGene00022301,WBGene00022301,History: N.A.
P0-F1,WBGene00003789,WBGene00003789,WBGene00003789,History: N.A.
P0-F1,WBGene00303058,WBGene00303058,WBGene00303058,History: N.A.
P0-F1,WBGene00016501,WBGene00016501,WBGene00016501,History: N.A.
P0-F1,WBGene00017988,WBGene00017988,WBGene00017988,History: N.A.
P0-F1,WBGene00013549,WBGene00013549,WBGene00013549,History: N.A.
P0-F1,WBGene00015143,WBGene00015143,WBGene00015143,History: N.A.
P0-F1,WBGene00004031,WBGene00004031,WBGene00004031,History: N.A.
P0-F1,WBGene00002068,WBGene00002068,WBGene00002068,History: N.A.
P0-F1,WBGene00009308,WBGene00009308,WBGene00009308,History: Renamed on 2014-09-24
P0-F1,WBGene00008417,WBGene00008417,WBGene00008417,History: N.A.
P0-F1,WBGene00004374,WBGene00004374,WBGene00004374,History: N.A.
P0-F1,WBGene00001130,WBGene00001130,WBGene00001130,History: N.A.
P0-F1,WBGene00010787,WBGene00010787,WBGene00010787,History: N.A.
P0-F1,WBGene00017417,WBGene00017417,WBGene00017417,History: N.A.
P0-F1,WBGene00016103,WBGene00016103,WBGene00016103,History: N.A.
P0-F1,WBGene00010416,WBGene00010416,WBGene00010416,History: N.A.
P0-F1,WBGene00009065,WBGene00009065,WBGene00009065,History: N.A.
P0-F1,WBGene00002061,WBGene00002061,WBGene00002061,History: N.A.
P0-F1,WBGene00003222,WBGene00003222,WBGene00003222,History: N.A.
P0-F1,WBGene00004700,WBGene00004700,WBGene00004700,History: N.A.
P0-F1,WBGene00006734,WBGene00006734,WBGene00006734,History: N.A.
P0-F1,WBGene00013018,WBGene00013018,WBGene00013018,History: N.A.
P0-F1,WBGene00020757,WBGene00020757,WBGene00020757,History: N.A.
P0-F1,WBGene00008399,WBGene00008399,WBGene00008399,"History: Split into D2005.7(WBGene00086551). History of WBGene00008399: Split into ""WBGene00086551"" on 2008-06-27"
P0-F1,WBGene00015312,WBGene00015312,WBGene00015312,History: N.A.
P0-F1,WBGene00011320,WBGene00011320,WBGene00011320,History: N.A.
P0-F1,WBGene00000671,WBGene00000671,WBGene00000671,History: N.A.
P0-F1,WBGene00017161,WBGene00017161,WBGene00017161,History: N.A.
P0-F1,WBGene00012734,WBGene00012734,WBGene00012734,History: N.A.
P0-F1,WBGene00017547,WBGene00017547,WBGene00017547,History: N.A.
P0-F1,WBGene00008959,WBGene00008959,WBGene00008959,History: N.A.
P0-F1,WBGene00020914,WBGene00020914,WBGene00020914,History: N.A.
P0-F1,WBGene00011819,WBGene00011819,WBGene00011819,History: N.A.
P0-F1,WBGene00219425,WBGene00219425,WBGene00219425,History: N.A.
P0-F1,WBGene00010066,WBGene00010066,WBGene00010066,History: N.A.
P0-F1,WBGene00020392,WBGene00020392,WBGene00020392,History: N.A.
P0-F1,WBGene00020375,WBGene00020375,WBGene00020375,History: Renamed on 2013-11-11
P0-F1,WBGene00000252,WBGene00000252,WBGene00000252,History: N.A.
P0-F1,WBGene00008508,WBGene00008508,WBGene00008508,History: N.A.
P0-F1,WBGene00020813,WBGene00020813,WBGene00020813,History: N.A.
P0-F1,WBGene00009515,WBGene00009515,WBGene00009515,History: N.A.
P0-F1,WBGene00004984,WBGene00004984,WBGene00004984,History: N.A.
P0-F1,WBGene00008387,WBGene00008387,WBGene00008387,History: N.A.
P0-F1,WBGene00021627,WBGene00021627,WBGene00021627,History: N.A.
P0-F1,WBGene00012990,WBGene00012990,WBGene00012990,History: N.A.
P0-F1,WBGene00018948,WBGene00018948,WBGene00018948,History: N.A.
P0-F1,WBGene00044107,WBGene00044107,WBGene00044107,History: N.A.
P0-F1,WBGene00021035,WBGene00021035,WBGene00021035,History: N.A.
P0-F1,WBGene00000698,WBGene00000698,WBGene00000698,History: N.A.
P0-F1,WBGene00018812,WBGene00018812,WBGene00018812,"History: Merged into ""WBGene00018814"" on 2012-01-23; Resurrected on 2012-06-29"
P0-F1,WBGene00021292,WBGene00021292,WBGene00021292,History: N.A.
P0-F1,WBGene00008707,WBGene00008707,WBGene00008707,History: N.A.
P0-F1,WBGene00016391,WBGene00016391,WBGene00016391,History: N.A.
P0-F1,WBGene00000626,WBGene00000626,WBGene00000626,History: N.A.
P0-F1,WBGene00015894,WBGene00015894,WBGene00015894,History: N.A.
P0-F1,WBGene00021886,WBGene00021886,WBGene00021886,History: N.A.
P0-F1,WBGene00007333,WBGene00007333,WBGene00007333,History: N.A.
P0-F1,WBGene00009798,WBGene00009798,WBGene00009798,History: N.A.
P0-F1,WBGene00010274,WBGene00010274,WBGene00010274,History: N.A.
P0-F1,WBGene00020269,WBGene00020269,WBGene00020269,History: Renamed on 2013-11-11
P0-F1,WBGene00004314,WBGene00004314,WBGene00004314,"History: Split into Y54F10AM.15(WBGene00303092). History of WBGene00004314: Split into ""WBGene00303092"" on 2018-03-02"
P0-F1,WBGene00001581,WBGene00001581,WBGene00001581,History: N.A.
P0-F1,WBGene00012234,WBGene00012234,WBGene00012234,History: N.A.
P0-F1,WBGene00022738,WBGene00022738,WBGene00022738,History: Renamed on 2017-12-07
P0-F1,WBGene00012555,WBGene00012555,WBGene00012555,History: N.A.
P0-F1,WBGene00020437,WBGene00020437,WBGene00020437,History: N.A.
P0-F1,WBGene00006512,WBGene00006512,WBGene00006512,History: N.A.
P0-F1,WBGene00003959,WBGene00003959,WBGene00003959,History: N.A.
P0-F1,WBGene00004110,WBGene00004110,WBGene00004110,History: N.A.
P0-F1,WBGene00000866,WBGene00000866,WBGene00000866,History: N.A.
P0-F1,WBGene00015270,WBGene00015270,WBGene00015270,History: N.A.
P0-F1,WBGene00010923,WBGene00010923,WBGene00010923,History: N.A.
P0-F1,WBGene00008740,WBGene00008740,WBGene00008740,History: N.A.
P0-F1,WBGene00011527,WBGene00011527,WBGene00011527,History: N.A.
P0-F1,WBGene00021713,WBGene00021713,WBGene00021713,History: N.A.
P0-F1,WBGene00018340,WBGene00018340,WBGene00018340,History: N.A.
P0-F1,WBGene00007536,WBGene00007536,WBGene00007536,History: N.A.
P0-F1,WBGene00001977,WBGene00001977,WBGene00001977,History: N.A.
P0-F1,WBGene00002879,WBGene00002879,WBGene00002879,History: N.A.
P0-F1,WBGene00022203,WBGene00022203,WBGene00022203,History: N.A.
P0-F1,WBGene00000680,WBGene00000680,WBGene00000680,History: N.A.
P0-F1,WBGene00021058,WBGene00021058,WBGene00021058,History: N.A.
P0-F1,WBGene00011000,WBGene00011000,WBGene00011000,History: N.A.
P0-F1,WBGene00020732,WBGene00020732,WBGene00020732,History: N.A.
P0-F1,WBGene00010537,WBGene00010537,WBGene00010537,History: N.A.
P0-F1,WBGene00016981,WBGene00016981,WBGene00016981,History: N.A.
P0-F1,WBGene00013007,WBGene00013007,WBGene00013007,History: N.A.
P0-F1,WBGene00007578,WBGene00007578,WBGene00007578,History: N.A.
P0-F1,WBGene00004905,WBGene00004905,WBGene00004905,History: N.A.
P0-F1,WBGene00018707,WBGene00018707,WBGene00018707,History: N.A.
P0-F1,WBGene00022854,WBGene00022854,WBGene00022854,History: N.A.
P0-F1,WBGene00021883,WBGene00021883,WBGene00021883,History: N.A.
P0-F1,WBGene00044131,WBGene00044131,WBGene00044131,History: N.A.
P0-F1,WBGene00011275,WBGene00011275,WBGene00011275,History: N.A.
P0-F1,WBGene00016825,WBGene00016825,WBGene00016825,History: N.A.
P0-F1,WBGene00000608,WBGene00000608,WBGene00000608,History: N.A.
P0-F1,WBGene00001563,WBGene00001563,WBGene00001563,History: N.A.
P0-F1,WBGene00020719,WBGene00020719,WBGene00020719,History: N.A.
P0-F1,WBGene00021507,WBGene00021507,WBGene00021507,History: N.A.
P0-F1,WBGene00002245,WBGene00002245,WBGene00002245,History: N.A.
P0-F1,WBGene00018446,WBGene00018446,WBGene00018446,History: N.A.
P0-F1,WBGene00002144,WBGene00002144,WBGene00002144,History: N.A.
P0-F1,WBGene00011910,WBGene00011910,WBGene00011910,History: N.A.
P0-F1,WBGene00016408,WBGene00016408,WBGene00016408,History: Renamed on 2007-07-20
P0-F1,WBGene00021222,WBGene00021222,WBGene00021222,History: N.A.
P0-F1,WBGene00020287,WBGene00020287,WBGene00020287,History: N.A.
P0-F1,WBGene00000733,WBGene00000733,WBGene00000733,History: N.A.
P0-F1,WBGene00000636,WBGene00000636,WBGene00000636,History: N.A.
P0-F1,WBGene00006518,WBGene00006518,WBGene00006518,History: Renamed on 2016-11-29
P0-F1,WBGene00003241,WBGene00003241,WBGene00003241,History: N.A.
P0-F1,WBGene00011645,WBGene00011645,WBGene00011645,History: N.A.
P0-F1,WBGene00011884,WBGene00011884,WBGene00011884,History: N.A.
P0-F1,WBGene00022261,WBGene00022261,WBGene00022261,History: N.A.
P0-F1,WBGene00022114,WBGene00022114,WBGene00022114,History: N.A.
P0-F1,WBGene00008440,WBGene00008440,WBGene00008440,History: N.A.
P0-F1,WBGene00022425,WBGene00022425,WBGene00022425,History: N.A.
P0-F1,WBGene00012738,WBGene00012738,WBGene00012738,History: N.A.
P0-F1,WBGene00010492,WBGene00010492,WBGene00010492,History: N.A.
P0-F1,WBGene00016357,WBGene00016357,WBGene00016357,History: N.A.
P0-F1,WBGene00014054,WBGene00014054,WBGene00014054,History: N.A.
P0-F1,WBGene00022292,WBGene00022292,WBGene00022292,History: N.A.
P0-F1,WBGene00010785,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
P0-F1,WBGene00017733,WBGene00017733,WBGene00017733,History: N.A.
P0-F1,WBGene00015635,WBGene00015635,WBGene00015635,History: N.A.
P0-F1,WBGene00019617,WBGene00019617,WBGene00019617,History: N.A.
P0-F1,WBGene00008375,WBGene00008375,WBGene00008375,History: N.A.
P0-F1,WBGene00009177,WBGene00009177,WBGene00009177,History: N.A.
P0-F1,WBGene00002148,WBGene00002148,WBGene00002148,History: Renamed on 2006-03-22
P0-F1,WBGene00021641,WBGene00021641,WBGene00021641,History: N.A.
P0-F1,WBGene00015331,WBGene00015331,WBGene00015331,History: N.A.
P0-F1,WBGene00004782,WBGene00004782,WBGene00004782,History: N.A.
P0-F1,WBGene00002074,WBGene00002074,WBGene00002074,History: N.A.
P0-F1,WBGene00018316,WBGene00018316,WBGene00018316,History: N.A.
P0-F1,WBGene00003133,WBGene00003133,WBGene00003133,History: Renamed on 2022-01-03
P0-F1,WBGene00021835,WBGene00021835,WBGene00021835,History: N.A.
P0-F1,WBGene00011120,WBGene00011120,WBGene00011120,History: N.A.
P0-F1,WBGene00016888,WBGene00016888,WBGene00016888,History: N.A.
P0-F1,WBGene00012474,WBGene00012474,WBGene00012474,History: N.A.
P0-F1,WBGene00008854,WBGene00008854,WBGene00008854,History: N.A.
P0-F1,WBGene00018917,WBGene00018917,WBGene00018917,History: N.A.
P0-F1,WBGene00018037,WBGene00018037,WBGene00018037,History: N.A.
P0-F1,WBGene00003229,WBGene00003229,WBGene00003229,History: N.A.
P0-F1,WBGene00002225,WBGene00002225,WBGene00002225,History: N.A.
P0-F1,WBGene00011195,WBGene00011195,WBGene00011195,History: N.A.
P0-F1,WBGene00008418,WBGene00008418,WBGene00008418,History: N.A.
P0-F1,WBGene00000748,WBGene00000748,WBGene00000748,History: N.A.
P0-F1,WBGene00022381,WBGene00022381,WBGene00022381,History: N.A.
P0-F1,WBGene00000099,WBGene00000099,WBGene00000099,History: N.A.
P0-F1,WBGene00013465,WBGene00013465,WBGene00013465,History: N.A.
P0-F1,WBGene00021676,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
P0-F1,WBGene00010657,WBGene00010657,WBGene00010657,History: N.A.
P0-F1,WBGene00016714,WBGene00016714,WBGene00016714,History: N.A.
P0-F2,WBGene00001090,WBGene00001090,WBGene00001090,History: N.A.
P0-F2,WBGene00019011,WBGene00019011,WBGene00019011,History: N.A.
P0-F2,WBGene00013729,WBGene00013729,WBGene00013729,History: N.A.
P0-F2,WBGene00003231,WBGene00003231,WBGene00003231,History: N.A.
P0-F2,WBGene00004955,WBGene00004955,WBGene00004955,History: N.A.
P0-F2,WBGene00001020,WBGene00001020,WBGene00001020,History: N.A.
P0-F2,WBGene00021853,WBGene00021853,WBGene00021853,History: N.A.
P0-F2,WBGene00000388,WBGene00000388,WBGene00000388,History: N.A.
P0-F2,WBGene00003230,WBGene00003230,WBGene00003230,History: N.A.
P0-F2,WBGene00000162,WBGene00000162,WBGene00000162,History: N.A.
P0-F2,WBGene00018897,WBGene00018897,WBGene00018897,History: N.A.
P0-F2,WBGene00007624,WBGene00007624,WBGene00007624,History: Renamed on 2012-08-29
P0-F2,WBGene00002076,WBGene00002076,WBGene00002076,History: N.A.
P0-F2,WBGene00007290,WBGene00007290,WBGene00007290,History: N.A.
P0-F2,WBGene00010077,WBGene00010077,WBGene00010077,History: N.A.
P0-F2,WBGene00007975,WBGene00007975,WBGene00007975,History: N.A.
P0-F2,WBGene00015504,WBGene00015504,WBGene00015504,History: N.A.
P0-F2,WBGene00009744,WBGene00009744,WBGene00009744,History: Split into F45H11.8(WBGene00189958). History of WBGene00009744: N.A.
P0-F2,WBGene00007630,WBGene00007630,WBGene00007630,History: N.A.
P0-F2,WBGene00000867,WBGene00000867,WBGene00000867,History: N.A.
P0-F2,WBGene00012879,WBGene00012879,WBGene00012879,History: N.A.
P0-F2,WBGene00006936,WBGene00006936,WBGene00006936,History: Renamed on 2010-01-29; Renamed on 2015-10-07
P0-F2,WBGene00002070,WBGene00002070,WBGene00002070,History: N.A.
P0-F2,WBGene00001630,WBGene00001630,WBGene00001630,History: N.A.
P0-F2,WBGene00019799,WBGene00019799,WBGene00019799,History: N.A.
P0-F2,WBGene00009451,WBGene00009451,WBGene00009451,History: N.A.
P0-F2,WBGene00010405,WBGene00010405,WBGene00010405,History: N.A.
P0-F2,WBGene00013349,WBGene00013349,WBGene00013349,History: N.A.
P0-F2,WBGene00018864,WBGene00018864,WBGene00018864,History: N.A.
P0-F2,WBGene00003026,WBGene00003026,WBGene00003026,History: Renamed on 2005-08-24
P0-F2,WBGene00021868,WBGene00021868,WBGene00021868,History: N.A.
P0-F2,WBGene00004132,WBGene00004132,WBGene00004132,History: Renamed on 2011-08-12; Renamed on 2011-08-12
P0-F2,WBGene00010660,WBGene00010660,WBGene00010660,History: N.A.
P0-F2,WBGene00015449,WBGene00015449,WBGene00015449,History: N.A.
P0-F2,WBGene00000479,WBGene00000479,WBGene00000479,History: N.A.
P0-F2,WBGene00011153,WBGene00011153,WBGene00011153,History: N.A.
P0-F2,WBGene00004502,WBGene00004502,WBGene00004502,History: N.A.
P0-F2,WBGene00013340,WBGene00013340,WBGene00013340,History: N.A.
P0-F2,WBGene00011689,WBGene00011689,WBGene00011689,History: N.A.
P0-F2,WBGene00001566,WBGene00001566,WBGene00001566,History: Renamed on 2008-04-17
P0-F2,WBGene00010621,WBGene00010621,WBGene00010621,History: N.A.
P0-F2,WBGene00003801,WBGene00003801,WBGene00003801,History: N.A.
P0-F2,WBGene00003951,WBGene00003951,WBGene00003951,History: N.A.
P0-F2,WBGene00012715,WBGene00012715,WBGene00012715,History: N.A.
P0-F2,WBGene00008990,WBGene00008990,WBGene00008990,History: N.A.
P0-F2,WBGene00021486,WBGene00021486,WBGene00021486,History: N.A.
P0-F2,WBGene00007833,WBGene00007833,WBGene00007833,History: N.A.
P0-F2,WBGene00006930,WBGene00006930,WBGene00006930,History: N.A.
P0-F2,WBGene00010353,WBGene00010353,WBGene00010353,History: N.A.
P0-F2,WBGene00011834,WBGene00011834,WBGene00011834,History: N.A.
P0-F2,WBGene00077732,WBGene00077732,WBGene00077732,History: Renamed on 2012-08-15
P0-F2,WBGene00000215,WBGene00000215,WBGene00000215,"History: Split into T18H9.11(WBGene00271820). History of WBGene00000215: Split into ""WBGene00271820"" on 2017-09-21"
P0-F2,WBGene00001601,WBGene00001601,WBGene00001601,History: N.A.
P0-F2,WBGene00002214,WBGene00002214,WBGene00002214,History: N.A.
P0-F2,WBGene00022586,WBGene00022586,WBGene00022586,History: N.A.
P0-F2,WBGene00000507,WBGene00000507,WBGene00000507,History: N.A.
P0-F2,WBGene00000757,WBGene00000757,WBGene00000757,History: N.A.
P0-F2,WBGene00017177,WBGene00017177,WBGene00017177,History: N.A.
P0-F2,WBGene00011885,WBGene00011885,WBGene00011885,History: N.A.
P0-F2,WBGene00008546,WBGene00008546,WBGene00008546,History: N.A.
