# Supplementary File 3,Sheet 8: Small RNAs significantly down-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for seven generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen7),Input,Suggested Match,History
WBGene00269431,-4.623277195,-2.94147680011862,WBGene00269431,WBGene00269431,History: N.A.
WBGene00009697,-4.622712116,-4.73026058061798,WBGene00009697,WBGene00009697,History: N.A.
WBGene00004933,-4.622584944,-4.9006522193182,WBGene00004933,WBGene00004933,History: N.A.
WBGene00010921,-4.609251073,-3.09190961112381,WBGene00010921,WBGene00010921,History: N.A.
WBGene00044502,-4.602638014,-5.65350507333208,WBGene00044502,WBGene00044502,History: N.A.
WBGene00021095,-4.595414538,-4.56932194560028,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00009696,-4.584136373,-3.39187484450466,WBGene00009696,WBGene00009696,History: N.A.
WBGene00219413,-4.577720406,-4.84027952419352,WBGene00219413,WBGene00219413,History: N.A.
WBGene00002015,-4.566642734,-5.06528331641277,WBGene00002015,WBGene00002015,History: N.A.
WBGene00044705,-4.565772138,-4.19117636838294,WBGene00044705,WBGene00044705,History: N.A.
WBGene00011393,-4.558747942,-4.49925553892966,WBGene00011393,WBGene00011393,History: N.A.
WBGene00021079,-4.545400515,-3.72783359980561,WBGene00021079,WBGene00021079,History: N.A.
WBGene00014944,-4.534879236,-3.22919825754841,WBGene00014944,WBGene00014944,History: N.A.
WBGene00021976,-4.477279312,-4.90916712731789,WBGene00021976,WBGene00021976,History: N.A.
WBGene00007489,-4.463056583,-3.74533071244898,WBGene00007489,WBGene00007489,History: N.A.
WBGene00022129,-4.452914095,-5.30842254439785,WBGene00022129,WBGene00022129,History: N.A.
WBGene00013755,-4.44358235,-2.5392778760556,WBGene00013755,WBGene00013755,History: N.A.
WBGene00045366,-4.441580934,-2.61530541759208,WBGene00045366,WBGene00045366,History: N.A.
WBGene00015115,-4.432883622,-5.12257494099592,WBGene00015115,WBGene00015115,History: N.A.
WBGene00013736,-4.432399783,-4.35329498110028,WBGene00013736,WBGene00013736,History: N.A.
WBGene00013672,-4.428906966,-4.39365269307647,WBGene00013672,WBGene00013672,History: N.A.
WBGene00002020,-4.4279122,-4.65453768654115,WBGene00002020,WBGene00002020,History: N.A.
WBGene00021274,-4.394329593,-4.46860699407059,WBGene00021274,WBGene00021274,History: N.A.
