# Supplementary File 5,Sheet 10: mRNAs significantly down-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for 10 generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen10),Input,Suggested Match,History
WBGene00010723,-2.3163208020871,-1.74493536162658,WBGene00010723,WBGene00010723,History: N.A.
WBGene00018005,-2.30642855404102,-1.94583636808715,WBGene00018005,WBGene00018005,History: N.A.
WBGene00010267,-2.30536312807651,-2.18160413408372,WBGene00010267,WBGene00010267,History: N.A.
WBGene00013899,-2.30074023551758,-1.12145492369448,WBGene00013899,WBGene00013899,History: N.A.
WBGene00017267,-2.30046281608897,-1.14158095918831,WBGene00017267,WBGene00017267,"History: Split into F08F8.11(WBGene00269381). History of WBGene00017267: Split into ""WBGene00269381"" on 2016-02-18"
WBGene00017270,-2.30046281608897,-1.14158095918831,WBGene00017270,WBGene00017270,History: N.A.
WBGene00000013,-2.29137727548183,-1.55871024585963,WBGene00000013,WBGene00000013,History: N.A.
WBGene00007916,-2.28843629532934,-1.91082624374114,WBGene00007916,WBGene00007916,History: N.A.
WBGene00013891,-2.28340698559991,-1.85530885486107,WBGene00013891,WBGene00013891,History: N.A.
WBGene00017654,-2.26375969248444,-1.33981340240821,WBGene00017654,WBGene00017654,History: N.A.
WBGene00044283,-2.25327729887644,-1.10496208979513,WBGene00044283,WBGene00044283,History: N.A.
WBGene00044623,-2.25269582736055,-2.86088802965685,WBGene00044623,WBGene00044623,"History: Split into T23F2.13(WBGene00303081). History of WBGene00044623: Renamed on 2008-04-18; Renamed on 2008-04-18; Split into ""WBGene00303081"" on 2018-03-02"
WBGene00045183,-2.23667808515913,-2.07535626189656,WBGene00045183,WBGene00045183,History: N.A.
WBGene00013852,-2.23561721682111,-2.64222895010674,WBGene00013852,WBGene00013852,History: N.A.
WBGene00002018,-2.22064522811104,-1.25628478142982,WBGene00002018,WBGene00002018,History: N.A.
WBGene00010320,-2.22021968141197,-1.51389027643751,WBGene00010320,WBGene00010320,History: N.A.
WBGene00017998,-2.19289758581746,-2.39976396939439,WBGene00017998,WBGene00017998,History: N.A.
WBGene00195209,-2.18632218248563,-1.60657602055407,WBGene00195209,WBGene00195209,History: N.A.
WBGene00003850,-2.1782326156888,-1.67127980391712,WBGene00003850,WBGene00003850,History: N.A.
WBGene00021263,-2.16919367585238,-1.16821217535169,WBGene00021263,WBGene00021263,History: N.A.
WBGene00018297,-2.15738062027518,-1.75302667732479,WBGene00018297,WBGene00018297,History: N.A.
WBGene00013146,-2.15722229357357,-1.32157928889172,WBGene00013146,WBGene00013146,History: N.A.
WBGene00001989,-2.14322118175644,-1.9319981832621,WBGene00001989,WBGene00001989,History: N.A.
WBGene00008358,-2.12394950956288,-1.57760163341302,WBGene00008358,WBGene00008358,History: N.A.
WBGene00017127,-2.11860167627816,-1.09002038323821,WBGene00017127,WBGene00017127,History: N.A.
WBGene00013585,-2.11181401794821,-1.16715220029023,WBGene00013585,WBGene00013585,History: N.A.
WBGene00009724,-2.10845556291795,-1.88081490601371,WBGene00009724,WBGene00009724,History: N.A.
WBGene00017225,-2.1010469348993,-2.22954407029821,WBGene00017225,WBGene00017225,History: N.A.
WBGene00006611,-2.09241407089945,-1.71856702825348,WBGene00006611,WBGene00006611,History: N.A.
WBGene00021986,-2.07660986295354,-2.3317954791837,WBGene00021986,WBGene00021986,History: N.A.
WBGene00021978,-2.06231338764893,-1.66213215731796,WBGene00021978,WBGene00021978,History: N.A.
WBGene00011643,-2.06121130154547,-1.52112525563405,WBGene00011643,WBGene00011643,History: Renamed on 2015-04-29
WBGene00012032,-2.04159383173912,-1.74994718295199,WBGene00012032,WBGene00012032,History: N.A.
WBGene00003385,-2.03979731936604,-1.07874948373879,WBGene00003385,WBGene00003385,History: N.A.
WBGene00014055,-2.03803334305762,-1.03990742867013,WBGene00014055,WBGene00014055,History: N.A.
WBGene00010262,-2.02133283110212,-1.31202321412772,WBGene00010262,WBGene00010262,History: N.A.
WBGene00007495,-2.01973298233003,-1.58880838881749,WBGene00007495,WBGene00007495,History: N.A.
WBGene00008462,-2.00833078707799,-1.4008441994282,WBGene00008462,WBGene00008462,"History: Split into E02H4.7(WBGene00077757). History of WBGene00008462: Split into ""WBGene00077757"" on 2008-05-23"
WBGene00004236,-1.99491943606912,-1.93841333374211,WBGene00004236,WBGene00004236,History: N.A.
WBGene00016329,-1.98574978968593,-1.94710704916783,WBGene00016329,WBGene00016329,History: N.A.
WBGene00020976,-1.98498745308453,-1.5964454636931,WBGene00020976,WBGene00020976,History: N.A.
WBGene00008150,-1.97371112273988,-1.97560805484964,WBGene00008150,WBGene00008150,History: N.A.
WBGene00019750,-1.93945699399071,-1.48369228461845,WBGene00019750,WBGene00019750,History: N.A.
WBGene00015476,-1.92640634063332,-1.27519181828859,WBGene00015476,WBGene00015476,History: N.A.
WBGene00002087,-1.92305424285048,-1.57162476169475,WBGene00002087,WBGene00002087,History: N.A.
WBGene00010958,-1.92211768605062,-1.64370500367342,WBGene00010958,WBGene00010958,History: N.A.
WBGene00022283,-1.91799900114052,-1.29513610635208,WBGene00022283,WBGene00022283,History: N.A.
WBGene00006636,-1.91329921624897,-1.15814753586013,WBGene00006636,WBGene00006636,History: N.A.
WBGene00015178,-1.89694704967469,-2.55369836040203,WBGene00015178,WBGene00015178,History: N.A.
WBGene00023416,-1.89565477298248,-1.56391072615109,WBGene00023416,WBGene00023416,History: Renamed on 2014-03-04
WBGene00007006,-1.89321303072768,-2.18408932684042,WBGene00007006,WBGene00007006,History: N.A.
WBGene00020125,-1.89093156576066,-2.02045594777839,WBGene00020125,WBGene00020125,History: N.A.
WBGene00006522,-1.87430744312389,-1.66262068573207,WBGene00006522,WBGene00006522,"History: Split into ""WBGene00195085"" on 2010-05-06"
WBGene00017484,-1.85717367446475,-1.48309837297386,WBGene00017484,WBGene00017484,History: N.A.
WBGene00012867,-1.84996440487739,-1.38663781755874,WBGene00012867,WBGene00012867,History: N.A.
