# Supplementary File 5,Sheet 9: mRNAs significantly up-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for seven generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen7),Input,Suggested Match,History
WBGene00000606,3.02561057894975,1.2007815831684,WBGene00000606,WBGene00000606,History: N.A.
WBGene00007867,3.02198769447955,1.78233435163148,WBGene00007867,WBGene00007867,History: N.A.
WBGene00009622,3.01060498014821,1.38897064055899,WBGene00009622,WBGene00009622,History: N.A.
WBGene00008584,3.00872944828836,1.935417457885,WBGene00008584,WBGene00008584,History: N.A.
WBGene00010377,2.99211728265058,1.24528152826238,WBGene00010377,WBGene00010377,History: N.A.
WBGene00013888,2.99211728265058,1.24528152826238,WBGene00013888,WBGene00013888,History: N.A.
WBGene00010726,2.98897802226347,1.52414010124816,WBGene00010726,WBGene00010726,History: N.A.
WBGene00022416,2.955541231737,1.41017395418046,WBGene00022416,WBGene00022416,History: N.A.
WBGene00019070,2.91851493345142,4.10540104737762,WBGene00019070,WBGene00019070,History: N.A.
WBGene00004394,2.90269156197592,1.72310619862448,WBGene00004394,WBGene00004394,History: N.A.
WBGene00013651,2.90125788271185,2.37934764006833,WBGene00013651,WBGene00013651,History: N.A.
WBGene00235367,2.89691596997427,5.01732639857461,WBGene00235367,WBGene00235367,History: N.A.
WBGene00001483,2.8939850668259,1.81713265089459,WBGene00001483,WBGene00001483,History: N.A.
WBGene00022433,2.89202068778447,3.50542242339072,WBGene00022433,WBGene00022433,"History: Split into Y108F1.6(WBGene00304828). History of WBGene00022433: Split into ""WBGene00304828"" on 2019-07-25"
WBGene00007693,2.88767573692692,1.52975151409685,WBGene00007693,WBGene00007693,History: N.A.
WBGene00004119,2.87171086312365,1.49497244148192,WBGene00004119,WBGene00004119,History: N.A.
WBGene00185077,2.87161649414379,1.65199848757889,WBGene00185077,WBGene00185077,History: N.A.
WBGene00019858,2.86395303305743,3.35410408101207,WBGene00019858,WBGene00019858,History: N.A.
WBGene00015229,2.86148509274112,3.36698937593521,WBGene00015229,WBGene00015229,History: N.A.
WBGene00009384,2.85500934980973,1.30568857896978,WBGene00009384,WBGene00009384,History: N.A.
WBGene00016358,2.85418835859376,1.63092835830202,WBGene00016358,WBGene00016358,History: N.A.
WBGene00016273,2.848958191635,2.56428781563756,WBGene00016273,WBGene00016273,History: N.A.
WBGene00000639,2.84437662109747,1.8860120674698,WBGene00000639,WBGene00000639,History: N.A.
WBGene00007473,2.83271775597197,1.91017417986113,WBGene00007473,WBGene00007473,History: N.A.
WBGene00019026,2.80983209695784,1.6040702611627,WBGene00019026,WBGene00019026,History: N.A.
WBGene00022505,2.80631607656543,1.2165772115628,WBGene00022505,WBGene00022505,History: N.A.
WBGene00018850,2.78200425423736,2.7697947252062,WBGene00018850,WBGene00018850,History: N.A.
WBGene00009413,2.78149389686997,2.3978556330736,WBGene00009413,WBGene00009413,History: N.A.
WBGene00010612,2.77526097816081,1.4863140776333,WBGene00010612,WBGene00010612,History: N.A.
WBGene00003574,2.76234417727349,2.36706888313684,WBGene00003574,WBGene00003574,History: N.A.
WBGene00015236,2.75100257939325,2.51387782566281,WBGene00015236,WBGene00015236,History: N.A.
WBGene00010928,2.74579731437848,1.18883841135835,WBGene00010928,WBGene00010928,History: N.A.
WBGene00000989,2.74345812103328,2.00810341779476,WBGene00000989,WBGene00000989,History: N.A.
WBGene00016781,2.73390925991873,1.20365792657544,WBGene00016781,WBGene00016781,History: N.A.
WBGene00013779,2.73019958286758,1.122680629886,WBGene00013779,WBGene00013779,History: N.A.
WBGene00010883,2.72807604312912,1.88795983536016,WBGene00010883,WBGene00010883,History: N.A.
WBGene00008754,2.71983788642583,1.79221330217362,WBGene00008754,WBGene00008754,History: N.A.
WBGene00000657,2.71917561500907,1.30601506244826,WBGene00000657,WBGene00000657,History: N.A.
WBGene00015572,2.69629596604981,1.65234323862681,WBGene00015572,WBGene00015572,History: N.A.
WBGene00018537,2.67128245017818,2.3454511299697,WBGene00018537,WBGene00018537,History: N.A.
WBGene00011401,2.63734095914506,1.75325615846676,WBGene00011401,WBGene00011401,"History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
WBGene00002006,2.63306003286907,1.09153438137568,WBGene00002006,WBGene00002006,History: N.A.
WBGene00009890,2.62302382249294,1.43110992344444,WBGene00009890,WBGene00009890,History: Renamed on 2007-11-07
WBGene00015435,2.62223670814644,1.42931694301027,WBGene00015435,WBGene00015435,History: N.A.
WBGene00000602,2.6011402640834,1.38880461515999,WBGene00000602,WBGene00000602,History: N.A.
WBGene00011870,2.57645561805955,1.4074447083379,WBGene00011870,WBGene00011870,History: N.A.
WBGene00235295,2.57637690280057,2.05687378812401,WBGene00235295,WBGene00235295,History: N.A.
WBGene00005061,2.56215968586645,1.05578409859674,WBGene00005061,WBGene00005061,History: N.A.
WBGene00013409,2.56029044955497,3.77056665557058,WBGene00013409,WBGene00013409,History: N.A.
WBGene00000256,2.5573134517942,1.71263187865301,WBGene00000256,WBGene00000256,History: Renamed on 2011-04-06
WBGene00013157,2.55293181506506,2.20989670153275,WBGene00013157,WBGene00013157,History: N.A.
WBGene00000649,2.54592512657847,2.27736836043273,WBGene00000649,WBGene00000649,History: N.A.
WBGene00017247,2.5406914089359,1.17318042463518,WBGene00017247,WBGene00017247,"History: Split into F08D12.5(WBGene00043239). History of WBGene00017247: Split into ""WBGene00043239"" on 2014-06-30"
WBGene00009048,2.53879620142968,1.07851348053093,WBGene00009048,WBGene00009048,History: N.A.
WBGene00015629,2.52797292801653,1.58883883222181,WBGene00015629,WBGene00015629,History: N.A.
WBGene00008448,2.52625259811124,1.54190580308133,WBGene00008448,WBGene00008448,History: N.A.
WBGene00013400,2.50056525465274,1.22233296928961,WBGene00013400,WBGene00013400,History: N.A.
WBGene00009269,2.48383299869727,1.89532584284552,WBGene00009269,WBGene00009269,History: N.A.
WBGene00010989,2.48347329155389,1.69160733358415,WBGene00010989,WBGene00010989,History: N.A.
WBGene00018528,2.48000399802545,4.24321802507313,WBGene00018528,WBGene00018528,History: N.A.
WBGene00001074,2.47727796250457,1.8447615661774,WBGene00001074,WBGene00001074,History: N.A.
WBGene00013153,2.47622889946956,2.01818137607862,WBGene00013153,WBGene00013153,History: N.A.
WBGene00020659,2.46777909637599,1.2516212221217,WBGene00020659,WBGene00020659,History: N.A.
WBGene00010595,2.45896176617665,1.28931646750165,WBGene00010595,WBGene00010595,History: N.A.
WBGene00011556,2.43648700196213,1.06462846708333,WBGene00011556,WBGene00011556,History: N.A.
WBGene00009470,2.43547226788429,1.71118630277838,WBGene00009470,WBGene00009470,History: N.A.
WBGene00007509,2.42872045466098,2.69571785351628,WBGene00007509,WBGene00007509,History: N.A.
WBGene00003424,2.42278299325881,1.84771264879784,WBGene00003424,WBGene00003424,History: N.A.
WBGene00004901,2.41991697036981,1.50901918536939,WBGene00004901,WBGene00004901,History: N.A.
WBGene00050915,2.41643158184771,1.9535628979761,WBGene00050915,WBGene00050915,History: N.A.
WBGene00006052,2.40997817397056,1.09464759230234,WBGene00006052,WBGene00006052,History: N.A.
WBGene00014998,2.40249650687371,1.54213954973684,WBGene00014998,WBGene00014998,History: N.A.
WBGene00001456,2.40155670824365,1.50767030032008,WBGene00001456,WBGene00001456,History: N.A.
WBGene00020674,2.39910484853785,1.50121205055826,WBGene00020674,WBGene00020674,History: N.A.
WBGene00018647,2.3974063104948,1.16376391880316,WBGene00018647,WBGene00018647,History: N.A.
WBGene00002348,2.3971665712179,1.12514341657428,WBGene00002348,WBGene00002348,"History: Split into let-75(WBGene00202503). History of WBGene00002348: Split into ""WBGene00202503"" on 2010-10-20"
WBGene00008841,2.39516154382383,1.1771774971978,WBGene00008841,WBGene00008841,History: N.A.
WBGene00011491,2.38811540662246,1.49127280292444,WBGene00011491,WBGene00011491,History: N.A.
WBGene00018838,2.37531331963264,2.09861858243136,WBGene00018838,WBGene00018838,History: N.A.
WBGene00012374,2.372936902471,1.66381974336982,WBGene00012374,WBGene00012374,History: N.A.
WBGene00002063,2.36241530486053,2.4069205843981,WBGene00002063,WBGene00002063,History: N.A.
WBGene00018119,2.35625797546403,1.58484447461436,WBGene00018119,WBGene00018119,History: N.A.
WBGene00000016,2.34269786036821,1.63429608691012,WBGene00000016,WBGene00000016,History: N.A.
WBGene00007337,2.34242537348267,1.81309353328473,WBGene00007337,WBGene00007337,History: N.A.
WBGene00010114,2.33483219304578,1.67900847050176,WBGene00010114,WBGene00010114,History: N.A.
WBGene00016898,2.33351831533597,1.04232079865229,WBGene00016898,WBGene00016898,History: N.A.
WBGene00003431,2.33202909323956,1.8629407771136,WBGene00003431,WBGene00003431,History: N.A.
WBGene00022890,2.32576342506908,2.54056386103047,WBGene00022890,WBGene00022890,History: N.A.
WBGene00009429,2.32408128181473,2.20805889481449,WBGene00009429,WBGene00009429,History: N.A.
WBGene00020140,2.31656756524995,1.55336719955443,WBGene00020140,WBGene00020140,History: Renamed on 2008-06-04; Renamed on 2008-11-21; Renamed on 2014-03-03
WBGene00018303,2.31377869868009,1.51028469380011,WBGene00018303,WBGene00018303,History: N.A.
WBGene00017978,2.31355869658093,1.60147382932471,WBGene00017978,WBGene00017978,History: N.A.
WBGene00016327,2.30744442717558,1.41012793405056,WBGene00016327,WBGene00016327,History: N.A.
WBGene00016447,2.30148135642955,1.67911585048118,WBGene00016447,WBGene00016447,History: N.A.
WBGene00013449,2.28964229369034,2.30700219932314,WBGene00013449,WBGene00013449,History: N.A.
WBGene00007308,2.28946830602711,1.56634649136222,WBGene00007308,WBGene00007308,History: N.A.
WBGene00018359,2.28729497716727,1.31165378656221,WBGene00018359,WBGene00018359,"History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
WBGene00008010,2.28475337886532,4.30904859387135,WBGene00008010,WBGene00008010,History: N.A.
WBGene00004904,2.27449459999593,1.31179817505306,WBGene00004904,WBGene00004904,History: N.A.
WBGene00002227,2.27402315548523,1.82608537716879,WBGene00002227,WBGene00002227,"History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
WBGene00044272,2.2655262661437,2.04312172392904,WBGene00044272,WBGene00044272,History: N.A.
WBGene00002204,2.25566701617393,2.23061589296089,WBGene00002204,WBGene00002204,History: N.A.
WBGene00004173,2.25545504837595,1.39078307731964,WBGene00004173,WBGene00004173,History: N.A.
WBGene00010472,2.25253658953407,1.03513371423576,WBGene00010472,WBGene00010472,History: N.A.
WBGene00010124,2.24852539110118,2.15267006094395,WBGene00010124,WBGene00010124,History: N.A.
WBGene00003442,2.24721636700495,1.91314704787365,WBGene00003442,WBGene00003442,History: N.A.
WBGene00007306,2.24685800120623,1.78416227747891,WBGene00007306,WBGene00007306,History: N.A.
WBGene00001066,2.24387715916242,1.1927619368544,WBGene00001066,WBGene00001066,History: N.A.
WBGene00010547,2.23551225647064,1.38088325441906,WBGene00010547,WBGene00010547,History: N.A.
WBGene00017032,2.22351964902398,1.65966284965423,WBGene00017032,WBGene00017032,History: N.A.
WBGene00014006,2.21527367006262,2.07583203211696,WBGene00014006,WBGene00014006,History: N.A.
WBGene00016398,2.20974658601531,1.5157240243253,WBGene00016398,WBGene00016398,History: N.A.
WBGene00012727,2.19769412261448,1.94444095067333,WBGene00012727,WBGene00012727,History: N.A.
WBGene00016523,2.19738163982521,1.44233928469353,WBGene00016523,WBGene00016523,"History: Split into C39B5.14(WBGene00189950). History of WBGene00016523: Split into ""WBGene00189950"" on 2009-04-15"
WBGene00010067,2.19226469355071,2.45406726184707,WBGene00010067,WBGene00010067,History: N.A.
WBGene00013999,2.19128822902291,1.99815825583196,WBGene00013999,WBGene00013999,History: N.A.
WBGene00013887,2.15888879910665,1.56869235115424,WBGene00013887,WBGene00013887,History: N.A.
WBGene00008554,2.14621858800838,1.19050278806835,WBGene00008554,WBGene00008554,History: N.A.
WBGene00013854,2.14485616405826,1.66894751877562,WBGene00013854,WBGene00013854,History: N.A.
WBGene00006509,2.1356291193055,1.4754161112255,WBGene00006509,WBGene00006509,History: N.A.
WBGene00008230,2.13553030965288,2.17721071726679,WBGene00008230,WBGene00008230,History: Renamed on 2014-03-03
WBGene00007156,2.13083176579977,1.88542103625006,WBGene00007156,WBGene00007156,History: N.A.
WBGene00019991,2.12872987561035,1.85843390086406,WBGene00019991,WBGene00019991,History: N.A.
WBGene00000262,2.12819905020644,1.01050131016606,WBGene00000262,WBGene00000262,History: N.A.
WBGene00011046,2.12588610356647,1.27192537551801,WBGene00011046,WBGene00011046,History: N.A.
WBGene00013771,2.12305719412932,1.56160828461231,WBGene00013771,WBGene00013771,History: N.A.
WBGene00077670,2.12118870593114,2.17356331610111,WBGene00077670,WBGene00077670,History: N.A.
WBGene00017059,2.11986782437907,2.06336476275,WBGene00017059,WBGene00017059,History: N.A.
WBGene00009682,2.11949529162652,1.3117041653858,WBGene00009682,WBGene00009682,History: N.A.
WBGene00003514,2.11509078874701,1.10308729329549,WBGene00003514,WBGene00003514,History: N.A.
WBGene00044471,2.11316959868712,3.10339556486175,WBGene00044471,WBGene00044471,History: N.A.
WBGene00016843,2.11058548914689,2.10476973351613,WBGene00016843,WBGene00016843,History: N.A.
WBGene00013474,2.10981055947905,1.49504350988854,WBGene00013474,WBGene00013474,History: N.A.
WBGene00012294,2.10656434092668,1.17643978913212,WBGene00012294,WBGene00012294,History: N.A.
WBGene00009383,2.10352534774207,1.71080397847647,WBGene00009383,WBGene00009383,History: N.A.
WBGene00021993,2.09750250151342,1.60230549577348,WBGene00021993,WBGene00021993,History: N.A.
WBGene00019090,2.09614469521941,1.14344818800857,WBGene00019090,WBGene00019090,History: N.A.
WBGene00022849,2.0955845968538,1.23049008578613,WBGene00022849,WBGene00022849,History: N.A.
WBGene00020611,2.09396589040916,2.22892664428484,WBGene00020611,WBGene00020611,History: N.A.
WBGene00016161,2.08973604598396,2.00127514432354,WBGene00016161,WBGene00016161,History: N.A.
WBGene00021948,2.08903224270515,1.92280425851006,WBGene00021948,WBGene00021948,History: N.A.
WBGene00012012,2.08484224022143,2.15765600347746,WBGene00012012,WBGene00012012,History: N.A.
WBGene00009079,2.08337857435235,1.72213524290879,WBGene00009079,WBGene00009079,History: N.A.
WBGene00011683,2.07886539906549,1.10804250603514,WBGene00011683,WBGene00011683,History: N.A.
WBGene00009247,2.07123000450965,3.31848157462983,WBGene00009247,WBGene00009247,History: N.A.
WBGene00020715,2.06633234630867,1.4227237316724,WBGene00020715,WBGene00020715,History: N.A.
WBGene00006051,2.06451824148585,1.19609560226805,WBGene00006051,WBGene00006051,History: N.A.
WBGene00003434,2.06405855247887,1.53931594022295,WBGene00003434,WBGene00003434,History: N.A.
WBGene00007274,2.06355267085864,1.65375515121935,WBGene00007274,WBGene00007274,History: N.A.
WBGene00021787,2.06269536212479,1.57905217276355,WBGene00021787,WBGene00021787,History: N.A.
WBGene00001067,2.05961170872322,2.23288675100222,WBGene00001067,WBGene00001067,History: N.A.
WBGene00010634,2.05838050929894,1.91002682804607,WBGene00010634,WBGene00010634,History: N.A.
WBGene00019920,2.04900902782011,1.89516735491109,WBGene00019920,WBGene00019920,History: N.A.
WBGene00000638,2.04538419425195,1.19079674974169,WBGene00000638,WBGene00000638,History: N.A.
WBGene00019772,2.04296948405186,1.31366393105763,WBGene00019772,WBGene00019772,History: N.A.
WBGene00006048,2.03801413166909,1.53372819756052,WBGene00006048,WBGene00006048,History: N.A.
WBGene00014902,2.0375885812261,2.89513478110306,WBGene00014902,WBGene00014902,History: N.A.
WBGene00015051,2.03291362478211,1.1766124458147,WBGene00015051,WBGene00015051,History: N.A.
WBGene00003435,2.03261318505661,1.63890831411537,WBGene00003435,WBGene00003435,History: N.A.
WBGene00003432,2.02999325752374,1.7180669378423,WBGene00003432,WBGene00003432,History: N.A.
WBGene00044122,2.02513725192793,2.48780819601559,WBGene00044122,WBGene00044122,History: N.A.
WBGene00009602,2.01347328027675,3.33914919893218,WBGene00009602,WBGene00009602,History: N.A.
WBGene00003438,2.01346919380109,1.59257692609446,WBGene00003438,WBGene00003438,History: N.A.
WBGene00022079,2.01259422053983,1.75670454769462,WBGene00022079,WBGene00022079,History: N.A.
WBGene00007507,2.00177934269805,2.19631533220731,WBGene00007507,WBGene00007507,History: N.A.
WBGene00004084,1.99356811536522,2.45915953391633,WBGene00004084,WBGene00004084,History: N.A.
WBGene00016752,1.99345014985478,1.96494105978857,WBGene00016752,WBGene00016752,History: N.A.
WBGene00014240,1.99178930941638,2.00589062027632,WBGene00014240,WBGene00014240,History: N.A.
WBGene00001603,1.98693340089426,1.53537823628913,WBGene00001603,WBGene00001603,History: N.A.
WBGene00021720,1.98542785719085,2.42356877246721,WBGene00021720,WBGene00021720,History: N.A.
WBGene00012547,1.97990798162459,2.49902922095135,WBGene00012547,WBGene00012547,History: N.A.
WBGene00012207,1.97973087870172,1.7153512512273,WBGene00012207,WBGene00012207,History: N.A.
WBGene00018563,1.96922721630522,1.42796322514311,WBGene00018563,WBGene00018563,History: N.A.
WBGene00015917,1.96841798340063,2.09037762591318,WBGene00015917,WBGene00015917,History: N.A.
WBGene00010900,1.96598399436516,1.47530386046083,WBGene00010900,WBGene00010900,History: N.A.
WBGene00017542,1.9613497863529,1.3282296624813,WBGene00017542,WBGene00017542,History: N.A.
WBGene00014665,1.95978873490781,1.83631390160629,WBGene00014665,WBGene00014665,History: N.A.
WBGene00008838,1.9528946493381,1.39187998950452,WBGene00008838,WBGene00008838,History: N.A.
WBGene00017325,1.95133067549429,1.69491146817908,WBGene00017325,WBGene00017325,History: N.A.
WBGene00012627,1.94941337714766,1.79900750068601,WBGene00012627,WBGene00012627,History: N.A.
WBGene00010574,1.94856302501455,1.53172340612414,WBGene00010574,WBGene00010574,History: N.A.
WBGene00015627,1.94826450249407,1.6166230875102,WBGene00015627,WBGene00015627,History: N.A.
WBGene00011394,1.94408909608844,1.42786129006649,WBGene00011394,WBGene00011394,History: N.A.
WBGene00015908,1.94347184331351,1.77940588634925,WBGene00015908,WBGene00015908,History: N.A.
WBGene00003446,1.94331721125234,1.70526480060032,WBGene00003446,WBGene00003446,History: N.A.
WBGene00015024,1.93945209929051,1.81148338856144,WBGene00015024,WBGene00015024,History: N.A.
WBGene00019024,1.93858485573471,2.20122416229,WBGene00019024,WBGene00019024,History: N.A.
WBGene00008681,1.93561472088987,1.66431661893273,WBGene00008681,WBGene00008681,History: Renamed on 2007-05-03
WBGene00015348,1.9348091822994,1.92995096101679,WBGene00015348,WBGene00015348,History: N.A.
WBGene00007987,1.93107983119156,1.51346553065234,WBGene00007987,WBGene00007987,History: N.A.
