# Supplementary File 3,Sheet 5: Small RNAs significantly up-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for one generation.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00006771,2.26083295507737,WBGene00006771,WBGene00006771,History: Renamed on 2011-08-12
WBGene00021808,2.26001269625872,WBGene00021808,WBGene00021808,History: N.A.
WBGene00007281,2.25548189107028,WBGene00007281,WBGene00007281,History: N.A.
WBGene00004408,2.18688453147251,WBGene00004408,WBGene00004408,History: Renamed on 2010-03-08
WBGene00006840,2.17892705871556,WBGene00006840,WBGene00006840,History: N.A.
WBGene00004467,2.17064632563709,WBGene00004467,WBGene00004467,History: N.A.
WBGene00000057,2.15037334283485,WBGene00000057,WBGene00000057,History: N.A.
WBGene00021682,2.14527453475749,WBGene00021682,WBGene00021682,History: N.A.
WBGene00018491,2.14300952383338,WBGene00018491,WBGene00018491,History: N.A.
WBGene00044809,2.1379149057476,WBGene00044809,WBGene00044809,History: N.A.
WBGene00018446,2.13055068781434,WBGene00018446,WBGene00018446,History: N.A.
WBGene00012104,2.10125401171145,WBGene00012104,WBGene00012104,History: N.A.
WBGene00189969,2.08671859590634,WBGene00189969,WBGene00189969,History: N.A.
WBGene00013383,2.08628355529749,WBGene00013383,WBGene00013383,History: Renamed on 2013-11-11
WBGene00020770,2.07314116622856,WBGene00020770,WBGene00020770,History: Renamed on 2013-07-17
WBGene00008506,2.06397573226892,WBGene00008506,WBGene00008506,History: N.A.
WBGene00006536,2.05587596523765,WBGene00006536,WBGene00006536,History: N.A.
WBGene00006817,2.04587928030605,WBGene00006817,WBGene00006817,History: Renamed on 2008-06-05
WBGene00006619,2.03077122749791,WBGene00006619,WBGene00006619,History: N.A.
WBGene00002229,2.02894633197227,WBGene00002229,WBGene00002229,History: N.A.
WBGene00016953,2.0280822779142,WBGene00016953,WBGene00016953,History: N.A.
WBGene00003214,2.02751462910976,WBGene00003214,WBGene00003214,History: N.A.
WBGene00003230,2.01884003721022,WBGene00003230,WBGene00003230,History: N.A.
WBGene00003040,2.01745977648271,WBGene00003040,WBGene00003040,History: N.A.
WBGene00010493,2.01585607937808,WBGene00010493,WBGene00010493,History: N.A.
WBGene00007199,2.01332546173202,WBGene00007199,WBGene00007199,History: N.A.
WBGene00002219,2.01267040475846,WBGene00002219,WBGene00002219,History: N.A.
WBGene00000275,2.01035427185288,WBGene00000275,WBGene00000275,History: N.A.
WBGene00017210,2.00505974325148,WBGene00017210,WBGene00017210,History: N.A.
WBGene00001977,1.98736740945325,WBGene00001977,WBGene00001977,History: N.A.
WBGene00017177,1.98507710373515,WBGene00017177,WBGene00017177,History: N.A.
WBGene00016987,1.98408471832756,WBGene00016987,WBGene00016987,History: N.A.
WBGene00015312,1.98338965371207,WBGene00015312,WBGene00015312,History: N.A.
WBGene00004459,1.9824978161469,WBGene00004459,WBGene00004459,History: N.A.
WBGene00013156,1.9805013147542,WBGene00013156,WBGene00013156,History: N.A.
WBGene00021047,1.97420977239293,WBGene00021047,WBGene00021047,History: N.A.
WBGene00010294,1.97354827256143,WBGene00010294,WBGene00010294,History: N.A.
WBGene00014576,1.97283040861819,WBGene00014576,WBGene00014576,History: N.A.
WBGene00010844,1.97099417292064,WBGene00010844,WBGene00010844,History: N.A.
WBGene00003228,1.96885161020763,WBGene00003228,WBGene00003228,History: N.A.
WBGene00019890,1.96751654262311,WBGene00019890,WBGene00019890,History: N.A.
WBGene00009113,1.96669834215092,WBGene00009113,WBGene00009113,History: N.A.
WBGene00017796,1.96577157345356,WBGene00017796,WBGene00017796,History: N.A.
WBGene00020035,1.96483628652861,WBGene00020035,WBGene00020035,History: N.A.
WBGene00015488,1.96335711985397,WBGene00015488,WBGene00015488,History: N.A.
WBGene00011812,1.96133403395693,WBGene00011812,WBGene00011812,History: N.A.
WBGene00015205,1.95782023090539,WBGene00015205,WBGene00015205,History: N.A.
WBGene00002221,1.95133034712425,WBGene00002221,WBGene00002221,History: N.A.
WBGene00000197,1.95016654606515,WBGene00000197,WBGene00000197,History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
WBGene00010476,1.94650557679913,WBGene00010476,WBGene00010476,History: Renamed on 2008-08-22
WBGene00015912,1.94259955139555,WBGene00015912,WBGene00015912,History: N.A.
WBGene00004409,1.93859528420261,WBGene00004409,WBGene00004409,History: N.A.
WBGene00016995,1.9383811742073,WBGene00016995,WBGene00016995,History: N.A.
WBGene00020652,1.93539162444832,WBGene00020652,WBGene00020652,History: N.A.
WBGene00020290,1.93386137466023,WBGene00020290,WBGene00020290,History: N.A.
WBGene00002228,1.93134425169475,WBGene00002228,WBGene00002228,History: N.A.
WBGene00015344,1.93127513515134,WBGene00015344,WBGene00015344,History: N.A.
WBGene00000237,1.92974588476143,WBGene00000237,WBGene00000237,History: N.A.
WBGene00012928,1.92971433592343,WBGene00012928,WBGene00012928,History: N.A.
WBGene00007332,1.92525166890871,WBGene00007332,WBGene00007332,History: N.A.
WBGene00022257,1.91918247222472,WBGene00022257,WBGene00022257,History: N.A.
WBGene00017482,1.9166365477675,WBGene00017482,WBGene00017482,History: N.A.
WBGene00002047,1.91420507023328,WBGene00002047,WBGene00002047,History: N.A.
WBGene00020588,1.91268007774238,WBGene00020588,WBGene00020588,History: N.A.
WBGene00008968,1.91202004702487,WBGene00008968,WBGene00008968,History: N.A.
WBGene00005022,1.91096725944163,WBGene00005022,WBGene00005022,History: N.A.
WBGene00004952,1.90317910200868,WBGene00004952,WBGene00004952,History: N.A.
WBGene00003218,1.9028914679255,WBGene00003218,WBGene00003218,History: N.A.
WBGene00001470,1.90110363458173,WBGene00001470,WBGene00001470,History: Renamed on 2014-10-08
WBGene00013445,1.90078102934282,WBGene00013445,WBGene00013445,History: N.A.
WBGene00007225,1.89847777958433,WBGene00007225,WBGene00007225,History: N.A.
WBGene00022127,1.89817320170827,WBGene00022127,WBGene00022127,History: N.A.
WBGene00013106,1.89613651371487,WBGene00013106,WBGene00013106,History: N.A.
WBGene00003183,1.89595760716152,WBGene00003183,WBGene00003183,History: N.A.
WBGene00000122,1.8951522908932,WBGene00000122,WBGene00000122,History: N.A.
WBGene00001689,1.89270183031121,WBGene00001689,WBGene00001689,History: N.A.
WBGene00006777,1.89249692515996,WBGene00006777,WBGene00006777,History: Renamed on 2008-02-06
WBGene00012978,1.89102490502557,WBGene00012978,WBGene00012978,History: N.A.
WBGene00001937,1.89009169848096,WBGene00001937,WBGene00001937,History: N.A.
WBGene00000530,1.88659617261948,WBGene00000530,WBGene00000530,History: N.A.
WBGene00009035,1.88433386317681,WBGene00009035,WBGene00009035,History: N.A.
WBGene00013345,1.87551772063584,WBGene00013345,WBGene00013345,"History: Split into Y59A8B.25(WBGene00044794). History of WBGene00013345: Split into ""WBGene00044794"" on 2006-03-23"
WBGene00001683,1.87514730435394,WBGene00001683,WBGene00001683,History: N.A.
WBGene00010037,1.8729889885534,WBGene00010037,WBGene00010037,History: N.A.
WBGene00019157,1.87240599967557,WBGene00019157,WBGene00019157,History: N.A.
WBGene00001225,1.87155908851169,WBGene00001225,WBGene00001225,History: N.A.
WBGene00001832,1.86845606173637,WBGene00001832,WBGene00001832,History: Renamed on 2015-03-05
WBGene00019766,1.86689405971008,WBGene00019766,WBGene00019766,History: N.A.
WBGene00016824,1.86616108160317,WBGene00016824,WBGene00016824,History: N.A.
WBGene00003825,1.86615329209751,WBGene00003825,WBGene00003825,History: N.A.
WBGene00007150,1.86571222644992,WBGene00007150,WBGene00007150,History: N.A.
WBGene00007624,1.86462807113099,WBGene00007624,WBGene00007624,History: Renamed on 2012-08-29
WBGene00013217,1.85856006680962,WBGene00013217,WBGene00013217,History: N.A.
WBGene00010785,1.85678674667152,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
WBGene00018325,1.85646986255798,WBGene00018325,WBGene00018325,History: N.A.
WBGene00014955,1.85593313720009,WBGene00014955,WBGene00014955,History: N.A.
WBGene00022167,1.85494943884658,WBGene00022167,WBGene00022167,History: N.A.
WBGene00001688,1.85438433929523,WBGene00001688,WBGene00001688,History: N.A.
WBGene00001855,1.85213243702227,WBGene00001855,WBGene00001855,History: Renamed on 2010-11-12
WBGene00011884,1.85156378219362,WBGene00011884,WBGene00011884,History: N.A.
WBGene00001829,1.85031793451879,WBGene00001829,WBGene00001829,History: N.A.
WBGene00020392,1.84731188344664,WBGene00020392,WBGene00020392,History: N.A.
WBGene00017298,1.84584517631739,WBGene00017298,WBGene00017298,History: N.A.
WBGene00014667,1.84303872601734,WBGene00014667,WBGene00014667,History: N.A.
WBGene00001919,1.84173675194235,WBGene00001919,WBGene00001919,History: N.A.
WBGene00020297,1.84161339682395,WBGene00020297,WBGene00020297,History: Renamed on 2005-03-17
WBGene00004179,1.83933062111538,WBGene00004179,WBGene00004179,History: Renamed on 2007-11-05
WBGene00011012,1.837455425887,WBGene00011012,WBGene00011012,History: N.A.
WBGene00010353,1.8354404099018,WBGene00010353,WBGene00010353,History: N.A.
WBGene00001647,1.83437203822022,WBGene00001647,WBGene00001647,History: N.A.
WBGene00004392,1.82477737276543,WBGene00004392,WBGene00004392,History: N.A.
WBGene00012351,1.82240508443892,WBGene00012351,WBGene00012351,History: N.A.
WBGene00022378,1.82134121812257,WBGene00022378,WBGene00022378,History: N.A.
WBGene00004458,1.82127852227075,WBGene00004458,WBGene00004458,History: N.A.
WBGene00002226,1.81871078295975,WBGene00002226,WBGene00002226,History: N.A.
