,Gene,Count
392,WBGene00017279,53
3787,WBGene00013924,53
2702,WBGene00008782,53
2841,WBGene00009507,53
3949,WBGene00015329,53
2509,WBGene00007786,53
2007,WBGene00004391,53
897,WBGene00020715,53
4876,WBGene00020102,53
2488,WBGene00007696,53
4051,WBGene00015927,53
4899,WBGene00020207,53
1522,WBGene00001747,53
5336,WBGene00022110,53
14783,WBGene00007985,53
1509,WBGene00001671,52
2503,WBGene00007766,52
17517,WBGene00003395,52
4832,WBGene00019871,52
15860,WBGene00016541,52
5151,WBGene00018975,52
1464,WBGene00001511,52
1468,WBGene00001523,52
8341,WBGene00021469,52
1635,WBGene00002214,52
110,WBGene00016040,52
4820,WBGene00019816,52
5168,WBGene00021474,52
4605,WBGene00018772,52
4619,WBGene00018813,52
983,WBGene00000865,52
5176,WBGene00021515,52
5178,WBGene00021531,52
15876,WBGene00016398,52
120,WBGene00018690,52
5317,WBGene00022046,52
2891,WBGene00009788,52
2906,WBGene00009922,52
2703,WBGene00008800,52
79,WBGene00015321,52
1190,WBGene00000369,52
2687,WBGene00008710,52
2710,WBGene00008858,52
5612,WBGene00045050,52
4856,WBGene00019991,52
1516,WBGene00001689,52
15933,WBGene00007610,52
4953,WBGene00020450,52
1657,WBGene00002363,52
5094,WBGene00021192,52
2977,WBGene00010309,52
171,WBGene00007457,52
5562,WBGene00044256,52
4771,WBGene00019578,52
5185,WBGene00021542,52
1540,WBGene00001836,52
1309,WBGene00000871,52
1560,WBGene00001935,52
2558,WBGene00008062,52
5492,WBGene00022736,52
1,WBGene00045382,52
1362,WBGene00001042,52
2811,WBGene00009323,52
16197,WBGene00007308,52
4731,WBGene00019316,52
1275,WBGene00000772,52
16196,WBGene00003435,52
4747,WBGene00019432,52
545,WBGene00012169,52
2430,WBGene00007436,52
4737,WBGene00019365,52
2351,WBGene00007087,52
1399,WBGene00001194,52
4901,WBGene00020212,52
2338,WBGene00007042,52
3113,WBGene00010912,52
1238,WBGene00000508,52
4932,WBGene00020391,52
662,WBGene00002059,52
537,WBGene00015929,52
1490,WBGene00001600,52
3082,WBGene00010783,52
635,WBGene00021470,52
2618,WBGene00008399,52
5033,WBGene00020915,52
88,WBGene00022729,52
560,WBGene00011775,52
2786,WBGene00009221,52
2337,WBGene00007030,52
1600,WBGene00002061,52
1519,WBGene00001744,52
1820,WBGene00003799,52
2266,WBGene00006795,52
11582,WBGene00020952,52
4227,WBGene00016639,52
5916,WBGene00002978,52
1763,WBGene00003415,52
18884,WBGene00022060,52
2114,WBGene00004984,52
1960,WBGene00004274,52
2116,WBGene00005009,52
1706,WBGene00003085,52
2143,WBGene00006373,52
2148,WBGene00006382,52
3340,WBGene00011980,52
14217,WBGene00009605,52
1931,WBGene00004188,52
11332,WBGene00019096,52
17806,WBGene00000838,52
3380,WBGene00012195,52
4300,WBGene00017070,52
4307,WBGene00017082,52
1139,WBGene00000155,52
3972,WBGene00015469,52
3447,WBGene00012543,52
1970,WBGene00004305,52
11941,WBGene00044177,52
17735,WBGene00002196,52
964,WBGene00018341,52
9589,WBGene00019586,52
3525,WBGene00012897,52
4128,WBGene00016230,52
3511,WBGene00012851,52
1089,WBGene00017768,52
6144,WBGene00019197,52
3553,WBGene00012982,52
3484,WBGene00012714,52
12533,WBGene00015987,52
1061,WBGene00017177,52
6126,WBGene00022542,52
17721,WBGene00016058,52
3593,WBGene00013156,52
2021,WBGene00004461,52
3463,WBGene00012618,52
4044,WBGene00015887,52
1725,WBGene00003157,52
429,WBGene00020353,52
5766,WBGene00013153,52
1947,WBGene00004244,52
1889,WBGene00004057,52
18568,WBGene00023284,52
10333,WBGene00009031,52
5691,WBGene00195169,52
3716,WBGene00013591,52
18411,WBGene00021456,52
4375,WBGene00017422,52
3873,WBGene00015007,52
3262,WBGene00011629,52
3707,WBGene00013563,52
1158,WBGene00000207,52
2209,WBGene00006592,52
3723,WBGene00013603,52
1905,WBGene00004110,52
1178,WBGene00000264,52
3945,WBGene00015312,52
1535,WBGene00001831,51
2722,WBGene00008929,51
5138,WBGene00021357,51
66,WBGene00010651,51
2026,WBGene00004467,51
849,WBGene00016961,51
1854,WBGene00003918,51
1881,WBGene00004044,51
2660,WBGene00008546,51
1344,WBGene00001016,51
1856,WBGene00003922,51
5370,WBGene00022235,51
2587,WBGene00008183,51
1546,WBGene00001860,51
4868,WBGene00020091,51
18102,WBGene00002070,51
1813,WBGene00003792,51
3790,WBGene00013954,51
5415,WBGene00022377,51
15869,WBGene00016356,51
1454,WBGene00001488,51
4835,WBGene00019877,51
1327,WBGene00000931,51
2679,WBGene00008682,51
5387,WBGene00022286,51
346,WBGene00016358,51
566,WBGene00001653,51
4853,WBGene00019959,51
718,WBGene00007778,51
2035,WBGene00004503,51
3834,WBGene00014113,51
2507,WBGene00007784,51
1354,WBGene00001031,51
2513,WBGene00007791,51
5347,WBGene00022149,51
2772,WBGene00009163,51
16647,WBGene00015344,51
1378,WBGene00001087,51
6201,WBGene00007385,51
1945,WBGene00004242,51
57,WBGene00009069,51
1791,WBGene00003598,51
1790,WBGene00003596,51
2803,WBGene00009288,51
10059,WBGene00017736,51
5212,WBGene00021658,51
1388,WBGene00001131,51
5303,WBGene00021976,51
1390,WBGene00001137,51
1914,WBGene00004143,51
6447,WBGene00008446,51
151,WBGene00012809,51
2748,WBGene00009065,51
6376,WBGene00007124,51
6354,WBGene00011777,51
580,WBGene00000802,51
2511,WBGene00007788,51
2564,WBGene00008107,51
1472,WBGene00001558,51
1007,WBGene00012087,51
2859,WBGene00009587,51
1366,WBGene00001049,51
3618,WBGene00013221,51
5173,WBGene00021505,51
786,WBGene00001394,51
3901,WBGene00015115,51
590,WBGene00020707,51
58,WBGene00044638,51
16302,WBGene00003463,51
2745,WBGene00009050,51
1011,WBGene00015331,51
2954,WBGene00010199,51
344,WBGene00001980,51
3246,WBGene00011559,51
644,WBGene00015089,51
4495,WBGene00018075,51
321,WBGene00006040,51
1203,WBGene00000393,51
1595,WBGene00002034,51
240,WBGene00013340,51
3056,WBGene00010685,51
5479,WBGene00022682,51
509,WBGene00011795,51
5663,WBGene00185118,51
1269,WBGene00000730,51
5478,WBGene00022678,51
4359,WBGene00017310,51
13956,WBGene00009641,51
5958,WBGene00001915,51
7724,WBGene00021340,51
239,WBGene00011951,51
541,WBGene00019536,51
3080,WBGene00010780,51
2097,WBGene00004914,51
1629,WBGene00002184,51
17508,WBGene00004392,51
4356,WBGene00017300,51
3134,WBGene00011047,51
2280,WBGene00006856,51
3333,WBGene00011962,51
2173,WBGene00018468,51
4626,WBGene00018846,51
3,WBGene00020537,51
4818,WBGene00019811,51
5595,WBGene00044637,51
4309,WBGene00017085,51
14578,WBGene00019819,51
5550,WBGene00044072,51
4656,WBGene00018950,51
476,WBGene00004699,51
1616,WBGene00002088,51
1675,WBGene00003002,51
9223,WBGene00016340,51
837,WBGene00010037,51
4153,WBGene00016326,51
1295,WBGene00000834,51
1278,WBGene00000780,51
2987,WBGene00010365,51
943,WBGene00004204,51
13497,WBGene00008541,51
1189,WBGene00000368,51
2238,WBGene00006720,51
232,WBGene00010366,51
9493,WBGene00021020,51
677,WBGene00004888,51
14788,WBGene00007448,51
2967,WBGene00010279,51
2053,WBGene00004738,51
4140,WBGene00016264,51
1169,WBGene00000237,51
6136,WBGene00016943,51
2398,WBGene00007235,51
3006,WBGene00010477,51
1728,WBGene00003160,51
238,WBGene00006050,51
4738,WBGene00019370,51
1671,WBGene00002990,51
3229,WBGene00011480,51
17641,WBGene00002275,51
5645,WBGene00077762,51
1886,WBGene00004051,50
2265,WBGene00006793,50
7056,WBGene00021986,50
769,WBGene00018954,50
1664,WBGene00002889,50
1874,WBGene00004015,50
2191,WBGene00006523,50
5762,WBGene00013409,50
678,WBGene00018330,50
5166,WBGene00021466,50
5146,WBGene00021387,50
1872,WBGene00004010,50
5642,WBGene00077728,50
1643,WBGene00002238,50
1652,WBGene00002276,50
1808,WBGene00003787,50
17520,WBGene00045036,50
1482,WBGene00001584,50
1647,WBGene00002245,50
5600,WBGene00044689,50
1650,WBGene00002250,50
1669,WBGene00002985,50
166,WBGene00015051,50
2542,WBGene00007976,50
1632,WBGene00002191,50
6290,WBGene00014102,50
1726,WBGene00003158,50
2401,WBGene00007258,50
2407,WBGene00007290,50
641,WBGene00016416,50
2023,WBGene00004463,50
1567,WBGene00001973,50
2033,WBGene00004501,50
5447,WBGene00022485,50
5435,WBGene00022446,50
5397,WBGene00022315,50
1733,WBGene00003182,50
1735,WBGene00003184,50
5401,WBGene00022349,50
2449,WBGene00007561,50
5410,WBGene00022366,50
2041,WBGene00004681,50
6198,WBGene00006436,50
6285,WBGene00001548,50
1713,WBGene00003132,50
2609,WBGene00008353,50
1981,WBGene00004322,50
1919,WBGene00004166,50
1920,WBGene00004167,50
17548,WBGene00021035,50
6438,WBGene00019030,50
17505,WBGene00004078,50
2296,WBGene00006943,50
1690,WBGene00003040,50
2165,WBGene00006437,50
2541,WBGene00007975,50
19275,WBGene00012294,50
2322,WBGene00007009,50
2334,WBGene00007027,50
2119,WBGene00005015,50
2344,WBGene00007055,50
2533,WBGene00007926,50
1711,WBGene00003124,50
2523,WBGene00007892,50
1665,WBGene00002957,50
982,WBGene00004101,50
5,WBGene00045366,50
1201,WBGene00000386,50
4580,WBGene00018634,50
3169,WBGene00011230,50
4551,WBGene00018456,50
4546,WBGene00018426,50
4497,WBGene00018090,50
14967,WBGene00007378,50
508,WBGene00013208,50
4380,WBGene00017452,50
4468,WBGene00017951,50
1185,WBGene00000276,50
4446,WBGene00017828,50
3264,WBGene00011635,50
4423,WBGene00017735,50
4392,WBGene00017536,50
3142,WBGene00011066,50
4629,WBGene00018849,50
253,WBGene00020914,50
3108,WBGene00010896,50
15343,WBGene00019773,50
1263,WBGene00000592,50
1266,WBGene00000636,50
4732,WBGene00019323,50
4734,WBGene00019341,50
4749,WBGene00019434,50
236,WBGene00021579,50
1293,WBGene00000821,50
4792,WBGene00019712,50
15851,WBGene00011120,50
4819,WBGene00019814,50
15939,WBGene00001603,50
4897,WBGene00020185,50
296,WBGene00012207,50
299,WBGene00012827,50
4908,WBGene00020269,50
3903,WBGene00015128,50
4012,WBGene00015687,50
4003,WBGene00015601,50
3649,WBGene00013321,50
371,WBGene00020105,50
3963,WBGene00015430,50
3671,WBGene00013403,50
3714,WBGene00013580,50
3360,WBGene00012097,50
3892,WBGene00015095,50
3879,WBGene00015017,50
3863,WBGene00014243,50
3846,WBGene00014166,50
3764,WBGene00013755,50
3810,WBGene00014033,50
422,WBGene00010485,50
11849,WBGene00021198,50
4037,WBGene00015816,50
3601,WBGene00013168,50
4055,WBGene00015941,50
3583,WBGene00013106,50
3552,WBGene00012978,50
3532,WBGene00012922,50
4129,WBGene00016235,50
3518,WBGene00012879,50
4168,WBGene00016392,50
3485,WBGene00012715,50
4206,WBGene00016566,50
13883,WBGene00015236,50
1123,WBGene00000101,50
3424,WBGene00012396,50
4255,WBGene00016799,50
4903,WBGene00020235,50
5027,WBGene00020852,50
174,WBGene00007733,50
1380,WBGene00001093,50
2732,WBGene00008995,50
5047,WBGene00020994,50
4982,WBGene00020628,50
2729,WBGene00008986,50
4972,WBGene00020527,50
4986,WBGene00020666,50
1423,WBGene00001284,50
5092,WBGene00021188,50
2771,WBGene00009161,50
2716,WBGene00008890,50
4955,WBGene00020455,50
1822,WBGene00003801,50
179,WBGene00008812,50
2800,WBGene00009284,50
16326,WBGene00012981,50
5099,WBGene00021209,50
16409,WBGene00017160,50
5184,WBGene00021541,49
2197,WBGene00006562,49
4390,WBGene00017533,49
1418,WBGene00001247,49
5071,WBGene00021073,49
693,WBGene00006993,49
19247,WBGene00001303,49
2147,WBGene00006381,49
1484,WBGene00001589,49
309,WBGene00021650,49
469,WBGene00019943,49
3403,WBGene00012289,49
4331,WBGene00017166,49
1413,WBGene00001234,49
2146,WBGene00006379,49
4914,WBGene00020297,49
2216,WBGene00006606,49
5665,WBGene00189952,49
5599,WBGene00044675,49
254,WBGene00018548,49
3154,WBGene00011129,49
4592,WBGene00003391,49
5007,WBGene00020762,49
2789,WBGene00009233,49
4556,WBGene00018482,49
1397,WBGene00001188,49
4506,WBGene00018161,49
1646,WBGene00002244,49
14953,WBGene00019026,49
4409,WBGene00017643,49
4489,WBGene00018017,49
3216,WBGene00011388,49
1492,WBGene00001606,49
3238,WBGene00011507,49
3239,WBGene00011511,49
4467,WBGene00017949,49
192,WBGene00010631,49
14677,WBGene00012595,49
3282,WBGene00011734,49
3427,WBGene00012412,49
1420,WBGene00001259,49
698,WBGene00015540,49
1884,WBGene00004049,49
3961,WBGene00015418,49
1781,WBGene00003576,49
18858,WBGene00013730,49
3670,WBGene00013387,49
1786,WBGene00003587,49
3705,WBGene00013557,49
3907,WBGene00015145,49
3715,WBGene00013581,49
594,WBGene00011481,49
1796,WBGene00003622,49
1946,WBGene00004243,49
3737,WBGene00013672,49
2686,WBGene00008695,49
1863,WBGene00003953,49
758,WBGene00010677,49
3772,WBGene00013799,49
10238,WBGene00018783,49
1835,WBGene00003834,49
1814,WBGene00003793,49
1818,WBGene00003797,49
2727,WBGene00008948,49
6371,WBGene00018238,49
3449,WBGene00012548,49
709,WBGene00021888,49
6078,WBGene00015912,49
164,WBGene00015024,49
3469,WBGene00012644,49
3478,WBGene00012692,49
2798,WBGene00009270,49
1730,WBGene00003162,49
3497,WBGene00012767,49
4145,WBGene00016295,49
5165,WBGene00021465,49
1085,WBGene00018124,49
2735,WBGene00009006,49
4116,WBGene00016172,49
2034,WBGene00004502,49
1746,WBGene00003241,49
1469,WBGene00001526,49
2016,WBGene00004439,49
11982,WBGene00010246,49
1999,WBGene00004378,49
3619,WBGene00013222,49
3624,WBGene00013228,49
43,WBGene00010547,49
5639,WBGene00077558,49
4949,WBGene00020442,49
5371,WBGene00022237,49
2382,WBGene00007168,49
3045,WBGene00010627,49
3046,WBGene00010629,49
4725,WBGene00019282,49
3052,WBGene00010665,49
4842,WBGene00019893,49
2458,WBGene00007588,49
1328,WBGene00000933,49
5509,WBGene00022793,49
2341,WBGene00007050,49
4872,WBGene00020097,49
2895,WBGene00009834,49
1538,WBGene00001834,49
1537,WBGene00001833,49
1252,WBGene00000545,49
5470,WBGene00022598,49
4837,WBGene00019883,49
222,WBGene00019322,49
5440,WBGene00022462,49
2819,WBGene00009368,49
4764,WBGene00019535,49
1298,WBGene00000837,49
4757,WBGene00019491,49
2399,WBGene00007242,49
555,WBGene00000771,49
225,WBGene00008743,49
861,WBGene00007354,49
2287,WBGene00006920,49
5459,WBGene00022554,49
907,WBGene00007577,49
17409,WBGene00005012,49
5433,WBGene00022438,49
3037,WBGene00010609,49
2492,WBGene00007705,49
229,WBGene00021288,49
2308,WBGene00006974,49
626,WBGene00017112,49
1247,WBGene00000534,49
4674,WBGene00019013,49
16042,WBGene00011176,49
5540,WBGene00043989,49
627,WBGene00006053,49
5357,WBGene00022177,49
17494,WBGene00003949,49
2870,WBGene00009661,49
2867,WBGene00009657,49
1619,WBGene00002144,49
1620,WBGene00002147,49
3086,WBGene00010806,49
251,WBGene00019406,49
629,WBGene00013306,49
1349,WBGene00001025,49
92,WBGene00023498,49
16073,WBGene00017384,49
2880,WBGene00009702,49
399,WBGene00010869,48
607,WBGene00002227,48
4028,WBGene00015791,48
393,WBGene00016415,48
362,WBGene00006785,48
4038,WBGene00015817,48
2653,WBGene00008514,48
2962,WBGene00010243,48
2688,WBGene00008720,48
3546,WBGene00012967,48
1839,WBGene00003858,48
1831,WBGene00003825,48
5079,WBGene00021101,48
3550,WBGene00012972,48
4057,WBGene00015955,48
1852,WBGene00003916,48
3568,WBGene00013021,48
1833,WBGene00003829,48
4090,WBGene00016120,48
3792,WBGene00000863,48
5077,WBGene00021096,48
3726,WBGene00013610,48
1969,WBGene00004304,48
2720,WBGene00008921,48
2684,WBGene00008687,48
1873,WBGene00004014,48
3917,WBGene00015184,48
4875,WBGene00020100,48
2484,WBGene00007680,48
3943,WBGene00015308,48
5381,WBGene00022276,48
4873,WBGene00020098,48
386,WBGene00007081,48
5329,WBGene00022087,48
2924,WBGene00010013,48
6452,WBGene00009453,48
5164,WBGene00021464,48
2925,WBGene00010015,48
363,WBGene00008950,48
5390,WBGene00022300,48
3998,WBGene00015577,48
176,WBGene00003041,48
567,WBGene00006713,48
420,WBGene00012117,48
421,WBGene00010474,48
1952,WBGene00004259,48
4928,WBGene00020375,48
3844,WBGene00014151,48
3627,WBGene00013234,48
3625,WBGene00013230,48
2888,WBGene00009770,48
2939,WBGene00010080,48
535,WBGene00010091,48
2076,WBGene00004816,48
3521,WBGene00012890,48
2316,WBGene00006988,48
4688,WBGene00019124,48
4466,WBGene00017944,48
5200,WBGene00021613,48
4465,WBGene00017931,48
3251,WBGene00011580,48
3258,WBGene00011604,48
3260,WBGene00011612,48
5196,WBGene00021595,48
2864,WBGene00009644,48
4429,WBGene00017759,48
2326,WBGene00007015,48
2332,WBGene00007025,48
4695,WBGene00019133,48
4699,WBGene00019142,48
3068,WBGene00010730,48
2762,WBGene00009122,48
4703,WBGene00019168,48
5532,WBGene00023451,48
3228,WBGene00011464,48
3005,WBGene00010472,48
507,WBGene00002583,48
3114,WBGene00010919,48
2797,WBGene00009267,48
86,WBGene00004700,48
5577,WBGene00044435,48
2701,WBGene00008781,48
3161,WBGene00011146,48
4643,WBGene00018897,48
2591,WBGene00008218,48
3094,WBGene00010844,48
4545,WBGene00018423,48
270,WBGene00021093,48
2255,WBGene00006753,48
154,WBGene00018120,48
4987,WBGene00020669,48
2778,WBGene00009180,48
2246,WBGene00006733,48
539,WBGene00009681,48
2755,WBGene00009098,48
2180,WBGene00006483,48
297,WBGene00021870,48
4706,WBGene00019198,48
3437,WBGene00012474,48
458,WBGene00020435,48
10157,WBGene00006048,48
697,WBGene00017751,48
2100,WBGene00004931,48
4216,WBGene00016607,48
6071,WBGene00044461,48
6085,WBGene00020022,48
705,WBGene00004862,48
4210,WBGene00016585,48
5454,WBGene00022517,48
4746,WBGene00019420,48
2538,WBGene00007971,48
330,WBGene00016803,48
2400,WBGene00007256,48
2537,WBGene00007969,48
3509,WBGene00012845,48
3436,WBGene00012471,48
5311,WBGene00022036,48
3425,WBGene00012405,48
691,WBGene00015634,48
5751,WBGene00013830,48
4717,WBGene00019247,48
2358,WBGene00007100,48
5494,WBGene00022739,48
4720,WBGene00019266,48
4280,WBGene00016981,48
4275,WBGene00016960,48
4271,WBGene00016944,48
2634,WBGene00008422,48
3397,WBGene00012240,48
3401,WBGene00012276,48
2141,WBGene00006352,48
2137,WBGene00006311,48
2134,WBGene00006062,48
2383,WBGene00007171,48
5472,WBGene00022608,48
5112,WBGene00021276,48
3796,WBGene00013985,48
17525,WBGene00022127,48
1699,WBGene00003063,48
15909,WBGene00017681,48
9603,WBGene00004969,48
1474,WBGene00001563,48
1322,WBGene00000903,48
1319,WBGene00000894,48
1177,WBGene00000262,48
1819,WBGene00003798,48
1550,WBGene00001869,48
1801,WBGene00003674,48
15792,WBGene00011808,48
14916,WBGene00012637,48
1742,WBGene00003224,48
1747,WBGene00003253,48
15711,WBGene00015917,48
13496,WBGene00007082,48
1734,WBGene00003183,48
17867,WBGene00003434,48
1102,WBGene00014121,48
14457,WBGene00003442,48
1353,WBGene00001029,48
16090,WBGene00019086,48
1440,WBGene00001402,48
1114,WBGene00000075,48
1439,WBGene00001401,48
1115,WBGene00000079,48
17652,WBGene00000387,48
1419,WBGene00001258,48
1411,WBGene00001232,48
1410,WBGene00001231,48
1406,WBGene00001226,48
1722,WBGene00003154,48
1207,WBGene00000410,48
16227,WBGene00007190,48
1265,WBGene00000622,48
1591,WBGene00002027,48
15302,WBGene00014007,48
1681,WBGene00003021,48
819,WBGene00009185,48
1026,WBGene00017802,48
1762,WBGene00003413,48
1562,WBGene00001941,48
1593,WBGene00002032,48
15587,WBGene00007169,48
4917,WBGene00020306,47
2863,WBGene00009635,47
2872,WBGene00009666,47
2008,WBGene00004403,47
4896,WBGene00020184,47
4708,WBGene00019217,47
3063,WBGene00010711,47
4692,WBGene00019129,47
235,WBGene00011214,47
4683,WBGene00019087,47
3083,WBGene00010787,47
2879,WBGene00009701,47
922,WBGene00020661,47
4956,WBGene00020456,47
4669,WBGene00019002,47
4668,WBGene00019001,47
4958,WBGene00020461,47
2833,WBGene00009460,47
4660,WBGene00018963,47
16146,WBGene00007987,47
4635,WBGene00018866,47
1384,WBGene00001110,47
4948,WBGene00020437,47
15993,WBGene00006056,47
1261,WBGene00000567,47
1310,WBGene00000872,47
3019,WBGene00011647,47
15776,WBGene00020223,47
2985,WBGene00010363,47
548,WBGene00018134,47
4797,WBGene00019723,47
3023,WBGene00010556,47
1301,WBGene00000843,47
1281,WBGene00000796,47
4736,WBGene00019360,47
4806,WBGene00019766,47
3034,WBGene00010584,47
1272,WBGene00000763,47
1277,WBGene00000775,47
1753,WBGene00003392,47
4833,WBGene00019872,47
15886,WBGene00010634,47
4848,WBGene00019909,47
2918,WBGene00009993,47
4866,WBGene00020068,47
569,WBGene00013473,47
15669,WBGene00003431,47
2894,WBGene00009829,47
908,WBGene00004477,47
16329,WBGene00003654,47
2802,WBGene00009286,47
2450,WBGene00007564,47
17406,WBGene00016461,47
2184,WBGene00006497,47
17373,WBGene00011038,47
5727,WBGene00016550,47
7777,WBGene00023490,47
2446,WBGene00007554,47
17203,WBGene00009385,47
2192,WBGene00006527,47
1534,WBGene00001830,47
122,WBGene00019084,47
2514,WBGene00007797,47
2159,WBGene00006405,47
126,WBGene00009863,47
8064,WBGene00010155,47
835,WBGene00019216,47
2357,WBGene00007099,47
2801,WBGene00009285,47
5563,WBGene00044281,47
1648,WBGene00002246,47
2221,WBGene00006617,47
5586,WBGene00044504,47
671,WBGene00010678,47
2270,WBGene00006804,47
5575,WBGene00044414,47
2301,WBGene00006958,47
654,WBGene00002855,47
1611,WBGene00002078,47
2319,WBGene00007000,47
2202,WBGene00006570,47
17491,WBGene00010354,47
5521,WBGene00022855,47
5514,WBGene00022831,47
1515,WBGene00001688,47
8124,WBGene00012898,47
44,WBGene00021345,47
2111,WBGene00004978,47
2661,WBGene00008555,47
1463,WBGene00001510,47
5135,WBGene00021351,47
5129,WBGene00021333,47
600,WBGene00006916,47
5113,WBGene00021277,47
5108,WBGene00021260,47
5300,WBGene00021966,47
8496,WBGene00194650,47
6320,WBGene00012796,47
16311,WBGene00003449,47
5054,WBGene00021012,47
