,C55C3.3,timm-17B.2,Y20F4.4,C08F11.7,E01G4.5,ZK402.3,C09G5.7,hrde-1,C18D4.6,R06C1.4,C38D9.2,F15D4.5,Y57G11C.51,pan-1,hil-4,cdk-1,T16G12.4,fbxb-97,F39F10.4,K09H9.7,tbb-2,saeg-1,W04B5.1,spe-41,csr-1,mif-2,ZK973.8,scrm-4,F39E9.7,K02E2.6,mcm-7,sea-2,W04B5.2,klp-7,rnh-1.3,fbxa-192,bath-45,ZK795.2,par-5,hsp-90,gly-13,klp-15,cey-2,C46G7.5,bath-13,citk-1,T03D3.5,E02H9.3,ZK909.3,H09G03.1,Y47H10A.5,C38C3.3,F58H7.5,F40D4.13,elf-1,vet-6,pyk-1,lin-15B,clp-6,T02G5.4,hsp-1,rme-2,ceh-20,T11F9.10,lido-18,Y17D7B.4,C04G6.6,C30G12.1,wago-1,cpg-1,T16G12.8,pgl-3,Y57G7A.5,K05C4.9,F09C8.2,wago-4,Y48G1BM.6,fkb-8,tba-2,dyf-3,Y105C5A.14,F55B11.6,Y37E11B.2,T20F7.1,gpx-8,his-24,qdpr-1,W05F2.4,R03H10.6,W09B7.2,R03D7.2,saeg-2,pdfr-1,glit-1,W05H12.2,F41G4.7,Y53F4B.5,F55C9.3,spch-1,W09B7.1
ZK973.8,0.880151091293429,0.9166905611954796,0.9429127821161608,0.9303504988980751,0.9500119298828217,0.9506185785313425,0.7649358497866825,0.9729796565790665,0.9532760161690287,0.9500119298828217,0.9605356194330709,0.9707445890297132,0.8703991006752794,0.9145356168789371,0.9589784442921729,0.9243985788487789,0.9741893601275803,0.9015410630916928,0.9283690032974518,0.9420985052411109,0.9509153222759669,0.9194854509898707,0.9556712099075982,0.8594004143156653,0.9898673734273712,0.9211620724209244,0.0,0.9668661180178832,0.9836253585706197,0.9683347824696061,0.9993551024419222,0.9431327063315549,0.9807326488850181,0.9450366277932933,0.9540368952164853,0.9498960950001337,0.9420985052411109,0.7415084862431145,0.9962856410618423,0.9450366277932933,0.922788960355379,0.9915815024500044,0.9990861780648983,0.9283690032974518,0.8973834085310703,0.9211620724209244,0.9275875571537661,0.9736020177856713,0.9331479753798353,0.9715113862964236,0.9555526330695473,0.8846031658107391,0.9679925365333419,0.9380654769894702,0.8915794653862088,0.940780499345037,0.9346703276718532,0.9331479753798353,0.8364533673152839,0.917875355920438,0.9708354851809192,0.9997994826796256,0.9562467443761529,0.9300242293680571,0.8370148572305063,0.9751216694125386,0.9337842531748155,0.8636700488721303,0.9865910879327637,0.9997472416207959,0.9377482294086068,0.9827220154950168,0.8240380512644656,0.940780499345037,0.8882988245368317,0.9987198459210934,0.9236367718428312,0.9224709035903497,0.9668518462732556,0.9738682653935269,0.9725673778697295,0.9275875571537661,0.9589784442921729,0.9470609474629106,0.901246796143539,0.9218644490954081,0.8882988245368317,0.962672751321329,0.9192490216722387,0.9725673778697295,0.9925640360064689,0.9616562858547288,0.9736020177856713,0.9159809185012842,0.9583042612259713,0.9725673778697295,0.9479683167551505,0.9250709169077402,0.9479683167551505,0.9207386882840602
scrm-4,0.9003830781968424,0.8500268068173368,0.8921354074676725,0.7348081751725419,0.9964228758372587,0.9803554020806784,0.9541687455152579,0.9965282903238489,0.7516764705191283,0.8587327207607095,0.7695939932249831,0.8650452674478231,0.9587965374852369,0.9511745748676986,0.9994244818225093,0.996176021321262,0.8250072024554151,0.8706026509165397,0.9925967637926135,0.8277079496975297,0.9995779187774718,0.8277079496975297,0.9867792542380597,0.8361065709819359,0.9973517231255802,0.9429111426812667,0.9668661180178832,0.0,0.9999428962936615,0.9997617376070921,0.9989437967965891,0.9428329091089006,0.9978390276464005,0.9946095233993689,0.8706026509165397,0.8687566804261212,0.8885425749106182,0.9648956942450094,0.9963271647736678,0.9967219283112527,0.8624575495285858,0.9977918000198429,0.9969993517549957,0.9214951265268446,0.8283768374156449,0.8464495992884765,0.9096710214082531,0.9180000629032345,0.9782320400616654,0.989156724970893,0.9747077319402052,0.9288367326057825,0.8319659818304062,0.8819417260660141,0.9473473176369721,0.9382121442236876,0.9896497178179199,0.8467560013863813,0.9473473176369721,0.9264752828909312,0.9935977704871687,0.9925018420460181,0.8878478925171203,0.8952342871012124,0.9184797410585072,0.9974568216163306,0.7970363576675609,0.9359480452495083,0.9893179636865329,0.9999706070582204,0.9359480452495083,0.9970980201637,0.9596508325973124,0.9382121442236876,0.9634877643311207,0.9985671622506159,0.890356650288555,0.9357351280593941,0.9999924070060381,0.9132427401117631,0.9999968052686311,0.8283377206852269,0.999921815166883,0.8596023611391247,0.8511781408082253,0.9494871545755341,0.9634877643311207,0.9596508325973124,0.9180000629032345,0.9017612841266984,0.9511745748676986,0.8928181773055964,0.9096710214082531,0.8985501324359584,0.9995720910253935,0.9103143281060733,0.9150580946186431,0.9992047966944487,0.9860240205480817,0.9036032597214113
F39E9.7,0.9937244833503689,0.9999934698605176,0.991647209387846,0.9994802066459756,0.7213385399764776,0.709555411145631,0.972746181027207,0.9921504353779589,0.984748551923662,0.9975183633561394,0.9997680560394352,0.9993435682179607,0.9315650398713663,0.9835990120244097,0.9905306522404894,0.9808789385928567,0.9949659128920707,0.999366471421696,0.8218488538148898,0.9999549319841456,0.9924717219401857,0.9914742344146139,0.5781570932958036,0.9991807355473836,0.9924717219401857,0.9992207109861344,0.9836253585706197,0.9999428962936615,0.0,0.616091144918272,0.9990025223066327,0.9743780783351702,0.5633756850555491,0.9902626048671896,0.9954649256251187,0.9981594027509334,0.9999373111120217,0.9889254280701543,0.9987545078173986,0.9952305253011671,0.999201265210575,0.9934371505561113,0.9999675934725331,0.9943346141791662,0.9984716814095642,0.9981695964991371,0.9981648049399157,0.9998512070585516,0.9674932666723375,0.658995372810902,0.9315435173831851,0.9791848443698232,0.9998728990025277,0.999201265210575,0.9520292653208163,0.9771641931249646,0.9917756410823934,0.9940744565976343,0.9739744074375644,0.9814843463465346,0.9956642799064225,0.9992390549754714,0.9978461843841198,0.9984756330180671,0.9942152203019206,0.651249163488709,0.9994096735674758,0.9796935712439218,0.9966392425804494,0.9970724026892542,0.9753583344052135,0.9992390549754714,0.9784560086998931,0.981384848445052,0.9851909939085615,0.9992390549754714,0.9984716814095642,0.9987627956147712,0.9997472325166715,0.9906775590581087,0.6700429459995234,0.9987815303473504,0.576915534955623,0.9998903177566586,0.9992390549754714,0.9952305253011671,0.981384848445052,0.9638015837006199,0.9894426455742428,0.9999981867311369,0.9981699965764972,0.9942152203019206,0.9992390549754714,0.9880597247765727,0.7204315274272484,0.9998044672471701,0.9999999138157735,0.672591796106751,0.996170314602499,0.9984503080885976
K02E2.6,0.9933904082224311,0.9992510072903192,0.9968250908944221,0.9999970799062001,0.7925584941746737,0.6681130760112068,0.9760468920607371,0.9934209916578769,0.9898968867279734,0.9883501726838941,0.9990020761907051,0.9989677311623587,0.9232858267908206,0.9695581953601539,0.9960802853471387,0.9788499129398149,0.9917474341383299,0.9963980558484337,0.9017936684210094,0.9991169523636544,0.9934842898705687,0.9874198888119056,0.5505827704490356,0.9974938325886741,0.9955739910157796,0.9910059564855841,0.9683347824696061,0.9997617376070921,0.616091144918272,0.0,0.9992598189218262,0.9845584392262581,0.5522449115300341,0.9815856575721476,0.9870445303181113,0.999726078559452,0.9997534330010148,0.9800936651535234,0.9997333916014052,0.9938266000228395,0.9999239186619185,0.9999978313043929,0.9951890120073305,0.9969862460797511,0.9960802853471387,0.9955739910157796,0.9971353523859269,0.999546776366928,0.9747802139465561,0.6459698579435641,0.9060474767802797,0.9812845140905508,0.9999963022200242,0.9999239186619185,0.9841657726659462,0.9924570640896768,0.9902128307837362,0.9966881632907861,0.9666766963035903,0.9868700853564955,0.9962023075176879,0.9971353523859269,0.9906469345904291,0.9958908176638871,0.9872213211268427,0.5621384506030417,0.9998306789560408,0.9852340934208781,0.9999187135715568,0.999378751811677,0.9815856575721476,0.9984946851594919,0.9841657726659462,0.9747802139465561,0.9791093119220406,0.9999187135715568,0.9988375962761722,0.9941642018526229,0.9992242003406617,0.9956436721789519,0.6723794701821624,0.9972722299587111,0.47543292162349515,0.9997333916014052,0.9994256108082243,0.9815856575721476,0.9700603157720605,0.9666766963035903,0.9931633060181217,0.9982585081716249,0.9957673607306076,0.9872213211268427,0.995355836143621,0.9921095380171487,0.7361256376757429,0.9982585081716249,0.9981720218098837,0.6555102682641689,0.9924570640896768,0.9922361265666723
mcm-7,0.9998747392367746,0.9999317355979704,0.9923891402233936,0.9925265637349945,0.9895329292099299,0.9838903814425728,0.9985197028051457,0.7526457794618823,0.9987742022413301,0.9979817808989155,0.9971905729993902,0.9967647824923216,0.9991246432297005,0.9959707549864806,0.7345669779163867,0.747452132842656,0.9999796676400649,0.9991313070839168,0.9986814395452196,0.9999790748595616,0.8493100245472223,0.9998806727252757,0.9989437967965891,0.9982237712287146,0.7286309101358242,0.9961244794441467,0.9993551024419222,0.9989437967965891,0.9990025223066327,0.9992598189218262,0.0,0.9986814395452196,0.9998806727252757,0.8370148572305063,0.9999981867311369,0.9995680440563989,0.9999790748595616,0.9958927372471191,0.829250614716061,0.7853575591915273,0.9976704637880905,0.6528147284999486,0.6512461469971862,0.9981525162144159,0.9995840234412253,0.9961244794441467,0.9882835622862155,0.9914202748243826,0.999701716636719,0.9969548675594064,0.9988153505884264,0.9974761957947655,0.9994551416205932,0.9961013748457149,0.9846845026901928,0.9748312990765711,0.9751944673622973,0.9794830029269852,0.9914202748243826,0.9994173693847594,0.7688731392420594,0.6501100948245804,0.9964679079722505,0.9983381063627386,0.9990762423088093,0.999981988523573,0.9999436611139609,0.998280487831497,0.7353742029649308,0.7415084862431145,0.9891058609028356,0.7194417814839373,0.9947828517978902,0.9988246010443816,0.9874200882022512,0.7507759514404254,0.9998625369150893,0.9999912446187171,0.7886863525317629,0.9896262305897607,0.9998067134779107,0.9947828517978902,0.9998625369150893,0.9971083572291051,0.998590539543468,0.9921093619533154,0.9641855574211889,0.9991642093406295,0.9947828517978902,0.9998067134779107,0.998915492962317,0.9990762423088093,0.9918905123828103,0.9898884865861745,0.9999471347175094,0.9999943216837321,0.999999759622558,0.999999759622558,0.9989458958611181,0.998837205858615
sea-2,0.9020465067165258,0.9678485069300856,0.802045024396501,0.9171711311363033,0.9615429914709754,0.9669459007169735,0.9584764720519855,0.9906422771223921,0.8683624999450391,0.8619496001104161,0.9493297699652031,0.9652975957769423,0.8511096675949755,0.858078957959612,0.9964428978758976,0.9950003752924295,0.8515137925147072,0.9190942981219277,0.9549674599954985,0.91955908156252,0.9998013070289371,0.9030104453858857,0.9755747662071941,0.9388268602431602,0.9938562100580532,0.8424322457747742,0.9431327063315549,0.9428329091089006,0.9743780783351702,0.9845584392262581,0.9986814395452196,0.0,0.9654872447374585,0.9981032352749419,0.953515498937745,0.9421204251972579,0.9542627270575701,0.9598186936642501,0.9994510548968417,0.9998542022754716,0.9441691808322903,0.9863081535447248,0.9988903059985019,0.8201015755429739,0.9227837178550335,0.8643625131252566,0.900002584112757,0.870387093654498,0.9231592995089228,0.9898693258236405,0.9654482935619096,0.9669941598506889,0.9295631527341341,0.9567222749734043,0.870387093654498,0.9231592995089228,0.9798796001063345,0.896781585950706,0.917625090792965,0.9467767966823195,0.9994787457421508,0.999999813859457,0.9199297905467905,0.9031220290760354,0.947342462321206,0.982077651590849,0.9002497488788507,0.9431327063315549,0.9960519157184903,0.9992222552219275,0.9203679965327928,0.999999813859457,0.9604602755790717,0.9457318041503837,0.8871352230229168,0.9881339533624953,0.9631489003717483,0.9503919551212581,0.9991157066596827,0.9119127588149417,0.9706700102274514,0.9409190654112862,0.9779524591650851,0.9308485550617975,0.917625090792965,0.9359570365554518,0.9231592995089228,0.7574923936057033,0.9335714924385052,0.8605722720935935,0.9813122366572704,0.9090731953499569,0.954364068822027,0.9308485550617975,0.9677051762863194,0.9404977545357379,0.9872434112980933,0.9794532566867155,0.9904716625980318,0.896247276267687
W04B5.2,0.9862091879476151,0.9961787694543668,0.9830069342405561,0.9896655171443004,0.7456369578450031,0.6907292244006833,0.9635684363417384,0.9926917113353486,0.9736621505045171,0.9921811404476167,0.985942209868227,0.9823247744125678,0.9246171359437683,0.9617241008685592,0.9937864944121287,0.9918385880041265,0.9809825206745703,0.985541282160371,0.821115322198277,0.9963415484042017,0.9954033322467518,0.9745302853171139,0.609246551474153,0.9932980255398848,0.9954033322467518,0.9972039106956356,0.9807326488850181,0.9978390276464005,0.5633756850555491,0.5522449115300341,0.9998806727252757,0.9654872447374585,0.0,0.9937185627351347,0.9781183498320576,0.9992629344693351,0.9920523291341065,0.9696869757571756,0.9997903916563583,0.9988738956025325,0.9876969930625079,0.999152666582713,0.9992727151938136,0.983339111658757,0.9849741363257446,0.9931741520178996,0.9903461067805926,0.9972244913899359,0.9299777666088302,0.6560765718353682,0.8605165962650568,0.9660649672118521,0.9949231183179975,0.9906700398648892,0.9593047807175709,0.968719942209677,0.9745090584656563,0.9862284090104091,0.9532171704597557,0.9782917451944408,0.9963551825748491,0.9995287756457696,0.9794562433894349,0.9717278578963761,0.9644661055450342,0.5730876443582786,0.9919573426725184,0.9717278578963761,0.9972244913899359,0.9988738956025325,0.9717278578963761,0.9999639486009667,0.9702533557927396,0.9574545276883726,0.9574545276883726,0.9995287756457696,0.9849741363257446,0.977033515089259,0.9993555417955489,0.998448267803667,0.6324516386610475,0.9999027211520989,0.5730876443582786,0.9979588915598478,0.9903461067805926,0.9610884108639417,0.9512023059074716,0.9532171704597557,0.9649840711182255,0.9925252854226126,0.9999234412507013,0.9789297883256598,0.9903461067805926,0.9777085016842832,0.669912653144547,0.9897486846279038,0.9924082867168674,0.7214795477762042,0.9948343114450724,0.9865660412364723
klp-7,0.9920675426126091,0.9998501541994586,0.9995720910253935,0.9936562876661289,0.9670429463225494,0.9942509486893012,0.9862029303798959,0.7402236087125609,0.9965728335799039,0.9972202391503984,0.9997543667360265,0.9988140403929642,0.9752699484452716,0.9999497879056356,0.6164693692037371,0.66864241838798,0.9973545198984786,0.9999520553566402,0.9889814478041973,0.9998215606887932,0.7318407319852638,0.9976079540676103,0.9935144159740864,0.9923731289368002,0.7903262877589405,0.9898673734273712,0.9450366277932933,0.9946095233993689,0.9902626048671896,0.9815856575721476,0.8370148572305063,0.9981032352749419,0.9937185627351347,0.0,0.9994307907267985,0.9999847589151756,0.9998215606887932,0.9891058609028356,0.8203875062234234,0.6966029096574592,0.9999497879056356,0.7101411331222705,0.8777528047922165,0.998672827715532,0.9990861780648983,0.996288044666486,0.9953501248116997,0.9987198459210934,0.999882482532546,0.9912832047901948,0.9946460576369447,0.9992665346327425,0.9999994939059105,0.9994624549186789,0.9987198459210934,0.9922661925569383,0.9420586925060667,0.9892091083246648,0.9865910879327637,0.9997643171214661,0.72668658989262,0.7838979759807114,0.9890895702050989,0.9989581495236921,0.9817292904449404,0.9956379677630229,0.9974997772242085,0.9996957292102928,0.7977682011331753,0.9042338645182475,0.9958338274824419,0.6538675870019961,0.9987198459210934,0.996899985892805,0.9948333616986804,0.7695256570058436,0.9988025889337471,0.9915815024500044,0.6646822573283144,0.9998893471440199,0.9967066748244117,0.9956138633288155,0.9837367437399598,0.9918771147171739,0.9976392615904583,0.9976489022063073,0.9948333616986804,0.9987198459210934,0.989479992153474,0.9994286325385459,0.9999220185917048,0.9999471347175094,0.9956138633288155,0.9962856410618423,0.993525296031098,0.9999471347175094,0.996899985892805,0.9771833657768525,0.9668518462732556,0.9999898663097337
rnh-1.3,0.9714824909092422,0.8029242988953484,0.8608192601556028,0.7688968678552386,0.9708701895914796,0.9706379434123538,0.9681628114464345,0.9894876338771553,0.871385385628588,0.8549779297406688,0.6941078967160159,0.6855292359173129,0.9513033203940965,0.8970945694381445,0.9999675934725331,0.9880597247765727,0.8827793047882956,0.7767322698867656,0.9786598788336548,0.7873431374022852,0.9958681094631691,0.8663950759608602,0.965271701846103,0.9004459054038367,0.9998328659886695,0.9596467597591606,0.9540368952164853,0.8706026509165397,0.9954649256251187,0.9870445303181113,0.9999981867311369,0.953515498937745,0.9781183498320576,0.9994307907267985,0.0,0.9339754083107018,0.7472881399430936,0.9856700123672868,0.996670972529242,0.9994914985993746,0.9056739972481955,0.9907692907389555,0.9999675934725331,0.8939661587946617,0.8001362762485342,0.9107313272894484,0.9739744074375644,0.9638015837006199,0.9362390485989648,0.9912730886709326,0.9518456560417781,0.947579030631434,0.6783299809548209,0.7770627497452595,0.9581146468379087,0.9499480321917819,0.9962378859186618,0.9209200128932777,0.9156342926994812,0.7925628362753065,0.9980536049216586,0.9981648049399157,0.8444315390857383,0.829302188507983,0.7626886849331409,0.9953235275383099,0.8616287157261124,0.9410097014721418,0.9999888722488678,0.9984756330180671,0.8627508925293411,0.9974010124610172,0.9638015837006199,0.9209200128932777,0.9362390485989648,0.9966392425804494,0.787350035231114,0.8610209240042535,0.997737300334816,0.9924717219401857,0.973515705563472,0.7995507447187723,0.9841407995823005,0.9132011177969526,0.7586673213174538,0.7919523974393896,0.9432945200349734,0.8792894025291502,0.9386656702096448,0.907764984775123,0.9291801228073056,0.7029559337132618,0.9156342926994812,0.8768222749160437,0.9836253585706197,0.7029559337132618,0.854413506879671,0.9940744565976343,0.9990127124354193,0.8192299242654766
fbxa-192,0.9712034118648233,0.8695124076401739,0.8968223330231117,0.8837331391176324,0.975898345523766,0.9906422771223921,0.9688898764543125,0.9999212790403172,0.8683624999450391,0.8904049500731677,0.9148493671584617,0.9283152197337856,0.9394488003918103,0.906025809145926,0.9998085957402749,0.9984071106808247,0.8055975081588058,0.9110942889218843,0.9713108395271596,0.8652589718400217,0.9990968966486652,0.8440038999980781,0.9991870746912906,0.9244010534686877,0.9990968966486652,0.9426589449441911,0.9498960950001337,0.8687566804261212,0.9981594027509334,0.999726078559452,0.9995680440563989,0.9421204251972579,0.9992629344693351,0.9999847589151756,0.9339754083107018,0.0,0.8752859332231738,0.947342462321206,0.9946688350463164,0.9995973719810292,0.847281276233413,0.9994787457421508,0.9988903059985019,0.9031800276938388,0.8574880764694482,0.8424322457747742,0.8905578862677451,0.9090241986287358,0.8770572002246962,0.9968599817352114,0.9798796001063345,0.9202014661830679,0.8970910099673013,0.906025809145926,0.8806872056354605,0.9231592995089228,0.9706700102274514,0.8323453804193418,0.9258070893087683,0.8911076238576557,0.9981379974781807,0.9997560710258386,0.9031800276938388,0.9031220290760354,0.947342462321206,0.9980198584453251,0.776863921384488,0.9119528868124113,0.9955529312671386,0.9919399312030488,0.8171364426684256,0.999999813859457,0.9335714924385052,0.9231592995089228,0.8871352230229168,0.999999813859457,0.8781805071144769,0.9435383717792567,0.9987638313469407,0.9426589449441911,0.9955141961532485,0.900002584112757,0.9996964767216675,0.8566656761682137,0.8806872056354605,0.8412480963938749,0.896781585950706,0.9762238915683706,0.9335714924385052,0.9404977545357379,0.9850491542611555,0.9255960295003218,0.900002584112757,0.867405863310171,0.9855835559781249,0.9090731953499569,0.9524134157168239,0.9999905081966602,0.9959712116963105,0.8505168404265908
bath-45,0.9755634688210326,0.7745561563339602,0.9426831191575386,0.8024485777814773,0.9755685826143172,0.9967586594705593,0.958242696190599,0.9992153163172227,0.8883474755198106,0.9307624049700701,0.6728963758977611,0.7262050069391035,0.9732442695574766,0.9059093464769251,0.9992727151938136,0.9991062735426364,0.8526272629021124,0.6875763208364569,0.9654872447374585,0.8106462259086893,0.9890356132429683,0.8757969090375981,0.9944154608490567,0.9002638438183833,0.9999451171301614,0.9905235734015843,0.9420985052411109,0.8885425749106182,0.9999373111120217,0.9997534330010148,0.9999790748595616,0.9542627270575701,0.9920523291341065,0.9998215606887932,0.7472881399430936,0.8752859332231738,0.0,0.9644661055450342,0.9902780861893287,0.9961665059245755,0.8688723851606093,0.9998241567931302,0.9944189055029503,0.9272596121027813,0.6826771516541812,0.9348135883667509,0.932512804086362,0.9835750282175727,0.9512023059074716,0.9997551076763238,0.9745090584656563,0.9273919870346417,0.6407408247010331,0.7029935242260343,0.932512804086362,0.886338337701019,0.9967978585504458,0.9374637759236072,0.869865528446162,0.7784072644553979,0.9926013276886897,0.9999027211520989,0.8652589718400217,0.595804322560243,0.7757055421567527,0.9992727151938136,0.7647964113709895,0.8632600842059569,0.9993285861907178,0.9998215606887932,0.791737710302671,0.9965618104638804,0.9532171704597557,0.8438170381222195,0.9050433319640551,0.9995287756457696,0.6989802876410283,0.8149078998829737,0.992041678555551,0.987457847688846,0.9745090584656563,0.7862840311747309,0.998827471124708,0.9299695321134419,0.6061741124201869,0.7782420557052006,0.9220798976027363,0.9532171704597557,0.8800622242007734,0.9248406909201987,0.9368297252369988,0.7617991710276439,0.869865528446162,0.7970189824366442,0.9610884108639417,0.7171952474411115,0.7214795477762042,0.9948343114450724,0.992041678555551,0.7936508904205055
ZK795.2,0.9207574640611793,0.9299905497566091,0.9594126366219835,0.9486170855904146,0.9652357829419311,0.9799965541229311,0.7491469963960382,0.9953589225841588,0.9627644895209211,0.9652357829419311,0.969163298388403,0.9820255059509385,0.9683217230497531,0.9200429393189072,0.9890682867984502,0.9865599470744142,0.950093424882936,0.9160794175443194,0.947342462321206,0.9084719405310558,0.9808123200641928,0.9168548661724191,0.9699946142355221,0.8962851653613995,0.9999991011356266,0.9664021792211749,0.7415084862431145,0.9648956942450094,0.9889254280701543,0.9800936651535234,0.9958927372471191,0.9598186936642501,0.9696869757571756,0.9891058609028356,0.9856700123672868,0.947342462321206,0.9644661055450342,0.0,0.9985618777638796,0.9817292904449404,0.9030359619926093,0.995645211309312,0.9950766366797114,0.9537830060801622,0.9286666506125675,0.9262684834748697,0.9243181305770163,0.9914202748243826,0.8742377667933083,0.9519837657196029,0.9648759983774993,0.7127732330045697,0.9873785256251376,0.9279415120250764,0.8561572539459537,0.8945494928026229,0.9648759983774993,0.8945494928026229,0.8202208303567837,0.9692973167979597,0.9899260670008275,0.9882804053895772,0.9255960295003218,0.9268546497549819,0.8975831158789201,0.9729611430953073,0.8676481081054158,0.9008358305708362,0.9991642093406295,0.9999471347175094,0.9346703276718532,0.9962735606993577,0.6312887025360916,0.9216981527452518,0.8846168110870166,0.9918905123828103,0.9729611430953073,0.9352679547817453,0.9794830029269852,0.9913403348016098,0.9751944673622973,0.9398704231162615,0.9623727295593258,0.8847139459313944,0.9469990049380843,0.9555526330695473,0.8846168110870166,0.9243181305770163,0.8977420880458868,0.9988153505884264,0.9959707549864806,0.9751944673622973,0.9469990049380843,0.9369548962693891,0.9616562858547288,0.9874352389385491,0.951772280473029,0.9449083739608464,0.9298712178408673,0.9850345052472402
par-5,0.9999990224941927,0.9964531283691236,0.9941173083507298,0.9902505262200614,0.9959881469065143,0.9998731481468,0.9999808792816488,0.7884186313631594,0.996154635364995,0.9948158921320179,0.9907741009427344,0.9897413516013548,0.9959347284542625,0.9964903491692025,0.8255924203328464,0.7713481750929304,0.9949621960592997,0.9918554365441465,0.9984071106808247,0.9976155772511162,0.7677006348357759,0.9976155772511162,0.9977906787709011,0.9994716418964167,0.7954301014505964,0.99062284348984,0.9962856410618423,0.9963271647736678,0.9987545078173986,0.9997333916014052,0.829250614716061,0.9994510548968417,0.9997903916563583,0.8203875062234234,0.996670972529242,0.9946688350463164,0.9902780861893287,0.9985618777638796,0.0,0.5921431973071972,0.9942317841671781,0.8191853037628367,0.6791458115239337,0.9918871561129774,0.9896406552815745,0.9933878927523959,0.9989550937759785,0.9999996108621211,0.9998019490269231,0.998123383075613,0.9998875388050689,0.9999941121903075,0.9897189299298494,0.9942317841671781,0.9996972312020889,0.9972793366749303,0.9688154611004233,0.9953362353222368,0.9997457804267624,0.9986582165789675,0.5857757515078934,0.8284141462994155,0.9843250413870954,0.9918771147171739,0.9985618777638796,0.9978129483188477,0.9890529489694003,0.988264884651223,0.6964560165318148,0.8328181437343638,0.9985843444099298,0.6964560165318148,0.9996972312020889,0.9929224007845525,0.9990291622576053,0.8636047406640665,0.9929001819664218,0.9999613040221073,0.7544089491396515,0.9933878927523959,0.9980678793518533,0.9888854705576315,0.999036184148384,0.9966444330012248,0.9924061187435461,0.9969948175641393,0.9972793366749303,0.9973292417318614,0.9888854705576315,0.9998875388050689,0.9964903491692025,0.9907823374151746,0.9952052898194526,0.9913357432491032,0.999984098898072,0.9770383327826292,0.9852848731999971,0.9972793366749303,0.989969343592619,0.9966581785011982
hsp-90,0.9962387900838608,0.99928957106472,0.9982936054784374,0.9909005012060905,0.9806357487885327,0.9990823389408693,0.9921715610795536,0.7092734639556652,0.9992249304243526,0.9999314652757727,0.9978886452460654,0.993307177357391,0.9836979462762624,0.9994624549186789,0.7058283511439924,0.66864241838798,0.9929028697977038,0.9950185721790693,0.9889814478041973,0.999139421860939,0.64678001411436,0.9988738956025325,0.9956794105445712,0.9998634026588373,0.6994949833189092,0.9951575648460237,0.9450366277932933,0.9967219283112527,0.9952305253011671,0.9938266000228395,0.7853575591915273,0.9998542022754716,0.9988738956025325,0.6966029096574592,0.9994914985993746,0.9995973719810292,0.9961665059245755,0.9817292904449404,0.5921431973071972,0.0,0.9984408327304215,0.7874302332030539,0.7527642801687726,0.9951186477343019,0.9959124055323281,0.99807493766952,0.9972896347452768,0.9972896347452768,0.9994802756194343,0.9882025653302217,0.9993551024419222,0.9999659124883492,0.990339529847175,0.996862537704752,0.9996264357736122,0.9948333616986804,0.9420586925060667,0.9922661925569383,0.9929136711119504,0.9990248142860206,0.40730478036192475,0.8364533673152839,0.9890895702050989,0.9951998872121335,0.9946460576369447,0.9974605527708689,0.992924897115728,0.9997472416207959,0.6721034911976843,0.8524052758640158,0.9997472416207959,0.5953540152960337,0.9987198459210934,0.9900711030921451,0.9999629909196548,0.8240380512644656,0.9977953373642302,0.9999440122778772,0.607015339443012,0.993874398051761,0.998280487831497,0.9929095696392447,0.9837367437399598,0.9918771147171739,0.9997994826796256,0.9999995533750121,0.9816604490947223,0.9999927729362735,0.989479992153474,0.9983381063627386,0.9984408327304215,0.9983381063627386,0.9956138633288155,0.9995718991562057,0.9989581495236921,0.9913425779527693,0.9934067899592648,0.9816604490947223,0.9722456122001208,0.9997486621518881
