,timm-17B.2,C55C3.3,ceh-20,C38D9.2,C09G5.7,C38C3.3,E01G4.5,C18D4.6,C08F11.7,K02E2.6,spe-41,T02G5.4,F15D4.5,R03H10.6,his-24,F39E9.7,rnh-1.3,F40D4.13,C04G6.6,fbxa-192,K09H9.7,W04B5.1,gly-13,bath-45,F39F10.4,R06C1.4,pyk-1,Y48G1BM.6,fbxb-97,F58H7.5,clp-6,F41G4.7,saeg-1,Y17D7B.4,glit-1,pan-1,saeg-2,scrm-4,T16G12.4,W04B5.2,Y47H10A.5,H09G03.1,ZK402.3,pdfr-1,T20F7.1,Y20F4.4,lin-15B,hsp-4,W05H12.2,par-5,fkb-8,hrde-1,pgl-3,tba-2,tbb-2,W06A11.4,qdpr-1,F34D10.4,Y37E11B.2,W09B7.2,vig-1,hil-4,csr-1,citk-1,R03D7.2,deps-1,cdk-1,klp-7,hsp-90,mrp-4,cdc-48.1,W09B7.1,elf-1,idh-1,hsp-1,ani-2,eel-1,sea-2,mcm-7,ima-3,daf-18,mex-5,rpn-9,cey-2,cpg-1,wago-1,rme-2,simr-1,set-2,mut-16,top-2,spd-5,wago-4,egg-6,puf-3,gfat-2,ani-1,pod-1,klp-15,hmg-12
R06C1.4,0.9297694464894963,0.959593807506384,0.8190379239761442,0.8678153087098772,0.9801036112350444,0.9041110264434535,0.996808715827793,0.7988971216326529,0.9116635976583788,0.9999386178577045,0.9041110264434535,0.8578608145522953,0.8819811875436142,0.9581744613176431,0.9012727345520419,0.9998202863011066,0.8380777844014653,0.9174253192741628,0.8276659374570426,0.9261597812924909,0.8647627050200605,0.992290559848827,0.929625625664533,0.957886495610322,0.9995017560803567,0.0,0.9889310932266924,0.9387529010232881,0.8911079309122231,0.9208750861142933,0.9245664316347829,0.9138218794164967,0.9200553726820755,0.9881428125789786,0.9225206961637908,0.8898974850525027,0.9302025368509875,0.9036260439344559,0.8207956858474218,0.9997644389398767,0.9905207054606697,0.9995017560803567,0.9990214261134661,0.9474197621821507,0.8976710905697434,0.8321493985424538,0.9659902455362406,0.9983581764317044,0.9964691258644761,0.9793842707318943,0.9426283373196351,0.9998315742308304,0.9898836319261852,0.9969464577223511,0.9974524381180391,0.9525473153675432,0.9199608478240557,0.9786812825483474,0.9980561452985263,0.8963019834005831,0.9671736668582019,0.9915246277284593,0.9999897160060893,0.8519198412873397,0.986127704122308,0.9930893478547036,0.9965662382632784,0.9997594784804195,0.9825494574853326,0.9945639308643425,0.9959304893231036,0.9467473181629261,0.9826174510644641,0.9987606747485455,0.9974524381180391,0.9886388810758032,0.999645976843457,0.9550025104828194,0.9938389162063446,0.9983581764317044,0.9933172611439849,0.990567324489647,0.9999527087860184,0.9881771807374478,0.994627721291958,0.9915246277284593,0.9815016566927194,0.9907129261714984,0.9998447800922001,0.9971657213781864,0.9985307260412274,0.9795421594981545,0.9990679238373943,0.990567324489647,0.950763374699671,0.9783023164444964,0.9548941293874111,0.9832578999869097,0.9758235081344951,0.9977248531045817
pyk-1,0.9863627644291715,0.9814382193675251,0.9978934468038972,0.9980731472638735,0.9322947926903431,0.9984287036833704,0.9998859604941844,0.9946345188020161,0.9908148536043244,0.9993754529856614,0.9998435471520108,0.9995944838367624,0.9808534277493876,0.9996017916420009,0.9962955154308656,0.9999947217761426,0.9827402129291857,0.9896686349273536,0.9818586315555567,0.9933642568344677,0.9787777598997176,0.9999947217761426,0.9993814620696702,0.9911556333054788,0.9674642518242907,0.9889310932266924,0.0,0.9999911950104907,0.9962573285986567,0.9888994130324051,0.996264735522941,0.9951989643647402,0.9995944838367624,0.9978930803418324,0.9874196878444541,0.9992391805959797,0.9978934468038972,0.9978934468038972,0.999940858917205,0.9974177588675763,0.9972135282955943,0.9999657664235342,0.9980561452985263,0.9880905923139301,0.9994010010239511,0.998949817440315,0.9969570915060414,0.960832760721028,0.9996963425718521,0.9837330851501227,0.9618993023731033,0.9520408885610403,0.9539676511109588,0.9041122312854214,0.9666881106141302,0.9985399350553862,0.9841380692160194,0.9960037857550774,0.9974177588675763,0.9858127628116822,0.980230498568128,0.9693092909589631,0.9672165259715955,0.9833900823781278,0.9991641957765757,0.9738531277079326,0.9592150657957396,0.9558086609129907,0.947246506677511,0.9449036598479433,0.8640776016550895,0.9983369973512776,0.9998822715998611,0.9575603237971058,0.9666881106141302,0.950210025823753,0.8769745841175975,0.9969570915060414,0.9713745123870963,0.9353133365309414,0.9421584114657996,0.967656225620437,0.9367117760452494,0.9696211552373546,0.9696211552373546,0.9341941938618884,0.980230498568128,0.9873020618139283,0.9898349586830121,0.9931328977251617,0.9825047943150436,0.9918265028538688,0.9740186806302993,0.9415896957895705,0.9706650770256869,0.986558332780358,0.9607590597196354,0.9192006692495671,0.9898349586830121,0.9918265028538688
Y48G1BM.6,0.9021150901885282,0.999997255419362,0.9253997913362062,0.7500876538421006,0.9967522830067362,0.9905207054606697,0.9789938624331419,0.9124940218769553,0.89402999079255,0.9952916293794131,0.8069225635136946,0.8520572710283365,0.6691241321175461,0.9530513478748781,0.7740819263903651,0.9941214343290781,0.8140674010578712,0.9124940218769553,0.8764811285924734,0.8916026064074385,0.8402909169751092,0.9992316839328366,0.910682779450285,0.7343781929603592,0.9999978192891359,0.9387529010232881,0.9999911950104907,0.0,0.814430275107036,0.8202102394647595,0.976729981013195,0.7871335827742247,0.814430275107036,0.9777526808294253,0.8868073692367027,0.9524671991385436,0.7940401063160598,0.8837196881154177,0.8703033084191899,0.9999911950104907,0.9924920260336534,0.9962261367600829,0.9998800986086286,0.9530513478748781,0.9557168011096043,0.9163318443441166,0.9352602287192967,0.9703099883311824,0.9894118991260793,0.9775269309216902,0.9055412125695655,0.991308421357444,0.9948243681603762,0.9808712413386999,0.981971528453422,0.919790360828138,0.9896718132304397,0.9894959858279712,0.9872343128913692,0.919790360828138,0.9651495092143938,0.9808712413386999,0.9996480770481233,0.9170103385709495,0.9827056557726983,0.9972013125266692,0.9998827613964922,0.9994524250476868,0.9393834225895273,0.9999502660307734,0.9741928101526737,0.8226284975307259,0.9767889400313888,0.9716030420115398,0.9677275351473196,0.9989935286335607,0.9957488916813684,0.9991221584335781,0.9998398174131856,0.9841466035151412,0.9981935453830434,0.9997045139583541,0.9903940257526167,0.9866116126784141,0.9866116126784141,0.9808712413386999,0.9988717645016211,0.9999980926320641,0.9989935286335607,0.9995947477734007,0.9999403906955563,0.9970581921788877,0.9999565486148267,0.9995947477734007,0.9998827613964922,0.9995947477734007,0.9913787715966775,0.956304686189848,0.9950400466674061,0.9970581921788877
fbxb-97,0.6501967045523902,0.9998249549261866,0.827813564836411,0.7683910893295542,0.9465233022914389,0.9200553726820755,0.9879636155067214,0.9205211290398871,0.8435438736911317,0.9992230341411484,0.8395979133402437,0.8633778969708622,0.8394011301834736,0.8959388916834495,0.9022038762750748,0.9927341785460614,0.7679348903123331,0.7679348903123331,0.7694201896249895,0.927674856422119,0.814430275107036,0.9996881333332724,0.8013758651004746,0.7289466625986162,0.9979450368758512,0.8911079309122231,0.9962573285986567,0.814430275107036,0.0,0.8152793607562046,0.9611126146977748,0.873706830446668,0.9090928191014427,0.9845596255371007,0.7159125643187951,0.9213309349257803,0.7679348903123331,0.8934908285021588,0.8959388916834495,0.9988933243623472,0.9993763390202803,0.9984680828561191,0.999613251726153,0.8803510268948606,0.8520572710283365,0.9231426983069739,0.9130033363339985,0.982627907747139,0.9914113291788436,0.9604364216567898,0.9639740602399309,0.9999999552077535,0.9869665921710813,0.9373176425869142,0.9387352011098371,0.9396525234019013,0.9023893853664349,0.9964833402894654,0.9999613984891442,0.9396525234019013,0.9631214499626534,0.9644654213007576,0.9973996860169547,0.90765285145674,0.8902512731330038,0.967157018581874,0.9989137042525175,0.9957817417828306,0.9644654213007576,0.999787494917463,0.9859997667741326,0.8557745095781952,0.8639092029291615,0.992448625317794,0.9658105682047602,0.9859997667741326,0.9948778625363878,0.9936625491728093,0.9969883127979495,0.9415894044515024,0.999935932200515,0.9999049314218339,0.98925483746758,0.9744623860471268,0.9922428009061623,0.9791710114490068,0.9944466024330423,0.9982992879911159,0.9985031977655132,0.9881854442391713,0.997002745421275,0.9766223941797626,0.9869665921710813,0.9992687444477211,0.9989137042525175,0.9881854442391713,0.9779792969698868,0.9806934224711276,0.9940973531697229,0.98925483746758
F58H7.5,0.8338444645819497,0.9983408481570976,0.8971864848381952,0.5002371363720342,0.9995546933564086,0.9863196087828511,0.9997012454126943,0.9450807448354439,0.7809598038091485,0.9909605570407974,0.8052831930143776,0.9239995082598329,0.6574930573847416,0.9248795738399023,0.8338966346822984,0.9834449917987523,0.636006363808,0.7780398947618946,0.7757656804702692,0.9286817444889267,0.8561916764261156,0.999349589411824,0.9434685309836957,0.667146128392688,0.9929202649018739,0.9208750861142933,0.9888994130324051,0.8202102394647595,0.8152793607562046,0.0,0.9984150958430756,0.5342309614246792,0.8152793607562046,0.9711627019391632,0.9248795738399023,0.9743778898058191,0.6879201781130008,0.8168517857572208,0.8829785450056351,0.9940479870100768,0.9989633181821701,0.9929202649018739,0.9986888102387105,0.9119055647065317,0.9604682587948248,0.9213612620291258,0.9713156649718424,0.9795260100891424,0.9990111294027113,0.9561427023481581,0.9117577868580281,0.9997259632759286,0.9731311392295078,0.9331835959379924,0.9619604320880104,0.9980574557366768,0.9978861868203036,0.9999148652077402,0.9888994130324051,0.9386368743876009,0.9316627034802014,0.9605040006572723,0.9827885983188639,0.9789216089209261,0.9322947926903431,0.9782611767967092,0.9978726478771032,0.9871012943849032,0.9331835959379924,0.9960338022769623,0.9692697905223934,0.7553048730959854,0.9999860252205937,0.9901529795842013,0.9347101188594087,0.9692697905223934,0.9929955260790719,0.9919917173343061,0.9795260100891424,0.9377826943048315,0.9892457094808662,0.993884840462758,0.9736793948847914,0.9705302324889423,0.9546909110544414,0.9331835959379924,0.9744231983133765,0.9849753605968808,0.997305292216519,0.9722076184389269,0.9955555159429301,0.9736793948847914,0.9913775653320627,0.993884840462758,0.984491962730988,0.9722076184389269,0.9751528022498053,0.952088884309279,0.9832665585429312,0.9869022741665039
clp-6,0.9686014903987946,0.9273115948923272,0.9028491676460143,0.9943847728622275,0.8338502264475254,0.7594469938016697,0.981093235479132,0.9322885008584122,0.9679944053362691,0.9949705160175643,0.9245664316347829,0.7881788255455121,0.9987200329962767,0.9654235452640313,0.925590128273223,0.9958999842508085,0.9566886685323303,0.9028491676460143,0.921035614592117,0.944594160548379,0.9566952078443286,0.9788159698906307,0.9198144952385185,0.9399037227835878,0.9587586790546299,0.9245664316347829,0.996264735522941,0.976729981013195,0.9611126146977748,0.9984150958430756,0.0,0.9940893668305376,0.9711046419064358,0.9926281866722583,0.9543152284572859,0.9134235898894807,0.9836207693453873,0.9759659482957517,0.9543152284572859,0.991812525855117,0.9845888459838988,0.9928273638289409,0.999847026498631,0.9418103178193882,0.9163318443441166,0.9650220770819246,0.9777783142265708,0.9948241459882076,0.9878984955801646,0.9999730094728657,0.9863216447834745,0.9999855172216151,0.9938278448574859,0.9966673024751482,0.9971418159478243,0.8866618836477927,0.9343262721540374,0.9754602543379851,0.9857872719700218,0.9508971910727192,0.9994968849612988,0.9966673024751482,0.9990266101257288,0.8883189705352199,0.9857872719700218,0.9991120177501677,0.9996811925005853,0.9998255670632343,0.9996174227865762,0.9983472078768693,0.9972734493224394,0.9855545119936702,0.9385438070519728,0.9983472078768693,0.9971418159478243,0.991847494168879,0.9966016118362712,0.9674214772083424,0.9980123664203959,0.9801781645887752,0.9999904395750006,0.9996010976457387,0.9991215808507008,0.9945524967021193,0.9987447298471372,0.9996174227865762,0.9994968849612988,0.9929448788409894,0.9941160946900139,0.9850617309057872,0.9987137824009025,0.9997882953894783,0.9956499413275466,0.9996010976457387,0.9993643831558187,0.9994410974286151,0.9999202748889002,0.9999911207845527,0.999083101330442,0.9997882953894783
F41G4.7,0.8822723943648424,0.9992534678750078,0.9155587339030986,0.6740199214062389,0.9998438947331028,0.9973178015965023,0.9973858115948896,0.9495503040891043,0.8712510202453205,0.9962017814169977,0.8844076343205015,0.873706830446668,0.7115413003614905,0.9906461645511271,0.7049741636615235,0.9853633166361301,0.6678241908656584,0.8882819266755324,0.8947524563470937,0.9219684353543997,0.9086850661491848,0.9999365207556417,0.9584270655967093,0.7683913470162387,0.9977806307561954,0.9138218794164967,0.9951989643647402,0.7871335827742247,0.873706830446668,0.5342309614246792,0.9940893668305376,0.0,0.8216391349212466,0.9733930866802635,0.9307068839329113,0.9788531738119677,0.7406537820752548,0.9278109823644536,0.889529003529143,0.9982563783821569,0.9982867974192292,0.9940998600670387,0.9992117028043035,0.9179987530622044,0.9866532943204381,0.9544898904698349,0.9841586029800409,0.9666946477773576,0.9999826405538623,0.9308669786831586,0.888371919010083,0.9954008811254147,0.9854462697197117,0.9352517912602101,0.9638885571837619,0.9886614044239155,0.9970577665123285,0.9997410139769051,0.9745390402251036,0.9329094071880526,0.9610883557729398,0.9874766138387914,0.9917821013648646,0.9841473482954992,0.9673360178353941,0.9894389972316722,0.9984277351151533,0.9884669861964537,0.9352517912602101,0.9822830478300009,0.9441908008362622,0.843690273291633,0.9981540155104582,0.9822830478300009,0.936723755855981,0.9709166367105185,0.9858070578740374,0.9950135491587789,0.9810873157392936,0.9666946477773576,0.9779852703497822,0.9869563736055692,0.9487846858166653,0.9833573538525404,0.9833573538525404,0.9774500387417852,0.9864692939622542,0.9762231568784038,0.9931076209631867,0.9869563736055692,0.9963028234547081,0.9751540378700685,0.9971281726821649,0.9869563736055692,0.9858070578740374,0.9869563736055692,0.9765692496884438,0.9534945880635846,0.9846441009311688,0.995560136072866
saeg-1,0.8989611541631715,0.9884281544628716,0.8934908285021588,0.807930102910062,0.9732153047988366,0.9810709650006187,0.9962712611410625,0.9074831838822405,0.8435438736911317,0.9996088956268713,0.8578608145522953,0.9090928191014427,0.8724880286311263,0.9477926391279088,0.869082085527966,0.9996881333332724,0.8785381276973789,0.9539227609965153,0.8328862892533923,0.9005366436730551,0.8854203120310924,0.9982406250703721,0.9185677410886535,0.9130780273201057,0.9996774914033235,0.9200553726820755,0.9995944838367624,0.814430275107036,0.9090928191014427,0.8152793607562046,0.9711046419064358,0.8216391349212466,0.0,0.9985834934019447,0.8803510268948606,0.9070341484645352,0.8088993920589636,0.8457130150231844,0.8271693406188779,0.9995944838367624,0.9773714212686535,0.9984680828561191,0.9939407054774372,0.9104742136630016,0.9146202849666021,0.8912822821533379,0.9276635596645554,0.9915857622951088,0.999832951831743,0.9604364216567898,0.9531600736482653,0.9991181899781276,0.9869665921710813,0.9644654213007576,0.9803313532617762,0.9124640216939717,0.9776677628412356,0.9911457840464495,0.9962573285986567,0.926649666077546,0.9359056054254733,0.9888686744974392,0.9973996860169547,0.9512129685125972,0.9949348659743403,0.9907002467519603,0.9989137042525175,0.9957817417828306,0.9791710114490068,0.9975361782456965,0.9725573983495283,0.8557745095781952,0.9704383466436058,0.992448625317794,0.9387352011098371,0.9725573983495283,0.9948778625363878,0.9639740602399309,0.982627907747139,0.982627907747139,0.9976240706297382,0.9881854442391713,0.9766223941797626,0.9744623860471268,0.9590950187934653,0.9644654213007576,0.9631214499626534,0.987925774450283,0.9985031977655132,0.9881854442391713,0.997002745421275,0.9766223941797626,0.9978679852524704,0.9956248931824766,0.9739111744466562,0.9992687444477211,0.9903058052702511,0.9806934224711276,0.9725573983495283,0.98925483746758
Y17D7B.4,0.9908159081933585,0.9986035489277121,0.9999972238690926,0.9837902081566401,0.9978285884998963,0.9962444316119876,0.7521908958814753,0.9849054119838797,0.9899700025783963,0.604990838850689,0.9939407054774372,0.9998839501776124,0.9872149354828862,0.9991056770017168,0.9991181899781276,0.6388671497414429,0.993998869657432,0.9817269902743131,0.9809252465074226,0.9863809342214308,0.9925829495412034,0.6388671497414429,0.9962573285986567,0.9744959557154419,0.783397449122763,0.9881428125789786,0.9978930803418324,0.9777526808294253,0.9845596255371007,0.9711627019391632,0.9926281866722583,0.9733930866802635,0.9985834934019447,0.0,0.997232307820381,0.9994662416084209,0.9888362552929684,0.9999972238690926,0.9994102058640834,0.5992544028205413,0.9005366436730551,0.6248479025798386,0.6507996998205869,0.9968584957762466,0.9967588123572545,0.9967860251447345,0.9936625491728093,0.994279634718002,0.8328862892533923,0.9996068508723548,0.9944466024330423,0.9914618285458633,0.9978679852524704,0.9986907210845986,0.9990390759002981,0.9961767615396784,0.9989383902532459,0.9741122423341563,0.6291429067014742,0.9999757555344657,0.9944466024330423,0.9986907210845986,0.9973996860169547,0.9969883127979495,0.9999613984891442,0.9999502570583119,0.9985532322428482,0.9990390759002981,0.9986907210845986,0.999787494917463,0.9990116013539222,0.9932866539495072,0.9996437934344885,0.999787494917463,0.9989383902532459,0.9958489680912351,0.9892139326948837,0.9883664274796038,0.9969883127979495,0.982627907747139,0.999935932200515,0.9881854442391713,0.9997323707040718,0.9968969685082166,0.9922428009061623,0.9986907210845986,0.9999100142822197,0.9999100142822197,0.9725573983495283,0.9881854442391713,0.9994610826903157,0.9963346514107685,0.9937368469673671,0.9992687444477211,0.9989137042525175,0.9881854442391713,0.997002745421275,0.9981926675623934,0.9985031977655132,0.9997323707040718
glit-1,0.8173554070915349,0.9991875475885891,0.8938247552156462,0.8577522125467036,0.9248795738399023,0.9474197621821507,0.9772536695620111,0.9081724129020616,0.9283950073868683,0.9987234585230015,0.8767675613369816,0.8459803317881182,0.9281012541081727,0.8819088368952581,0.8893445832504941,0.9966681562109448,0.8938247552156462,0.8446728530249492,0.8341078771084082,0.9022217531091062,0.9419715899810955,0.9932540488925895,0.6800065962753796,0.8332601335766844,0.9411539442678565,0.9225206961637908,0.9874196878444541,0.8868073692367027,0.7159125643187951,0.9248795738399023,0.9543152284572859,0.9307068839329113,0.8803510268948606,0.997232307820381,0.0,0.9606374211376596,0.9081724129020616,0.9081724129020616,0.8275467791194647,0.9874196878444541,0.9956522500146161,0.9967032057839033,0.9987304057290621,0.8468001456362848,0.7931189306731045,0.8960795737188965,0.8015318253083648,0.9848972551259662,0.9320538052495296,0.978458281642825,0.9680141858671121,0.9903395486244628,0.9988062159961847,0.9908779780565743,0.968684443010854,0.9433626442378596,0.871569551548829,0.9800276452261452,0.9988016940498692,0.9826639589187744,0.9661620078296796,0.9817131985243824,0.9994628596130722,0.9134862787371674,0.920345518935901,0.9925101720474342,0.9974915123820677,0.9979329806885686,0.9965199798376513,0.9752324496949618,0.9954921666866898,0.9351344597805709,0.8491479668709971,0.9940540717969749,0.968684443010854,0.9992078980654764,0.9776245064990039,0.9680141858671121,0.9966855212024757,0.9848972551259662,0.986776932644379,0.9967631117893503,0.9998899097421874,0.9940573514851465,0.9942109835967807,0.9908779780565743,0.9988422186792486,0.9772076172373085,0.9940396226522644,0.9995580694282453,0.9949172008585357,0.9909533647307102,0.999994190632874,0.9916360005998757,0.9929102516899752,0.9995580694282453,0.9919046563372828,0.9989038861809008,0.9999272724234368,0.9998899097421874
pan-1,0.9504079083626575,0.9999953467749906,0.7494673464945614,0.9664840608779725,0.9659520949762445,0.8898974850525027,0.9375202130686514,0.9179908943599874,0.9108169137490699,0.9884874335376841,0.9769493260726649,0.9070341484645352,0.9759654151395758,0.9702513643889459,0.9341355172638381,0.9935388385280225,0.9179908943599874,0.9179908943599874,0.9016557832170335,0.9408237020337604,0.9408237020337604,0.9991818759183755,0.8871776373962054,0.9597085629131005,0.9882346689028922,0.8898974850525027,0.9992391805959797,0.9524671991385436,0.9213309349257803,0.9743778898058191,0.9134235898894807,0.9788531738119677,0.9070341484645352,0.9994662416084209,0.9606374211376596,0.0,0.9431666242785572,0.9803048915548529,0.9377548468310019,0.9650889179120449,0.9869202198818953,0.9995264311254946,0.9982722968890823,0.9497988169913365,0.8988660720938197,0.9134235898894807,0.9592042757377233,0.9981974825141762,0.9829649609342846,0.9911993119831675,0.979262484639565,0.9999997865258841,0.9919459811575381,0.9850214815603912,0.9859693406174996,0.8214762177565161,0.8040055959253622,0.9617842657320762,0.9880718821872101,0.9561252127362936,0.9840648703657873,0.9933858358515207,0.9994848414488073,0.8976003227827576,0.9962830121923834,0.9869076755707245,0.9999447328786694,0.9999906916320775,0.9933858358515207,0.9887520589664257,0.9905456558657052,0.952642166631325,0.8495836311041309,0.9932202839014153,0.9999906916320775,0.9905456558657052,0.9976767768075689,0.9180690885319487,0.9999424901188314,0.999159400932304,0.9947173112189055,0.998160965480923,0.9986021469153047,0.9811487457576593,0.9904364814752417,0.9850214815603912,0.970204854306101,0.970204854306101,0.999828975070486,0.9805665460648518,0.9843221673393214,0.9558780411694846,0.9972171578131388,0.9999974407799871,0.9794142488296829,0.9922763954932217,0.9571832533679244,0.9954779041179582,0.9971539172973339,0.9986021469153047
saeg-2,0.8736197677330269,0.9916807598124238,0.8287430160939931,0.63408244726805,0.9897247858507825,0.978622038039744,0.9995214672162461,0.9312069983137751,0.8615263359504404,0.999248283888464,0.8380777844014653,0.8785381276973789,0.6725676905914366,0.955520008593512,0.8477055946718098,0.9995582484708592,0.6781075514018357,0.8782125339196782,0.8114863499279339,0.9582003047894684,0.8509459958255565,0.9995582484708592,0.9511636818321082,0.7964057960102957,0.9973992285137084,0.9302025368509875,0.9978934468038972,0.7940401063160598,0.7679348903123331,0.6879201781130008,0.9836207693453873,0.7406537820752548,0.8088993920589636,0.9888362552929684,0.9081724129020616,0.9431666242785572,0.0,0.9065347326412644,0.8784658636844492,0.9968115452857195,0.9925635927614885,0.9994902098457094,0.9989646739285771,0.955520008593512,0.9373212066354609,0.9028491676460143,0.9696132670571052,0.9897784204268189,0.9992966340283672,0.9572186127782617,0.9365273325272819,0.9998419371587812,0.974062928074013,0.9342181234505934,0.9629253279587289,0.9680649963134158,0.9817683143136273,0.9976948645872561,0.9989951662727224,0.8933324458264298,0.9600695494956543,0.9614967403748511,0.9836030099910752,0.9458204383770068,0.929093313905185,0.9790744518407709,0.9851522171282968,0.9778318595554454,0.9614967403748511,0.9964331830027285,0.9700940232776584,0.8021047499247035,0.9834109351476963,0.9815353206718287,0.9629253279587289,0.983957984774437,0.9934822779475886,0.959829778836441,0.9803091927558026,0.9387352157477697,0.9897774002970118,0.9986343517222691,0.974417537885321,0.9557944592137504,0.9715204254421711,0.9614967403748511,0.9753255977165822,0.9753255977165822,0.9976296480399701,0.9729746397506589,0.9959348083863446,0.9479981904938837,0.9846721054705202,0.9943364248552419,0.9851522171282968,0.9863331671531103,0.9758618568688198,0.9787531247471789,0.983957984774437,0.974417537885321
scrm-4,0.8736197677330269,0.9504896514354076,0.8928326121998303,0.7310409598568586,0.9715663786834814,0.9623837346749544,0.9970139788909472,0.8103355299534127,0.7310409598568586,0.9999779957438758,0.8380777844014653,0.9326076225201952,0.8571446116583836,0.9451914375669228,0.9784579700044082,0.9999894521726059,0.8461806435407591,0.9065347326412644,0.7907034174851336,0.9253997913362062,0.8330285902718142,0.9945989568763026,0.929093313905185,0.8835217325361007,0.9973992285137084,0.9036260439344559,0.9978934468038972,0.8837196881154177,0.8934908285021588,0.8168517857572208,0.9759659482957517,0.9278109823644536,0.8457130150231844,0.9999972238690926,0.9081724129020616,0.9803048915548529,0.9065347326412644,0.0,0.862086232997375,0.9946345188020161,0.987809599190295,0.9989884378567211,0.9995442303372291,0.9451914375669228,0.9124940218769553,0.9181981110232599,0.9083140236946816,0.9897784204268189,0.9927942717768996,0.9836030099910752,0.985324047741292,0.9894085616365168,0.9846721054705202,0.9867661362648797,0.9877887877311271,0.9477285924103444,0.993763369686377,0.9994039325041526,0.9946345188020161,0.9477285924103444,0.9600695494956543,0.9867661362648797,0.9836030099910752,0.9177156468111938,0.9511636818321082,0.9986645584201541,0.9981583997956635,0.9778318595554454,0.9765820603353698,0.999356464481761,0.983957984774437,0.9061270481890554,0.998477946406012,0.9815353206718287,0.9629253279587289,0.983957984774437,0.9934822779475886,0.9956115991216712,0.9957737030703346,0.9803091927558026,0.9966700139277052,0.9863331671531103,0.987499105073212,0.9902902226992467,0.9902902226992467,0.9614967403748511,0.9928023316712148,0.9999214017711068,0.9925964861848295,0.9943364248552419,0.9959348083863446,0.987499105073212,0.9967273753132081,0.9999991939519968,0.9981583997956635,0.9943364248552419,0.9886479884296691,0.9908844726557356,0.9925964861848295,0.9990517430864941
T16G12.4,0.9224022478197298,0.9424987407788814,0.9081724129020616,0.9161516965273259,0.9668526843261337,0.9677811569245359,0.9896445541740908,0.7860437908527238,0.9161516965273259,0.9834251036937428,0.8931407790622432,0.8637022228067263,0.9018862072468877,0.9262532348108433,0.8719806536610186,0.9932540488925895,0.8784658636844492,0.9338548791940532,0.8137023092367585,0.8339801982144283,0.8868073692367027,0.9831143525137882,0.920345518935901,0.8688406898952403,0.9964405638082497,0.8207956858474218,0.999940858917205,0.8703033084191899,0.8959388916834495,0.8829785450056351,0.9543152284572859,0.889529003529143,0.8271693406188779,0.9994102058640834,0.8275467791194647,0.9377548468310019,0.8784658636844492,0.862086232997375,0.0,0.9924714851193672,0.9796256064953458,0.9999911054044438,0.9987304057290621,0.9503096799379731,0.916552952575925,0.8380240108614809,0.9321519347153611,0.9932941466485002,0.9882982766760987,0.9364389040163085,0.9680141858671121,0.9976411577218307,0.9649020602596624,0.9674227642655157,0.9417531694792608,0.90063028981451,0.9379159130440963,0.9988143390977481,0.9988016940498692,0.8467275453889702,0.9661620078296796,0.9817131985243824,0.9882929415536705,0.8353319965312229,0.9556539567405908,0.9699471342731828,0.9994958045279674,0.9827832930269673,0.9674227642655157,0.9984781814225823,0.9485373674941178,0.8831762470737738,0.9752324496949618,0.9940540717969749,0.9417531694792608,0.9750087132700204,0.9997848113474311,0.9321519347153611,0.9932941466485002,0.9712109001731652,0.9984560076413113,0.9968016204543448,0.9527171471234572,0.9623840451912472,0.998063975234464,0.9404170361285393,0.9900331316794067,0.9959455470349784,0.9999272724234368,0.9899821263742853,0.9999824570124566,0.9527171471234572,0.9953422800358626,0.9968016204543448,0.9889932691639736,0.9968016204543448,0.9800832677898708,0.9570081944443481,0.9485373674941178,0.9909533647307102
W04B5.2,0.9916750127044699,0.9996678924847694,0.9934682305707735,0.9980731472638735,0.978506844330947,0.9718036730545295,0.6945057534268004,0.989013407876517,0.995174199600531,0.527542613251322,0.9998435471520108,0.9854789448556701,0.9999947217761426,0.9962858349213464,0.9962955154308656,0.4643933981971573,0.9999584494052562,0.9978934468038972,0.9984306812715805,0.9872343128913692,0.9932454405668546,0.59723591339719,0.9974177588675763,0.9985901724565215,0.7760818287350032,0.9997644389398767,0.9974177588675763,0.9999911950104907,0.9988933243623472,0.9940479870100768,0.991812525855117,0.9982563783821569,0.9995944838367624,0.5992544028205413,0.9874196878444541,0.9650889179120449,0.9968115452857195,0.9946345188020161,0.9924714851193672,0.0,0.9365628212722932,0.6735280652256701,0.6961848784618547,0.9988016940498692,0.9994010010239511,0.9999999866648186,0.992903612630564,0.9878209073271657,0.6569090127301909,0.9997506861346499,0.999970061616911,0.9999835276992335,0.998204831929602,0.998949817440315,0.9999710199732916,0.9911374869019501,0.9761454264997647,0.9726113009024553,0.5202183191251457,0.9955794817644625,0.9949635025744349,0.998949817440315,0.999791796719769,0.9997288710255642,0.999997225622764,0.9998782463130648,0.9882839778498524,0.9986464116390577,0.998949817440315,0.992995756076964,0.9987481165522021,0.9983369973512776,0.9862149445972894,0.9978693615115684,0.9986464116390577,0.9999991889322765,0.980378042067076,0.9717480749318285,0.997359448250203,0.9833900823781278,0.9800097850946992,0.9887908636130275,0.9995986781932723,0.9973092274453151,0.9999156732954257,0.998949817440315,0.9993590105751157,0.9949635025744349,0.994574881591634,0.9887908636130275,0.9903472986175458,0.9967031365411287,0.999885645036016,0.9994421638941079,0.9991284151872861,0.9960304292700267,0.9526154360289539,0.998444808415541,0.9987582428709785,0.9995986781932723
